num_bins,short_window_size,discount,base_rate,eta,tau_ok,simulation_seed,cache_file,warmup_steps,nominal_sample_count,fault_sample_count,nominal_consistent_rate,nominal_undecided_rate,nominal_false_inconsistent_rate,fault_false_consistent_rate,fault_undecided_rate,fault_inconsistent_rate,decision_coverage,selective_accuracy,selective_risk,balanced_three_state_accuracy,q_inconsistent_roc_auc,q_inconsistent_average_precision,mean_q_inconsistent_nominal,mean_q_inconsistent_fault,q_inconsistent_mean_separation,region_transition_count,region_transitions_per_1000_steps,mean_region_dwell_steps,initial_consistent_delay_steps,mean_position_error_nominal,mean_position_error_fault,event_detection_rate,mean_detection_delay_steps,median_detection_delay_steps,worst_detection_delay_steps,mean_detection_delay_seconds,mean_recovery_delay_steps,mean_recovery_delay_seconds,undetected_event_count
7,50,0.95,0.5,0.95,0.5,0,kf_sa_seed_0000.npz,50,651,700,0.6129032258064516,0.32872503840245776,0.05837173579109063,0.39,0.5328571428571428,0.07714285714285714,0.5655070318282753,0.5929319371727748,0.4070680628272252,0.3450230414746544,0.6247399605003292,0.6203400147606697,0.14734745168653857,0.26875809129250827,0.1214106396059697,30,22.20577350111029,43.58064516129032,50.0,0.5585900987878052,1.0476660479574822,0.16666666666666666,46.0,46.0,46.0,4.6000000000000005,38.0,3.8000000000000003,5
7,50,0.98,0.5,0.95,0.5,0,kf_sa_seed_0000.npz,50,651,700,0.642089093701997,0.2995391705069124,0.05837173579109063,0.44857142857142857,0.47285714285714286,0.07857142857142857,0.6106587712805329,0.5733333333333334,0.42666666666666664,0.36033026113671274,0.6008865481676542,0.6007245978876183,0.14200656757998337,0.23446284865495123,0.09245628107496787,20,14.803849000740193,64.33333333333333,50.0,0.5585900987878052,1.0476660479574822,0.16666666666666666,45.0,45.0,45.0,4.5,39.0,3.9000000000000004,5
7,50,0.99,0.5,0.95,0.5,0,kf_sa_seed_0000.npz,50,651,700,0.6344086021505376,0.30414746543778803,0.06144393241167435,0.5285714285714286,0.3942857142857143,0.07714285714285714,0.6491487786824575,0.5324971493728621,0.4675028506271379,0.3557757296466974,0.5729800307219662,0.578282434753942,0.13705285572321146,0.21069571024712852,0.07364285452391706,24,17.764618800888233,54.04,50.0,0.5585900987878052,1.0476660479574822,0.16666666666666666,46.0,46.0,46.0,4.6000000000000005,38.5,3.85,5
7,50,0.995,0.5,0.95,0.5,0,kf_sa_seed_0000.npz,50,651,700,0.6359447004608295,0.30721966205837176,0.05683563748079877,0.5414285714285715,0.38142857142857145,0.07714285714285714,0.6543301258327165,0.5294117647058824,0.47058823529411764,0.35654377880184335,0.5628351985955673,0.5750920495600921,0.13667883625010457,0.21919085208310823,0.08251201583300366,22,16.28423390081421,58.73913043478261,50.0,0.5585900987878052,1.0476660479574822,0.16666666666666666,46.0,46.0,46.0,4.6000000000000005,40.166666666666664,4.016666666666667,5
7,70,0.95,0.5,0.95,0.5,0,kf_sa_seed_0000.npz,70,631,700,0.6038034865293186,0.32171156893819336,0.07448494453248812,0.56,0.37857142857142856,0.06142857142857143,0.6483846731780616,0.49130938586326767,0.5086906141367323,0.332616028978945,0.541104822277564,0.5457397304736777,0.1618236263499395,0.18405789824662844,0.022234271896688945,18,13.5236664162284,70.05263157894737,70.0,0.56000912072257,1.0476660479574822,0.16666666666666666,57.0,57.0,57.0,5.7,41.666666666666664,4.166666666666667,5
7,70,0.98,0.5,0.95,0.5,0,kf_sa_seed_0000.npz,70,631,700,0.6053882725832013,0.3153724247226624,0.07923930269413629,0.6228571428571429,0.3157142857142857,0.06142857142857143,0.6844477836213373,0.4665203073545554,0.5334796926454446,0.33340842200588633,0.509823409553996,0.5247629933798602,0.15851528450011518,0.16098644637891388,0.0024711618787987,22,16.52892561983471,57.869565217391305,70.0,0.56000912072257,1.0476660479574822,0.16666666666666666,57.0,57.0,57.0,5.7,41.5,4.15,5
7,70,0.99,0.5,0.95,0.5,0,kf_sa_seed_0000.npz,70,631,700,0.6022187004754358,0.3248811410459588,0.07290015847860538,0.6842857142857143,0.2557142857142857,0.06,0.7114951164537942,0.44561774023231254,0.5543822597676875,0.3311093502377179,0.48119990944079694,0.5078208045876413,0.15398005664682737,0.14356033403120796,-0.010419722615619409,18,13.5236664162284,70.05263157894737,70.0,0.56000912072257,1.0476660479574822,0.16666666666666666,58.0,58.0,58.0,5.800000000000001,42.166666666666664,4.216666666666667,5
7,70,0.995,0.5,0.95,0.5,0,kf_sa_seed_0000.npz,70,631,700,0.6133122028526149,0.31695721077654515,0.06973058637083994,0.69,0.24857142857142858,0.06142857142857143,0.71900826446281,0.44932079414838033,0.5506792058516197,0.33737038714059314,0.46675345256961737,0.5054940920547216,0.15275484205197032,0.1515109541704802,-0.00124388788149013,14,10.518407212622089,88.73333333333333,70.0,0.56000912072257,1.0476660479574822,0.16666666666666666,57.0,57.0,57.0,5.7,40.833333333333336,4.083333333333334,5
10,50,0.95,0.5,0.95,0.5,0,kf_sa_seed_0000.npz,50,651,700,0.3932411674347158,0.5514592933947773,0.055299539170506916,0.26571428571428574,0.6657142857142857,0.06857142857142857,0.3893412287194671,0.5779467680608364,0.42205323193916355,0.2309062980030722,0.6121154268158876,0.6054095258451513,0.17968893599846744,0.2677438096261185,0.08805487362765105,47,34.78904515173945,28.145833333333332,51.0,0.5585900987878052,1.0476660479574822,0.16666666666666666,52.0,52.0,52.0,5.2,54.5,5.45,5
10,50,0.98,0.5,0.95,0.5,0,kf_sa_seed_0000.npz,50,651,700,0.49923195084485406,0.44393241167434716,0.05683563748079877,0.32857142857142857,0.6085714285714285,0.06285714285714286,0.4707623982235381,0.5801886792452831,0.41981132075471694,0.28104454685099844,0.5775488259820057,0.5703285469663495,0.170145583231575,0.22004936838688496,0.049903785155309965,21,15.544041450777202,61.40909090909091,51.0,0.5585900987878052,1.0476660479574822,0.16666666666666666,56.0,56.0,56.0,5.6000000000000005,47.666666666666664,4.766666666666667,5
