num_bins,short_window_size,discount,base_rate,eta,tau_ok,simulation_seed,event_index,event_name,event_start,event_end,detected,detection_delay_steps,detection_delay_seconds,recovery_delay_steps,recovery_delay_seconds,event_consistent_rate,event_undecided_rate,event_inconsistent_rate,event_mean_q_inconsistent,event_max_q_inconsistent,event_mean_position_error,event_max_position_error
5,50,0.95,0.5,0.95,0.5,0,5,process_noise_x_increased,1100,1300,0,,,0.0,0.0,0.805,0.195,0.0,0.023542886080843123,0.1370995395511183,0.7730004400459154,1.9952803799749892
5,50,0.98,0.5,0.95,0.5,0,0,measurement_outliers,100,200,0,,,12.0,1.2000000000000002,0.47,0.53,0.0,0.14607549267504985,0.4472404413758571,1.2582084760859429,3.970927422779099
5,50,0.98,0.5,0.95,0.5,0,1,measurement_noise_x_increased,300,400,0,,,34.0,3.4000000000000004,0.46,0.54,0.0,0.17361340315684154,0.5606145427572045,0.7583449121460678,2.077781262789668
5,50,0.98,0.5,0.95,0.5,0,2,measurement_noise_xy_decreased,500,600,0,,,45.0,4.5,0.31,0.69,0.0,0.35176380261892537,0.7618638765887744,0.3108220514418344,1.0256832163208238
5,50,0.98,0.5,0.95,0.5,0,3,truncated_gaussian_measurement_noise,700,800,0,,,33.0,3.3000000000000003,0.38,0.62,0.0,0.2710330588646128,0.7003501536117218,0.384027147034413,0.9700072176398135
5,50,0.98,0.5,0.95,0.5,0,4,coordinated_turn_model_mismatch,900,1000,1,44.0,4.4,58.0,5.800000000000001,0.3,0.14,0.56,0.6140219226506693,0.999999999996108,3.0762588689022863,4.685813908554918
5,50,0.98,0.5,0.95,0.5,0,5,process_noise_x_increased,1100,1300,0,,,0.0,0.0,0.88,0.12,0.0,0.01336639098960737,0.07367886632570787,0.7730004400459154,1.9952803799749892
5,50,0.99,0.5,0.95,0.5,0,0,measurement_outliers,100,200,0,,,13.0,1.3,0.5,0.5,0.0,0.1196706278317527,0.47729982816098604,1.2582084760859429,3.970927422779099
5,50,0.99,0.5,0.95,0.5,0,1,measurement_noise_x_increased,300,400,0,,,35.0,3.5,0.52,0.48,0.0,0.13166830252997375,0.4912602626968237,0.7583449121460678,2.077781262789668
5,50,0.99,0.5,0.95,0.5,0,2,measurement_noise_xy_decreased,500,600,0,,,45.0,4.5,0.38,0.62,0.0,0.3380401648170058,0.7475420908234348,0.3108220514418344,1.0256832163208238
5,50,0.99,0.5,0.95,0.5,0,3,truncated_gaussian_measurement_noise,700,800,0,,,33.0,3.3000000000000003,0.44,0.56,0.0,0.22527327674181943,0.7541042665628797,0.384027147034413,0.9700072176398135
5,50,0.99,0.5,0.95,0.5,0,4,coordinated_turn_model_mismatch,900,1000,1,44.0,4.4,53.0,5.300000000000001,0.32,0.12,0.56,0.615674713532982,0.9999999999998146,3.0762588689022863,4.685813908554918
5,50,0.99,0.5,0.95,0.5,0,5,process_noise_x_increased,1100,1300,0,,,0.0,0.0,0.94,0.06,0.0,0.010708753682362387,0.06470012156403518,0.7730004400459154,1.9952803799749892
5,50,0.995,0.5,0.95,0.5,0,0,measurement_outliers,100,200,0,,,12.0,1.2000000000000002,0.54,0.46,0.0,0.09679083256491303,0.338843218076082,1.2582084760859429,3.970927422779099
5,50,0.995,0.5,0.95,0.5,0,1,measurement_noise_x_increased,300,400,0,,,34.0,3.4000000000000004,0.62,0.38,0.0,0.08101487430470314,0.36601321893087174,0.7583449121460678,2.077781262789668
5,50,0.995,0.5,0.95,0.5,0,2,measurement_noise_xy_decreased,500,600,0,,,50.0,5.0,0.36,0.64,0.0,0.3272041194681854,0.7195327550135242,0.3108220514418344,1.0256832163208238
5,50,0.995,0.5,0.95,0.5,0,3,truncated_gaussian_measurement_noise,700,800,0,,,35.0,3.5,0.48,0.52,0.0,0.2409326405691475,0.7249707809109913,0.384027147034413,0.9700072176398135
5,50,0.995,0.5,0.95,0.5,0,4,coordinated_turn_model_mismatch,900,1000,1,43.0,4.3,53.0,5.300000000000001,0.32,0.11,0.57,0.6259772028408653,0.9999999999997645,3.0762588689022863,4.685813908554918
5,50,0.995,0.5,0.95,0.5,0,5,process_noise_x_increased,1100,1300,0,,,0.0,0.0,1.0,0.0,0.0,0.005684632749616134,0.03739768323401979,0.7730004400459154,1.9952803799749892
5,70,0.95,0.5,0.95,0.5,0,0,measurement_outliers,100,200,0,,,18.0,1.8,0.6,0.4,0.0,0.07207920995481225,0.24608395422653384,1.2582084760859429,3.970927422779099
5,70,0.95,0.5,0.95,0.5,0,1,measurement_noise_x_increased,300,400,0,,,38.0,3.8000000000000003,0.59,0.41,0.0,0.12765158746220073,0.4932654208550165,0.7583449121460678,2.077781262789668
5,70,0.95,0.5,0.95,0.5,0,2,measurement_noise_xy_decreased,500,600,0,,,53.0,5.300000000000001,0.43,0.57,0.0,0.28864799987895945,0.8195270003202955,0.3108220514418344,1.0256832163208238
5,70,0.95,0.5,0.95,0.5,0,3,truncated_gaussian_measurement_noise,700,800,0,,,36.0,3.6,0.51,0.49,0.0,0.2071100318854996,0.6921737431165678,0.384027147034413,0.9700072176398135
5,70,0.95,0.5,0.95,0.5,0,4,coordinated_turn_model_mismatch,900,1000,1,57.0,5.7,69.0,6.9,0.35,0.22,0.43,0.5329917011597448,0.9999999999998974,3.0762588689022863,4.685813908554918
5,70,0.95,0.5,0.95,0.5,0,5,process_noise_x_increased,1100,1300,0,,,0.0,0.0,0.99,0.01,0.0,0.0055090251244027345,0.051990561942421576,0.7730004400459154,1.9952803799749892
5,70,0.98,0.5,0.95,0.5,0,0,measurement_outliers,100,200,0,,,17.0,1.7000000000000002,0.62,0.38,0.0,0.04679777244275846,0.18473651566432997,1.2582084760859429,3.970927422779099
5,70,0.98,0.5,0.95,0.5,0,1,measurement_noise_x_increased,300,400,0,,,39.0,3.9000000000000004,0.64,0.36,0.0,0.09694934774749203,0.43733140059684844,0.7583449121460678,2.077781262789668
5,70,0.98,0.5,0.95,0.5,0,2,measurement_noise_xy_decreased,500,600,0,,,55.0,5.5,0.48,0.52,0.0,0.24341557956370213,0.7648559365229635,0.3108220514418344,1.0256832163208238
5,70,0.98,0.5,0.95,0.5,0,3,truncated_gaussian_measurement_noise,700,800,0,,,36.0,3.6,0.53,0.47,0.0,0.16774524280369904,0.643536482144498,0.384027147034413,0.9700072176398135
5,70,0.98,0.5,0.95,0.5,0,4,coordinated_turn_model_mismatch,900,1000,1,57.0,5.7,68.0,6.800000000000001,0.38,0.19,0.43,0.5199381511883158,0.9999999999998126,3.0762588689022863,4.685813908554918
5,70,0.98,0.5,0.95,0.5,0,5,process_noise_x_increased,1100,1300,0,,,0.0,0.0,1.0,0.0,0.0,0.002864521947662757,0.026288186764023416,0.7730004400459154,1.9952803799749892
5,70,0.99,0.5,0.95,0.5,0,0,measurement_outliers,100,200,0,,,15.0,1.5,0.72,0.28,0.0,0.027242120298663436,0.12278016327784741,1.2582084760859429,3.970927422779099
5,70,0.99,0.5,0.95,0.5,0,1,measurement_noise_x_increased,300,400,0,,,39.0,3.9000000000000004,0.7,0.3,0.0,0.06663466855966013,0.3461571748468565,0.7583449121460678,2.077781262789668
5,70,0.99,0.5,0.95,0.5,0,2,measurement_noise_xy_decreased,500,600,0,,,55.0,5.5,0.43,0.57,0.0,0.2449798129028164,0.7850472948938507,0.3108220514418344,1.0256832163208238
5,70,0.99,0.5,0.95,0.5,0,3,truncated_gaussian_measurement_noise,700,800,0,,,37.0,3.7,0.55,0.45,0.0,0.16684128691044683,0.6296721125611309,0.384027147034413,0.9700072176398135
5,70,0.99,0.5,0.95,0.5,0,4,coordinated_turn_model_mismatch,900,1000,1,55.0,5.5,68.0,6.800000000000001,0.41,0.14,0.45,0.5246445133673913,0.9999999999999901,3.0762588689022863,4.685813908554918
5,70,0.99,0.5,0.95,0.5,0,5,process_noise_x_increased,1100,1300,0,,,0.0,0.0,1.0,0.0,0.0,0.0012677039290214717,0.01122864675012525,0.7730004400459154,1.9952803799749892
5,70,0.995,0.5,0.95,0.5,0,0,measurement_outliers,100,200,0,,,15.0,1.5,0.75,0.25,0.0,0.023396927664277298,0.11806741839562088,1.2582084760859429,3.970927422779099
