num_bins,short_window_size,discount,base_rate,eta,tau_ok,simulation_seed,cache_file,warmup_steps,transition_window_before_steps,transition_window_after_steps,nominal_sample_count,fault_sample_count,steady_sample_count,transition_sample_count,nominal_consistent_rate,nominal_undecided_rate,nominal_false_inconsistent_rate,fault_false_consistent_rate,fault_undecided_rate,fault_inconsistent_rate,steady_nominal_consistent_rate,steady_nominal_undecided_rate,steady_nominal_false_inconsistent_rate,steady_fault_false_consistent_rate,steady_fault_undecided_rate,steady_fault_inconsistent_rate,steady_undecided_rate,steady_balanced_undecided_rate,steady_balanced_correct_rate,steady_worst_class_correct_rate,steady_confident_error_rate,steady_decision_coverage,steady_selective_accuracy,undecided_total_count,undecided_in_transition_count,undecided_outside_transition_count,undecided_localization_precision,transition_undecided_sample_rate,undecided_transition_f1,mean_q_consistent_steady_nominal,median_q_consistent_steady_nominal,q05_consistent_steady_nominal,q10_consistent_steady_nominal,mean_q_inconsistent_steady_fault,median_q_inconsistent_steady_fault,q10_inconsistent_steady_fault,q20_inconsistent_steady_fault,eta_ceiling_90pct_nominal_consistent,eta_ceiling_80pct_fault_inconsistent,nominal_consistency_credibility_margin_q10,fault_inconsistency_credibility_margin_q20,decision_coverage,selective_accuracy,selective_risk,balanced_three_state_accuracy,q_inconsistent_roc_auc,q_inconsistent_average_precision,mean_q_inconsistent_nominal,mean_q_inconsistent_fault,q_inconsistent_mean_separation,region_transition_count,region_transitions_per_1000_steps,mean_region_dwell_steps,initial_consistent_delay_steps,mean_position_error_nominal,mean_position_error_fault,event_detection_rate,mean_detection_delay_steps,median_detection_delay_steps,worst_detection_delay_steps,mean_detection_delay_seconds,mean_recovery_delay_steps,mean_recovery_delay_seconds,undetected_event_count,transition_count,transition_completion_rate,mediated_transition_rate,direct_transition_rate,transition_undecided_presence_rate,onset_mediated_transition_rate,recovery_mediated_transition_rate,mean_transition_settling_delay_steps,median_transition_settling_delay_steps,mean_undecided_steps_per_transition,mean_transition_path_length_steps
3,25,0.995,0.5,0.9,0.5,0,kf_sa_seed_0000.npz,25,5,35,676,700,896,480,0.8032544378698225,0.14053254437869822,0.05621301775147929,0.6257142857142857,0.2842857142857143,0.09,0.963302752293578,0.02981651376146789,0.006880733944954129,0.5130434782608696,0.36086956521739133,0.12608695652173912,0.19977678571428573,0.1953430394894296,0.5446948544076585,0.12608695652173912,0.26674107142857145,0.8002232142857143,0.6666666666666666,294,115,179,0.391156462585034,0.23958333333333334,0.2971576227390181,0.9761132779166246,0.999938723772752,0.94505351955862,0.9839452172935783,0.3116905845838263,0.0932080544568733,4.1645522144506634e-06,0.0017996872745788058,0.9839452172935783,0.0017996872745788058,0.08394521729357829,-0.8982003127254212,0.7863372093023255,0.5600739371534196,0.4399260628465804,0.44662721893491125,0.6499006762468301,0.6214251678876567,0.10693849302611697,0.23050749333503867,0.1235690003089217,34,24.709302325581394,39.31428571428572,25.0,0.5619834163310975,1.0476660479574822,0.16666666666666666,39.0,39.0,39.0,3.9000000000000004,22.166666666666668,2.216666666666667,5,12,0.3333333333333333,0.16666666666666666,0.16666666666666666,0.4166666666666667,0.0,0.3333333333333333,12.0,10.5,7.833333333333333,27.333333333333332
3,25,0.999,0.5,0.9,0.5,0,kf_sa_seed_0000.npz,25,5,35,676,700,896,480,0.849112426035503,0.09023668639053255,0.060650887573964495,0.8442857142857143,0.09428571428571429,0.06142857142857143,0.9288990825688074,0.05733944954128441,0.013761467889908258,0.7956521739130434,0.12173913043478261,0.08260869565217391,0.09040178571428571,0.08953928998803351,0.5057538891104907,0.08260869565217391,0.41517857142857145,0.9095982142857143,0.5435582822085889,127,46,81,0.36220472440944884,0.09583333333333334,0.1515650741350906,0.9615398660867585,0.9999810703184289,0.7815446751767348,0.9793025335926857,0.12386393333167238,0.002921623632723363,2.2619365659590022e-09,1.5032403394927287e-05,0.9793025335926857,1.5032403394927287e-05,0.07930253359268569,-0.8999849675966051,0.907703488372093,0.49399519615692555,0.5060048038430744,0.4552704987320372,0.5212658495350803,0.5125875031864316,0.09244155369831482,0.09378186820304098,0.0013403145047261589,24,17.441860465116278,55.04,25.0,0.5619834163310975,1.0476660479574822,0.16666666666666666,57.0,57.0,57.0,5.7,17.0,1.7000000000000002,5,12,0.4166666666666667,0.16666666666666666,0.25,0.16666666666666666,0.0,0.3333333333333333,7.2,0.0,2.9166666666666665,23.416666666666668
3,35,0.9,0.5,0.9,0.5,0,kf_sa_seed_0000.npz,35,5,35,666,700,886,480,0.7807807807807807,0.16816816816816818,0.05105105105105105,0.51,0.34,0.15,0.9788732394366197,0.02112676056338028,0.0,0.3847826086956522,0.4,0.21521739130434783,0.2178329571106095,0.21056338028169014,0.5970453153704838,0.21521739130434783,0.19977426636568849,0.7821670428893905,0.7445887445887446,350,157,193,0.44857142857142857,0.32708333333333334,0.3783132530120482,0.9866842135832884,0.9995207922189336,0.9661231834324149,0.9887944152176851,0.4066515726184527,0.23979097919331507,0.00040373600219239316,0.005871421302945565,0.9887944152176851,0.005871421302945565,0.08879441521768505,-0.8941285786970544,0.7437774524158126,0.6151574803149606,0.38484251968503935,0.4653903903903904,0.7056542256542256,0.6912075560069781,0.11600532586196037,0.3068630886118991,0.1908577627499387,42,30.74670571010249,31.767441860465116,35.0,0.5599826822119577,1.0476660479574822,0.6666666666666666,56.5,50.5,91.0,5.65,20.833333333333332,2.0833333333333335,2,12,0.3333333333333333,0.16666666666666666,0.16666666666666666,0.5833333333333334,0.0,0.3333333333333333,11.75,10.5,9.833333333333334,27.25
3,35,0.95,0.5,0.9,0.5,0,kf_sa_seed_0000.npz,35,5,35,666,700,886,480,0.7897897897897898,0.15765765765765766,0.052552552552552555,0.5342857142857143,0.3314285714285714,0.13428571428571429,0.9765258215962441,0.023474178403755867,0.0,0.39565217391304347,0.4108695652173913,0.1934782608695652,0.22460496613995484,0.2171718718105736,0.5850020412329047,0.1934782608695652,0.2054176072234763,0.7753950338600452,0.735080058224163,337,138,199,0.4094955489614243,0.2875,0.3378212974296205,0.9838248013997448,0.9997226193439586,0.9699240604145429,0.9893403181626741,0.39261107703735154,0.20804544172942657,0.00012930005358185138,0.004732193423186339,0.9893403181626741,0.004732193423186339,0.08934031816267407,-0.8952678065768137,0.753294289897511,0.6025267249757046,0.3974732750242954,0.462037752037752,0.6961711711711712,0.6821299315457403,0.11456230703159048,0.2934455485857675,0.178883241554177,32,23.42606149341142,41.39393939393939,35.0,0.5599826822119577,1.0476660479574822,0.6666666666666666,58.75,54.0,92.0,5.875,21.166666666666668,2.1166666666666667,2,12,0.3333333333333333,0.16666666666666666,0.16666666666666666,0.5,0.0,0.3333333333333333,12.0,10.5,8.833333333333334,27.333333333333332
3,35,0.98,0.5,0.9,0.5,0,kf_sa_seed_0000.npz,35,5,35,666,700,886,480,0.7912912912912913,0.15165165165165165,0.057057057057057055,0.5614285714285714,0.3314285714285714,0.10714285714285714,0.9671361502347418,0.025821596244131457,0.007042253521126761,0.4282608695652174,0.41956521739130437,0.15217391304347827,0.23024830699774265,0.2226934068177179,0.55965503163911,0.15217391304347827,0.22573363431151242,0.7697516930022573,0.7067448680351907,333,129,204,0.38738738738738737,0.26875,0.3173431734317343,0.9780961662293937,0.9998988891021843,0.9633086984452854,0.9881873861687165,0.3619306730116486,0.14961711915199777,1.1785248632604319e-05,0.0028221570080249137,0.9881873861687165,0.0028221570080249137,0.08818738616871646,-0.8971778429919751,0.7562225475841874,0.5827686350435625,0.41723136495643753,0.4492170742170742,0.6756520806520806,0.6607658216650153,0.11363872493627604,0.26709333680910324,0.15345461187282722,26,19.03367496339678,50.592592592592595,35.0,0.5599826822119577,1.0476660479574822,0.3333333333333333,51.0,51.0,64.0,5.1000000000000005,23.333333333333332,2.3333333333333335,4,12,0.3333333333333333,0.25,0.08333333333333333,0.5,0.0,0.5,14.25,12.5,9.0,28.083333333333332
3,35,0.99,0.5,0.9,0.5,0,kf_sa_seed_0000.npz,35,5,35,666,700,886,480,0.7897897897897898,0.14864864864864866,0.06156156156156156,0.6214285714285714,0.28714285714285714,0.09142857142857143,0.9624413145539906,0.023474178403755867,0.014084507042253521,0.5,0.3717391304347826,0.1282608695652174,0.20428893905191872,0.19760665441926925,0.545351092059604,0.1282608695652174,0.26636568848758463,0.7957110609480813,0.6652482269503546,300,119,181,0.39666666666666667,0.24791666666666667,0.30512820512820515,0.9722700406133935,0.9999624983632668,0.9460999942559891,0.989516582769201,0.3247268539044426,0.09964017953887506,9.832057412473928e-07,0.0012555093660494743,0.989516582769201,0.0012555093660494743,0.08951658276920094,-0.8987444906339506,0.780380673499268,0.5534709193245778,0.4465290806754222,0.4406091806091806,0.6488427713427714,0.6220200211515318,0.11416332465689663,0.23811518459047631,0.12395185993357968,40,29.282576866764277,33.31707317073171,35.0,0.5599826822119577,1.0476660479574822,0.16666666666666666,40.0,40.0,40.0,4.0,24.166666666666668,2.416666666666667,5,12,0.25,0.16666666666666666,0.08333333333333333,0.5,0.0,0.3333333333333333,8.666666666666666,2.0,8.25,28.416666666666668
3,35,0.995,0.5,0.9,0.5,0,kf_sa_seed_0000.npz,35,5,35,666,700,886,480,0.8048048048048048,0.12912912912912913,0.06606606606606606,0.6985714285714286,0.22142857142857142,0.08,0.9553990610328639,0.023474178403755867,0.02112676056338028,0.5847826086956521,0.30434782608695654,0.1108695652173913,0.16930022573363432,0.1639110022453562,0.5331343131251276,0.1108695652173913,0.31376975169300225,0.8306997742663657,0.6222826086956522,241,91,150,0.3775933609958506,0.18958333333333333,0.2524271844660194,0.964837286314303,0.999979116951054,0.931626793420878,0.9824840226369164,0.2697983747472634,0.03855494441384477,9.251072752848445e-08,0.0005001847684914249,0.9824840226369164,0.0005001847684914249,0.08248402263691634,-0.8994998152315086,0.8235724743777453,0.5262222222222223,0.47377777777777774,0.44240240240240236,0.6101093951093951,0.590345079943375,0.11482887544140599,0.19805227788681642,0.08322340244541043,18,13.177159590043924,71.89473684210526,35.0,0.5599826822119577,1.0476660479574822,0.16666666666666666,44.0,44.0,44.0,4.4,17.833333333333332,1.7833333333333332,5,12,0.4166666666666667,0.25,0.16666666666666666,0.25,0.0,0.5,10.6,2.0,4.416666666666667,24.833333333333332
3,35,0.999,0.5,0.9,0.5,0,kf_sa_seed_0000.npz,35,5,35,666,700,886,480,0.8438438438438438,0.09009009009009009,0.06606606606606606,0.8728571428571429,0.07142857142857142,0.055714285714285716,0.9248826291079812,0.0539906103286385,0.02112676056338028,0.8391304347826087,0.08695652173913043,0.07391304347826087,0.07110609480812641,0.07047356603388447,0.49939783629312107,0.07391304347826087,0.445823927765237,0.9288939051918735,0.520048602673147,110,47,63,0.42727272727272725,0.09791666666666667,0.15932203389830507,0.9526095450378155,0.9999911304333635,0.6311785551272819,0.9774135489499893,0.10742363076647271,0.0010850872827569194,4.4776357110499025e-10,3.5677292526689718e-06,0.9774135489499893,3.5677292526689718e-06,0.07741354894998931,-0.8999964322707473,0.9194729136163983,0.4785031847133758,0.5214968152866242,0.44977906477906476,0.4989403689403689,0.49698955599964395,0.09743475417488899,0.08218175852867851,-0.01525299564621048,14,10.248901903367496,91.06666666666666,35.0,0.5599826822119577,1.0476660479574822,0.16666666666666666,61.0,61.0,61.0,6.1000000000000005,17.833333333333332,1.7833333333333332,5,12,0.4166666666666667,0.16666666666666666,0.25,0.16666666666666666,0.0,0.3333333333333333,8.0,0.0,3.0833333333333335,23.75
3,50,0.9,0.5,0.9,0.5,0,kf_sa_seed_0000.npz,50,5,35,651,700,871,480,0.7695852534562212,0.16282642089093702,0.06758832565284179,0.6328571428571429,0.2671428571428571,0.1,0.9562043795620438,0.021897810218978103,0.021897810218978103,0.5152173913043478,0.34347826086956523,0.14130434782608695,0.19173363949483352,0.18268803554427165,0.5487543636940654,0.14130434782608695,0.28243398392652125,0.8082663605051664,0.6505681818181818,293,126,167,0.4300341296928328,0.2625,0.3260025873221216,0.9658068728250976,0.9999621443523606,0.9273949324685202,0.9903429330587084,0.32807831064046483,0.09162397884693783,3.5966865833668944e-06,0.000501574467589451,0.9903429330587084,0.000501574467589451,0.09034293305870833,-0.8994984255324106,0.7831236121391562,0.5396975425330813,0.46030245746691867,0.4347926267281106,0.6365832784726794,0.6456492893950526,0.12405661353920007,0.24235824469732442,0.11830163115812435,30,22.20577350111029,43.58064516129032,50.0,0.5585900987878052,1.0476660479574822,0.5,60.333333333333336,59.0,79.0,6.033333333333334,25.5,2.5500000000000003,3,12,0.25,0.16666666666666666,0.08333333333333333,0.5,0.0,0.3333333333333333,10.666666666666666,5.0,8.833333333333334,28.916666666666668
3,50,0.95,0.5,0.9,0.5,0,kf_sa_seed_0000.npz,50,5,35,651,700,871,480,0.7695852534562212,0.16129032258064516,0.06912442396313365,0.6485714285714286,0.26,0.09142857142857143,0.9537712895377128,0.021897810218978103,0.024330900243309004,0.532608695652174,0.3391304347826087,0.1282608695652174,0.1894374282433984,0.1805141225007934,0.5410160795514651,0.1282608695652174,0.2927669345579793,0.8105625717566016,0.6388101983002833,287,122,165,0.4250871080139373,0.25416666666666665,0.31812255541069095,0.9624378560775516,0.9999691059694152,0.9217785675201221,0.9868950013098275,0.3133242039688402,0.07642676352578441,1.1593507966299654e-06,0.0003619175397666904,0.9868950013098275,0.0003619175397666904,0.08689500130982752,-0.8996380824602334,0.7875647668393783,0.5310150375939849,0.46898496240601506,0.4305069124423963,0.6256813693219223,0.6339744296075942,0.1258997636693444,0.23148083624206353,0.10558107257271912,26,19.24500370096225,50.03703703703704,50.0,0.5585900987878052,1.0476660479574822,0.3333333333333333,52.0,52.0,60.0,5.2,21.333333333333332,2.1333333333333333,4,12,0.3333333333333333,0.25,0.08333333333333333,0.4166666666666667,0.0,0.5,10.0,6.5,6.583333333333333,26.666666666666668
