rank,num_bins,short_window_size,discount,base_rate,eta,tau_ok,num_runs,nominal_consistent_rate_mean,nominal_consistent_rate_std,nominal_consistent_rate_median,nominal_undecided_rate_mean,nominal_undecided_rate_std,nominal_undecided_rate_median,nominal_false_inconsistent_rate_mean,nominal_false_inconsistent_rate_std,nominal_false_inconsistent_rate_median,fault_false_consistent_rate_mean,fault_false_consistent_rate_std,fault_false_consistent_rate_median,fault_undecided_rate_mean,fault_undecided_rate_std,fault_undecided_rate_median,fault_inconsistent_rate_mean,fault_inconsistent_rate_std,fault_inconsistent_rate_median,steady_nominal_consistent_rate_mean,steady_nominal_consistent_rate_std,steady_nominal_consistent_rate_median,steady_nominal_undecided_rate_mean,steady_nominal_undecided_rate_std,steady_nominal_undecided_rate_median,steady_nominal_false_inconsistent_rate_mean,steady_nominal_false_inconsistent_rate_std,steady_nominal_false_inconsistent_rate_median,steady_fault_false_consistent_rate_mean,steady_fault_false_consistent_rate_std,steady_fault_false_consistent_rate_median,steady_fault_undecided_rate_mean,steady_fault_undecided_rate_std,steady_fault_undecided_rate_median,steady_fault_inconsistent_rate_mean,steady_fault_inconsistent_rate_std,steady_fault_inconsistent_rate_median,steady_undecided_rate_mean,steady_undecided_rate_std,steady_undecided_rate_median,steady_balanced_correct_rate_mean,steady_balanced_correct_rate_std,steady_balanced_correct_rate_median,steady_decision_coverage_mean,steady_decision_coverage_std,steady_decision_coverage_median,steady_selective_accuracy_mean,steady_selective_accuracy_std,steady_selective_accuracy_median,undecided_localization_precision_mean,undecided_localization_precision_std,undecided_localization_precision_median,transition_undecided_sample_rate_mean,transition_undecided_sample_rate_std,transition_undecided_sample_rate_median,transition_completion_rate_mean,transition_completion_rate_std,transition_completion_rate_median,mediated_transition_rate_mean,mediated_transition_rate_std,mediated_transition_rate_median,direct_transition_rate_mean,direct_transition_rate_std,direct_transition_rate_median,transition_undecided_presence_rate_mean,transition_undecided_presence_rate_std,transition_undecided_presence_rate_median,onset_mediated_transition_rate_mean,onset_mediated_transition_rate_std,onset_mediated_transition_rate_median,recovery_mediated_transition_rate_mean,recovery_mediated_transition_rate_std,recovery_mediated_transition_rate_median,mean_transition_settling_delay_steps_mean,mean_transition_settling_delay_steps_std,mean_transition_settling_delay_steps_median,median_transition_settling_delay_steps_mean,median_transition_settling_delay_steps_std,median_transition_settling_delay_steps_median,mean_undecided_steps_per_transition_mean,mean_undecided_steps_per_transition_std,mean_undecided_steps_per_transition_median,mean_transition_path_length_steps_mean,mean_transition_path_length_steps_std,mean_transition_path_length_steps_median,decision_coverage_mean,decision_coverage_std,decision_coverage_median,selective_accuracy_mean,selective_accuracy_std,selective_accuracy_median,selective_risk_mean,selective_risk_std,selective_risk_median,balanced_three_state_accuracy_mean,balanced_three_state_accuracy_std,balanced_three_state_accuracy_median,q_inconsistent_roc_auc_mean,q_inconsistent_roc_auc_std,q_inconsistent_roc_auc_median,q_inconsistent_average_precision_mean,q_inconsistent_average_precision_std,q_inconsistent_average_precision_median,q_inconsistent_mean_separation_mean,q_inconsistent_mean_separation_std,q_inconsistent_mean_separation_median,region_transitions_per_1000_steps_mean,region_transitions_per_1000_steps_std,region_transitions_per_1000_steps_median,mean_region_dwell_steps_mean,mean_region_dwell_steps_std,mean_region_dwell_steps_median,event_detection_rate_mean,event_detection_rate_std,event_detection_rate_median,mean_detection_delay_steps_mean,mean_detection_delay_steps_std,mean_detection_delay_steps_median,median_detection_delay_steps_mean,median_detection_delay_steps_std,median_detection_delay_steps_median,worst_detection_delay_steps_mean,worst_detection_delay_steps_std,worst_detection_delay_steps_median,mean_recovery_delay_steps_mean,mean_recovery_delay_steps_std,mean_recovery_delay_steps_median,undetected_event_count_mean,undetected_event_count_std,undetected_event_count_median,constraint_violation_count,normalized_constraint_violation,design_feasible,safety_feasible,pareto_optimal
11,3,20,0.98,0.5,0.95,0.5,20,0.8284875183553597,0.03956763458118683,0.8252569750367107,0.1403083700440529,0.035503690257526595,0.13656387665198239,0.03120411160058737,0.01815955537306427,0.037444933920704845,0.35185714285714287,0.07031019195997054,0.3414285714285714,0.5105714285714286,0.07155237391362038,0.5007142857142857,0.13757142857142857,0.05478029548443469,0.15071428571428572,0.9492063492063492,0.04023131701581984,0.9580498866213152,0.050793650793650794,0.04023131701581987,0.0419501133786848,0.0,0.0,0.0,0.24163043478260868,0.08621040024923456,0.24130434782608695,0.5783695652173912,0.09335038616713104,0.557608695652174,0.18,0.07150332231428062,0.1956521739130435,0.32014428412874585,0.038513807301422724,0.3107658157602664,0.5646031746031747,0.036077892855791216,0.565063344178251,0.6798557158712542,0.03851380730142272,0.6892341842397336,0.8201823035658103,0.058974203027445826,0.8188902636010585,0.36188094471932253,0.05313566877063845,0.35270963425512936,0.34270833333333334,0.06798148343956076,0.3489583333333333,0.5,0.0715329229399127,0.5,0.39166666666666666,0.09404801560780579,0.4166666666666667,0.10833333333333332,0.06677622576550266,0.08333333333333333,0.8416666666666666,0.10436384846055205,0.8333333333333334,0.15833333333333333,0.12652577575270804,0.16666666666666666,0.625,0.1699243037527238,0.6666666666666666,13.697738095238094,3.1320471298584214,13.857142857142858,13.375,5.2084824540056,13.75,11.8125,2.4314993990304377,12.25,24.416666666666664,1.7972932865547384,24.416666666666664,0.6720130340333091,0.03485294605701993,0.6705286024619841,0.7127721802007645,0.04328193626267605,0.7239600038488678,0.2872278197992355,0.04328193626267605,0.2760399961511322,0.48302947346339414,0.02703600113143016,0.48659848961611074,0.7825759387455423,0.0363317783728978,0.7852003356408643,0.7762906960302808,0.03803367727005753,0.7795428509499943,0.27330813798931064,0.053947397455316876,0.26976633342861145,37.14699493120927,7.283310203766522,36.56770456191166,27.4329898662241,5.8646317353105655,26.818061840120663,0.4416666666666666,0.09785715810206663,0.5,59.983333333333334,23.497660702281244,55.41666666666667,54.3,27.362286761930285,42.25,86.65,35.331922348523655,87.0,15.675,3.597625516465707,15.583333333333334,3.35,0.5871429486123998,3.0,5,7.3281458413280545,False,False,True
12,5,20,0.99,0.5,0.95,0.5,20,0.7589574155653451,0.05736925429746008,0.7679882525697503,0.21776798825256974,0.056145183154967804,0.20337738619676946,0.023274596182085168,0.016263173680109676,0.03303964757709251,0.32285714285714284,0.07018006608444892,0.325,0.5955,0.06347995446351219,0.5828571428571429,0.08164285714285714,0.043704099751894245,0.09928571428571428,0.9180272108843537,0.06433163135699396,0.9308390022675737,0.08197278911564626,0.06433163135699396,0.0691609977324263,0.0,0.0,0.0,0.18130434782608695,0.07817946439996433,0.17282608695652174,0.7105434782608696,0.07242160291171178,0.7054347826086957,0.10815217391304348,0.056591556070545744,0.13043478260869565,0.4028856825749168,0.03479874599919957,0.40122086570477244,0.5130896923986986,0.028245202537172574,0.5150165138519176,0.5971143174250833,0.034798745999199576,0.5987791342952276,0.8471179844661372,0.0593217651746788,0.853336353942747,0.3566777889480674,0.030574478264931076,0.35833284750633576,0.4211458333333333,0.06409255731188902,0.403125,0.4083333333333333,0.07599245884408262,0.4166666666666667,0.3375,0.08750522123102175,0.3333333333333333,0.07083333333333333,0.05590169943749474,0.08333333333333333,0.825,0.09710728377111322,0.8333333333333334,0.075,0.08506963092234006,0.0,0.6,0.17438278792686562,0.6666666666666666,16.788333333333334,2.62071761521791,17.166666666666668,18.475,3.697349690905921,18.5,14.566666666666666,2.1835710329962588,14.208333333333332,27.57916666666667,1.692232642336589,27.75,0.5907675597393193,0.03842740982891664,0.5988414192614048,0.7047291131625186,0.044866682636626236,0.6995010260419211,0.2952708868374814,0.044866682636626215,0.3004989739580789,0.42030013635410113,0.029155531243260455,0.4250456261799874,0.7732465911474722,0.03575617760086973,0.7724354940213971,0.765398963485876,0.03858289070137407,0.7560945655871714,0.23387884430444625,0.049244900704270705,0.21939670441041065,28.78349022447502,8.265762352616374,26.792179580014484,36.109254952725315,8.931629857675123,36.3421052631579,0.19999999999999998,0.1025978352085154,0.16666666666666666,57.0,37.16695243009812,38.0,57.0,37.16695243009812,38.0,68.55555555555556,51.713261721810746,38.0,23.325,6.060483401868822,22.25,4.8,0.6155870112510924,5.0,5,7.3794338500371435,False,False,True
13,7,35,0.98,0.5,0.95,0.5,20,0.6507507507507507,0.05642424821674836,0.6636636636636637,0.3237987987987988,0.050886399006880356,0.3055555555555556,0.02545045045045045,0.0186997307797511,0.03303303303303303,0.2739285714285714,0.04838059592748526,0.27714285714285714,0.662,0.05589117860027291,0.6614285714285715,0.06407142857142857,0.04346257819716377,0.08428571428571428,0.8360328638497652,0.06995676213992316,0.846244131455399,0.16396713615023475,0.06995676213992316,0.15375586854460094,0.0,0.0,0.0,0.12913043478260872,0.05927294712152918,0.12282608695652175,0.7814130434782609,0.0827274679104284,0.7760869565217392,0.08945652173913043,0.06113164810602761,0.11739130434782609,0.48453724604966136,0.04419226911266879,0.4847629796839729,0.46274469279444785,0.03304884947306444,0.4711420698101653,0.5154627539503386,0.0441922691126688,0.515237020316027,0.8722544590710568,0.05363259567934446,0.8721241193919169,0.3679771258915384,0.028314967373833693,0.3724593495934959,0.5203125,0.0554251370323834,0.5020833333333333,0.26666666666666666,0.08802578038106738,0.25,0.22916666666666666,0.10071019739653538,0.25,0.0375,0.04253481546117003,0.0,0.8916666666666666,0.08156008082159882,0.9166666666666666,0.008333333333333333,0.037267799624996496,0.0,0.45,0.18809603121561158,0.5,17.3275,6.216661434078979,17.5,19.0,7.041231949625083,19.75,18.133333333333333,2.3409025100169196,17.75,30.479166666666668,1.5262984597725613,30.125,0.502891654465593,0.03825838914040056,0.5047584187408491,0.6969493404025816,0.0373654197877204,0.6902689515415035,0.30305065959741834,0.03736541978772041,0.30973104845849647,0.3574110896610897,0.02780945946400886,0.3663803088803089,0.7429440154440154,0.031275458832862486,0.7461368511368511,0.7388699502465833,0.0365836712583519,0.7305896411873559,0.1974613407618915,0.03791500670639801,0.19455049861324078,30.636896046852126,6.630295276820245,31.112737920937043,33.31109941122696,7.343043878192405,31.40644820295983,0.14166666666666666,0.08156008082159882,0.16666666666666666,57.65625,43.13958690499172,40.5,57.65625,43.13958690499172,40.5,59.5,44.11651240370964,40.5,31.166666666666668,6.0538518983385705,29.166666666666664,5.15,0.489360484929593,5.0,5,7.420033968547477,False,False,True
14,7,35,0.95,0.5,0.95,0.5,20,0.5153153153153153,0.06567444311251974,0.5277777777777778,0.46073573573573573,0.07096422628455888,0.4692192192192192,0.02394894894894895,0.017641843953552727,0.03153153153153153,0.175,0.04154249309497024,0.1707142857142857,0.7598571428571429,0.0532103621705405,0.765,0.06514285714285714,0.04332922947324859,0.08571428571428572,0.6686619718309859,0.08813320477623839,0.6924882629107981,0.3313380281690141,0.08813320477623836,0.3075117370892019,0.0,0.0,0.0,0.08097826086956522,0.049682481022040585,0.07500000000000001,0.8281521739130435,0.07985434394658558,0.8369565217391304,0.0908695652173913,0.060745214596775586,0.11956521739130435,0.5892776523702031,0.05865177693931824,0.5936794582392777,0.3797657685241886,0.0527251836999674,0.36422994488671157,0.41072234762979687,0.05865177693931826,0.4063205417607223,0.899479919659367,0.05696906638235231,0.9079770200796192,0.3784328900760171,0.02742432436843942,0.3789092295957285,0.6596875,0.04860665967504948,0.6656249999999999,0.25,0.10116282977781399,0.25,0.22916666666666666,0.10772433412995733,0.25,0.020833333333333332,0.037021804859943275,0.0,0.9625,0.05040044323577495,1.0,0.008333333333333333,0.037267799624996496,0.0,0.45,0.20304696544257586,0.5,19.16166666666667,6.074125692145053,18.708333333333336,20.8,6.974389239435801,22.75,22.808333333333334,1.9851605912619297,22.708333333333336,31.241666666666667,1.576253794092757,31.125,0.3859809663250366,0.043868524254459466,0.38543191800878474,0.7365817832797764,0.051135833538373546,0.7340340179717586,0.2634182167202236,0.05113583353837355,0.26596598202824134,0.2902290862290863,0.04044276953450723,0.28061239811239813,0.763558344058344,0.030406560442332697,0.768970398970399,0.757860221249927,0.03509639134919819,0.7505746431500506,0.22047247502628337,0.038384604817319715,0.21932452490264487,44.58272327964861,9.585940073236365,44.289897510980964,23.169786302506743,5.806928837654538,22.248146186440678,0.14166666666666666,0.08156008082159882,0.16666666666666666,56.96875,43.17115887179001,40.0,56.96875,43.17115887179001,40.0,58.8125,44.1334623613421,40.0,34.09166666666667,6.5946715598622605,33.0,5.15,0.489360484929593,5.0,5,7.60201681733939,False,False,True
15,5,35,0.95,0.5,0.95,0.5,20,0.7759009009009008,0.03986576152903451,0.777027027027027,0.1966216216216216,0.0379774288440162,0.19144144144144143,0.02747747747747748,0.018480318625907512,0.03753753753753754,0.34114285714285714,0.06432262933422664,0.3514285714285714,0.5909285714285714,0.0606663233820546,0.5835714285714286,0.06792857142857142,0.04183101137137745,0.08499999999999999,0.9450704225352112,0.0401950324751249,0.948356807511737,0.054929577464788736,0.04019503247512487,0.05164319248826291,0.0,0.0,0.0,0.19206521739130436,0.07664319399757967,0.19130434782608696,0.7131521739130434,0.0772869575258441,0.7130434782608696,0.09478260869565217,0.05925615924708207,0.11847826086956523,0.3966704288939052,0.03708002462582479,0.3972911963882618,0.5199265156154318,0.022375572248668485,0.5237931210451112,0.6033295711060948,0.03708002462582479,0.6027088036117381,0.8371320827465365,0.056793912353544085,0.831789542170325,0.354551946633894,0.03129381346589397,0.35880991496100323,0.4023958333333333,0.05099644434199618,0.40104166666666663,0.37083333333333335,0.06326288787635403,0.375,0.2958333333333333,0.07392010069358473,0.3333333333333333,0.075,0.05984873720496731,0.08333333333333333,0.8333333333333334,0.10116282977781399,0.8333333333333334,0.008333333333333333,0.037267799624996496,0.0,0.5833333333333333,0.13786169864475184,0.6666666666666666,15.3025,3.601101500588932,14.55,16.875,5.382415325561761,16.5,13.9125,2.054711281492463,13.791666666666666,27.76666666666667,1.5563490039905,27.958333333333336,0.6013177159590044,0.034669911052577634,0.603221083455344,0.6881831023030551,0.03941055426105922,0.6887425351605022,0.3118168976969448,0.039410554261059244,0.3112574648394978,0.4219147361647361,0.022205579007885116,0.4228249678249678,0.7635286357786357,0.03128680649885493,0.7691344916344915,0.7504141143112599,0.035566290771565964,0.7510466531870463,0.21397043815887148,0.04312961652688417,0.20472368714276626,28.147877013177162,9.516763385820706,27.086383601756957,38.294507985120546,13.083268337370118,35.97227997227998,0.175,0.1008008864715499,0.16666666666666666,58.05882352941177,33.47521581004986,43.5,58.05882352941177,33.47521581004986,43.5,64.23529411764706,42.03351254024089,44.0,22.091666666666665,3.4937182558789694,22.333333333333332,4.95,0.6048053188292996,5.0,5,7.607788716433257,False,False,False
16,5,25,0.9,0.5,0.95,0.5,20,0.4859467455621302,0.06795164083290031,0.48890532544378695,0.49267751479289945,0.06930757749905853,0.5036982248520709,0.021375739644970415,0.01481993014639299,0.028106508875739646,0.13371428571428573,0.04137123333148797,0.12928571428571428,0.7878571428571429,0.047521830587473515,0.78,0.07842857142857143,0.0429870212471572,0.09642857142857142,0.5810779816513761,0.086592741015587,0.5894495412844036,0.41892201834862386,0.08659274101558702,0.41055045871559637,0.0,0.0,0.0,0.07358695652173913,0.04822114245064966,0.0608695652173913,0.8202173913043478,0.061834859873155554,0.8195652173913044,0.10619565217391305,0.05778071119336748,0.12934782608695652,0.6249441964285715,0.05086522481242481,0.62890625,0.3436368169126446,0.0468636076942705,0.34161348224970084,0.37505580357142854,0.05086522481242479,0.37109375,0.9007595040379327,0.056296942111388984,0.9095320311001276,0.36705308479678955,0.024867911831770586,0.36568924953444565,0.67625,0.06475959252930336,0.65625,0.35833333333333334,0.07204206048921813,0.375,0.32083333333333336,0.07777516704056081,0.3333333333333333,0.0375,0.057194395096104966,0.0,0.9625,0.05719439509610497,1.0,0.06666666666666667,0.08377078165833911,0.0,0.575,0.14784020138716947,0.5833333333333333,18.758333333333333,4.0026727181833,19.675,19.7,3.991438205380164,20.5,22.916666666666664,2.321240593893025,22.666666666666664,29.12083333333333,1.837609645851456,28.875,0.35715843023255817,0.04452970910056945,0.35210755813953487,0.7798707567772788,0.04964460857599274,0.7812683637731237,0.22012924322272118,0.049644608575992746,0.21873163622687636,0.28218765849535077,0.040005972514319074,0.2789201183431953,0.7958882079459002,0.034678631663829576,0.7879532967032967,0.7914638787037189,0.032507236875259846,0.7879501820460355,0.2756781988321831,0.04383687560364371,0.2669096382407449,59.99273255813953,9.754500678789228,59.956395348837205,16.880503025267252,2.7706459501801075,16.484361549497848,0.19166666666666665,0.09785715810206662,0.16666666666666666,59.02777777777778,37.69087587444748,37.0,59.02777777777778,37.69087587444748,37.0,70.77777777777777,52.27366399739374,37.0,27.45,5.305877795547741,27.25,4.85,0.5871429486123998,5.0,5,7.676277486587974,False,False,True
17,7,50,0.9,0.5,0.95,0.5,20,0.6852534562211982,0.053440002818012915,0.6812596006144394,0.28579109062980035,0.04673714378488191,0.28264208909370203,0.028955453149001536,0.021414374985805184,0.03686635944700461,0.32207142857142856,0.05362373386395573,0.3314285714285714,0.624,0.04799212251865224,0.6228571428571429,0.05392857142857142,0.039155628781902124,0.06857142857142857,0.8871046228710462,0.0600845942835272,0.902676399026764,0.11240875912408758,0.05926065613786638,0.097323600973236,0.00048661800486618007,0.001693071469436641,0.0,0.16304347826086957,0.06095531717146163,0.17173913043478262,0.7625,0.06463460047797438,0.7630434782608696,0.07445652173913044,0.054891445952192905,0.09347826086956522,0.45574052812858784,0.03639689260962662,0.4626865671641791,0.4807805723050883,0.027761130300633128,0.4829683698296837,0.5442594718714122,0.03639689260962663,0.5373134328358209,0.8432579245399457,0.053610303617461635,0.8357212070874862,0.36237160416095077,0.027215360337232108,0.36707631356258175,0.47062499999999996,0.0543935027671031,0.46770833333333334,0.25416666666666665,0.07870943678236106,0.25,0.2,0.09128709291752769,0.20833333333333331,0.05416666666666666,0.048928579051033316,0.08333333333333333,0.8291666666666666,0.09549425138082199,0.8333333333333334,0.0,0.0,0.0,0.4,0.18257418583505539,0.41666666666666663,16.191666666666666,6.2475784782670205,15.833333333333332,17.2,7.886363981081855,18.0,16.479166666666664,2.167657499488265,16.416666666666664,30.4125,1.6515708896407606,30.583333333333332,0.5389711324944486,0.035112279133704995,0.5414507772020726,0.6652353388979478,0.036951070526544845,0.6699297061361214,0.33476466110205216,0.03695107052654486,0.3300702938638786,0.3695910138248848,0.02534782472967547,0.37810291858678957,0.7255911235461927,0.03331405215860511,0.7326278253236779,0.7158848357030336,0.03794678831007315,0.7104045907895358,0.16727228858418255,0.035202568736526274,0.16657229242687754,25.943745373797185,5.572699446534461,25.166543301258326,39.074837973255015,8.343547133436767,38.6,0.125,0.09168660070336346,0.16666666666666666,50.964285714285715,8.129869631167539,49.5,50.964285714285715,8.129869631167539,49.5,53.142857142857146,15.436505896274399,49.5,30.93333333333333,5.286637684927528,31.5,5.25,0.5501196042201808,5.0,5,7.846400643791401,False,False,False
18,5,25,0.99,0.5,0.95,0.5,20,0.7876479289940829,0.047138506979213034,0.7958579881656804,0.18653846153846154,0.04571057569812546,0.18195266272189348,0.025813609467455624,0.017774011185479662,0.03550295857988166,0.3752142857142857,0.06993978536426274,0.3857142857142857,0.5472857142857143,0.06482712696840301,0.54,0.0775,0.04359237755973421,0.09285714285714286,0.949197247706422,0.045259527617856864,0.9621559633027523,0.05080275229357798,0.04525952761785687,0.03784403669724771,0.0,0.0,0.0,0.2260869565217391,0.0891848357729473,0.23478260869565218,0.6690217391304347,0.08444271185198238,0.6478260869565218,0.10489130434782609,0.0585104927633209,0.12934782608695652,0.36819196428571427,0.0406068896569797,0.3705357142857143,0.5270442760271241,0.02299948184739906,0.5310829676904667,0.6318080357142857,0.04060688965697971,0.6294642857142857,0.8193584087259742,0.0622944099651297,0.8128750633702355,0.35196217566263566,0.03520975148003584,0.3509168332319458,0.37354166666666666,0.05311091574568293,0.3729166666666667,0.4208333333333333,0.07870943678236106,0.4166666666666667,0.3416666666666667,0.08065883679558228,0.3333333333333333,0.07916666666666666,0.05719439509610497,0.08333333333333333,0.7708333333333333,0.09701314193243273,0.75,0.06666666666666667,0.08377078165833911,0.0,0.6166666666666667,0.18015587792486037,0.6666666666666666,16.607499999999998,2.5515702939390636,16.9,17.5,4.110320771193565,17.25,12.9,1.8398210566432365,12.833333333333332,27.32916666666667,1.5187606038904957,27.583333333333332,0.6299418604651164,0.03729132922435501,0.6384447674418605,0.6780839349789476,0.040190843846140197,0.6717406847639213,0.32191606502105236,0.040190843846140197,0.32825931523607865,0.43257396449704144,0.024360955615294118,0.432762045646661,0.7597458791208791,0.03507675123473062,0.7591251056635672,0.7510677180153323,0.040162410597280956,0.7506772807463726,0.22006578545883954,0.04909053644945519,0.21251115758086658,24.09156976744186,7.367257466379882,23.982558139534884,43.70788335275846,12.784175488787076,40.470588235294116,0.18333333333333332,0.09208437524218041,0.16666666666666666,59.80555555555556,39.511033041748526,40.0,59.80555555555556,39.511033041748526,40.0,67.77777777777777,46.963760190617506,40.0,21.791666666666664,4.158720493174658,20.833333333333332,4.9,0.5525062514530826,5.0,5,7.927356683848249,False,False,False
19,7,35,0.99,0.5,0.95,0.5,20,0.7021771771771772,0.052287200661013646,0.7072072072072072,0.2710960960960961,0.047013203450433305,0.2635135135135135,0.026726726726726723,0.019982711139783737,0.03528528528528528,0.3557142857142857,0.05582118143192085,0.365,0.5799285714285715,0.05824957415609383,0.5864285714285714,0.06435714285714286,0.043245049014101124,0.08428571428571428,0.8894366197183098,0.05554952282239178,0.9014084507042254,0.11056338028169015,0.05554952282239178,0.09859154929577466,0.0,0.0,0.0,0.185,0.06726717733746937,0.18043478260869567,0.7253260869565217,0.07941644630106687,0.7163043478260869,0.08967391304347826,0.06090173634962279,0.11739130434782609,0.4297404063205418,0.045763101136942416,0.4221218961625282,0.4895552663808941,0.03034039955176442,0.49415441926923864,0.5702595936794582,0.045763101136942416,0.5778781038374717,0.8340167077608587,0.05290721195231258,0.838418510043224,0.35073969702591995,0.028819468008746907,0.3420862160192479,0.4286458333333333,0.057500615779819936,0.42083333333333334,0.2875,0.07870943678236104,0.3333333333333333,0.2333333333333333,0.08802578038106737,0.25,0.05416666666666666,0.048928579051033316,0.08333333333333333,0.7958333333333333,0.09924790274273008,0.7916666666666667,0.008333333333333333,0.037267799624996496,0.0,0.4583333333333333,0.16992430375272383,0.5,17.1325,3.8067863186713535,16.958333333333336,18.775,5.107978794828837,18.75,14.845833333333335,2.2295652619535367,14.166666666666666,29.875,1.6023785317659267,29.958333333333336,0.5706442166910688,0.04270251028388376,0.5739385065885798,0.6584867414734933,0.03194830320067138,0.6547104855928385,0.3415132585265067,0.03194830320067138,0.3452895144071615,0.38326716001716005,0.02778482864633424,0.3903936078936079,0.7143028743028743,0.03332216018844878,0.7208086658086658,0.717334713908767,0.03830676248159527,0.7141094659713791,0.17738137539919624,0.040164631834897505,0.1752732549345878,25.512445095168374,4.59497240438971,25.988286969253295,39.350994705702284,7.745287816699861,37.43168168168168,0.14166666666666666,0.08156008082159882,0.16666666666666666,57.75,42.968981059984806,41.0,57.75,42.968981059984806,41.0,59.625,43.99526489672875,41.0,28.9,5.166355395264195,28.5,5.15,0.489360484929593,5.0,5,7.952706690992602,False,False,False
20,3,25,0.98,0.5,0.95,0.5,20,0.8454142011834319,0.03698224852071007,0.849112426035503,0.11930473372781066,0.03202450989611287,0.11094674556213019,0.0352810650887574,0.019277277685305846,0.040680473372781065,0.4043571428571429,0.08115105724741849,0.4,0.4631428571428572,0.0764415349837815,0.4521428571428572,0.1325,0.05315982225770193,0.1442857142857143,0.9719036697247706,0.029086778282636495,0.9770642201834863,0.02809633027522936,0.02908677828263649,0.022935779816513763,0.0,0.0,0.0,0.28206521739130436,0.09680981142477597,0.29565217391304344,0.5394565217391304,0.09675686978998989,0.5358695652173913,0.17847826086956523,0.07130930105026262,0.1989130434782609,0.290625,0.043124131651931075,0.2845982142857143,0.575190965297168,0.0349268080607683,0.5835211408057439,0.709375,0.04312413165193107,0.7154017857142858,0.7980660425230697,0.062061521902112865,0.7847267676481351,0.35527758676250415,0.055900729643062336,0.3490821601729073,0.30093749999999997,0.06827980827863571,0.3052083333333333,0.45833333333333337,0.06893084932237592,0.5,0.325,0.10436384846055208,0.3333333333333333,0.13333333333333333,0.07836039099693787,0.125,0.75,0.108147614087175,0.75,0.08333333333333333,0.08549819600709618,0.08333333333333333,0.5666666666666667,0.19041352352582647,0.5,12.344166666666666,3.425174580431302,11.833333333333334,11.625,6.468293112520001,12.75,10.4625,2.3469955598370307,10.541666666666668,24.720833333333335,1.7323198369654085,24.583333333333336,0.7057776162790698,0.04031906848951924,0.7136627906976745,0.6853935488977012,0.045026487328657404,0.6917219243218625,0.3146064511022989,0.045026487328657425,0.3082780756781375,0.48895710059171604,0.026955744795785885,0.49664835164835164,0.7721433326289096,0.03563682523404624,0.7748985629754861,0.7621869785429448,0.03846260887494269,0.7621216772491954,0.24645553898894276,0.05353707293105027,0.24266649648101984,28.96075581395349,6.8754237256242705,28.70639534883721,35.5309219650854,8.673540789501395,33.98048780487805,0.4,0.09970717360268647,0.3333333333333333,60.80416666666666,23.111718170937998,59.33333333333333,59.725,24.35076730661793,56.25,84.35,38.08200984302444,83.5,15.9,3.5971886358476306,15.333333333333332,3.6,0.5982430416161189,4.0,5,7.964609094535301,False,False,True
