k,p_ok_griebel_innovation_mean,p_ok_griebel_innovation_q05,p_ok_griebel_innovation_q50,p_ok_griebel_innovation_q95,p_ok_radial_mean,p_ok_radial_q05,p_ok_radial_q50,p_ok_radial_q95,p_ok_x_mean,p_ok_x_q05,p_ok_x_q50,p_ok_x_q95,p_ok_y_mean,p_ok_y_q05,p_ok_y_q50,p_ok_y_q95,p_ok_comp_mean,p_ok_comp_q05,p_ok_comp_q50,p_ok_comp_q95,p_ok_overall_mean,p_ok_overall_q05,p_ok_overall_q50,p_ok_overall_q95,u_griebel_innovation_mean,u_griebel_innovation_q05,u_griebel_innovation_q50,u_griebel_innovation_q95,u_radial_mean,u_radial_q05,u_radial_q50,u_radial_q95,u_x_mean,u_x_q05,u_x_q50,u_x_q95,u_y_mean,u_y_q05,u_y_q50,u_y_q95,u_comp_mean,u_comp_q05,u_comp_q50,u_comp_q95,u_overall_mean,u_overall_q05,u_overall_q50,u_overall_q95,griebel_multinomial_dc_mean,griebel_multinomial_dc_q05,griebel_multinomial_dc_q50,griebel_multinomial_dc_q95,griebel_multinomial_uncertainty_mean,griebel_multinomial_uncertainty_q05,griebel_multinomial_uncertainty_q50,griebel_multinomial_uncertainty_q95,griebel_multinomial_threshold_mean,griebel_multinomial_threshold_q05,griebel_multinomial_threshold_q50,griebel_multinomial_threshold_q95,dc_josang_history_mean,dc_josang_history_q05,dc_josang_history_q50,dc_josang_history_q95,dc_norm_history_mean,dc_norm_history_q05,dc_norm_history_q50,dc_norm_history_q95,nis_score_mean,nis_score_q05,nis_score_q50,nis_score_q95,nis_lower_band_mean,nis_lower_band_q05,nis_lower_band_q50,nis_lower_band_q95,nis_upper_band_mean,nis_upper_band_q05,nis_upper_band_q50,nis_upper_band_q95
361,0.9545945945945944,0.914864864864865,0.9702702702702702,0.9972972972972972,0.8045472529395528,0.7240147207306167,0.8057233936191273,0.866168623305826,0.8294136529667041,0.7438761325478462,0.8317384101236165,0.8826165017908003,0.8442774192687401,0.7708732631134264,0.8463867634421594,0.9022178737208285,0.7004577206072069,0.6188407372973248,0.7098626233294119,0.7760428130681049,0.7522607364454603,0.6910735124971776,0.7551763905910783,0.7964119849504053,0.05405405405405614,0.05405405405405605,0.054054054054056055,0.054054054054056055,0.11261799211497804,0.1066633283510603,0.10719100059408004,0.1346232094929264,0.11314023618172364,0.10666332835106018,0.10667519640327705,0.13508276275803474,0.10783188891037664,0.10666332835106007,0.1066633283510603,0.11361314411901202,0.1104309011104844,0.10323387173346546,0.10960770368959494,0.12070811203003244,0.11131961583906691,0.1050081823828742,0.11012133500405685,0.1205373109393999,0.08720746633736906,0.03869101431735188,0.08856180614333987,0.1369746508057676,0.10666868494601683,0.10664641966489573,0.10666332834701547,0.10666332834701553,0.2109601206352448,0.2110128548811631,0.2110128548811631,0.2110128548811631,0.1056769402233178,0.06129979017046976,0.10455217204933492,0.161998443390648,0.13914375100295812,0.08012194490297143,0.13765852573149137,0.2153054201437436,1.9946310624490784,1.3603519855899233,2.006282652616205,2.6662177955133988,1.236433701309239,1.2364337013092417,1.2364337013092417,1.2364337013092417,2.9775685365661952,2.977568536566194,2.977568536566194,2.977568536566194
362,0.9537837837837835,0.8891891891891893,0.9702702702702702,0.9972972972972972,0.8051693779593374,0.714871409764169,0.80958445169689,0.8677057033720245,0.8296200792320251,0.7581665606436392,0.8319432841492829,0.8820039570563641,0.84550250831756,0.7622742739170438,0.8479772377572266,0.8980759300327412,0.7015344280741179,0.6091259105813781,0.708525260980362,0.7721717116316936,0.7530777962335773,0.6902884494920912,0.756872006238291,0.7990590388022583,0.05405405405405614,0.054054054054055944,0.054054054054056055,0.054054054054056055,0.11219820514315314,0.10666332835098946,0.10715221332513147,0.1326821676071369,0.1126885692877908,0.10666332835098946,0.10667432301675495,0.1331123796820091,0.10775056665908261,0.10666332835098935,0.10666332835098946,0.11310888637088064,0.11024818117478537,0.1032650330620346,0.10941866490197077,0.11995325626813175,0.11103837583119197,0.10528846624115755,0.11004280174690995,0.11976483444336988,0.08686939289964275,0.04257495210962648,0.08793613367218642,0.13686500060033266,0.10660412044122536,0.10664766407341257,0.10666332834724229,0.10666332834724236,0.2109039431965763,0.2110128548811631,0.2110128548811631,0.2110128548811631,0.10543237699247802,0.06046304164983028,0.10206819333108237,0.16429317046019234,0.1387315194690856,0.07896263245095146,0.13394789364537724,0.2207514267765207,1.998003758098664,1.3778749291273762,1.9938893172707743,2.6393639805641773,1.236433701309239,1.2364337013092417,1.2364337013092417,1.2364337013092417,2.9775685365661952,2.977568536566194,2.977568536566194,2.977568536566194
363,0.9524324324324325,0.8891891891891893,0.9567567567567568,0.9972972972972972,0.8068082297626143,0.7060791124809694,0.8078715537826149,0.8708338779046703,0.8309003131426813,0.7705247372730641,0.8321855332144787,0.8912590748784323,0.8432604080695525,0.7610380258055658,0.8450987739721558,0.9019876188504087,0.7006941028937613,0.6009229512103609,0.7067618351383491,0.7683121695247258,0.7535260326099948,0.6827252980098136,0.7601308829168021,0.7985067984892055,0.05405405405405614,0.054054054054055944,0.054054054054056055,0.054054054054056055,0.11180684571302732,0.10666332835092385,0.10711627404332158,0.13086831206263705,0.11226686367837557,0.10666332835092385,0.10667351390240865,0.1312707663970657,0.10827465073540697,0.10666332835092374,0.10666332835092396,0.1141561967242366,0.11023290668737434,0.10344907380784622,0.10952364627191863,0.11989634301283451,0.11087435681444621,0.10535296821882252,0.10974393628664686,0.1194008892611052,0.08607166313964847,0.04052714690699793,0.0887271826676149,0.1358536889332818,0.10654148864300868,0.10664881689577206,0.1066633283474524,0.1066633283474525,0.21084885972066328,0.2110128548811631,0.2110128548811631,0.2110128548811631,0.10437840264610694,0.05703238588318755,0.10400418572828582,0.1673675313453249,0.1372883473808717,0.0744950823692688,0.13624656088061637,0.22654212339517843,1.9884731453211901,1.4043459425071636,2.005461936871454,2.6446473193608617,1.236433701309239,1.2364337013092417,1.2364337013092417,1.2364337013092417,2.9775685365661952,2.977568536566194,2.977568536566194,2.977568536566194
364,0.9513513513513514,0.8891891891891893,0.9432432432432433,0.9972972972972972,0.8073161412384705,0.7173215146356867,0.8140835148169281,0.867460143230865,0.8315903473207423,0.7692456502079127,0.8314128954295144,0.8925612640934004,0.8430972471470821,0.7656693958302258,0.8495876931632936,0.8998343462163034,0.7011121478109754,0.6024898798491689,0.7070613833644209,0.7737923889168505,0.7540740696649452,0.6793257015837616,0.7571838031685483,0.8039832072803266,0.05405405405405613,0.054054054054055944,0.054054054054056055,0.054054054054056055,0.11194229255742819,0.10666332835086312,0.10708297407526346,0.12925903217996643,0.11187332943337935,0.10666332835086301,0.10667276433069417,0.12955056721855848,0.10816499640180251,0.10666332835086301,0.10666332835086312,0.11361314411901191,0.11001562961561812,0.10296793346541762,0.10931441947190984,0.11788823889781334,0.11077964543834698,0.10551495160550001,0.1095757440538826,0.12148892567889835,0.0854477484466503,0.043801816704206194,0.08560916074325152,0.1299112298121303,0.10648070287869471,0.1066498848729558,0.10666332834764708,0.10666332834764713,0.2107948362168455,0.2110128548811631,0.2110128548811631,0.2110128548811631,0.1038674735978782,0.06062234635624056,0.10118130066086711,0.1681078632697406,0.1367127124828151,0.07917625617764908,0.13214282441177233,0.2236280372202501,1.997802462086974,1.4209640378990807,1.9945230960913416,2.631138805035909,1.236433701309239,1.2364337013092417,1.2364337013092417,1.2364337013092417,2.9775685365661952,2.977568536566194,2.977568536566194,2.977568536566194
365,0.9521621621621622,0.8891891891891893,0.9432432432432433,0.9972972972972972,0.8070005165119853,0.7100786409018722,0.8121554650755352,0.8643353507720261,0.8332018639838948,0.7736758743219574,0.835655854294242,0.8939555567040893,0.8429600790302609,0.759582959310641,0.8488975180866727,0.9010833360475472,0.702258379640751,0.6185739562797837,0.7048700681552458,0.7767420845294749,0.7545237993664999,0.6955202108235893,0.7573397627964447,0.8057349333357399,0.05405405405405613,0.054054054054055944,0.054054054054056055,0.054054054054056055,0.11157100859474951,0.10666332835080672,0.10705211997451214,0.1276722579653811,0.11150625863599274,0.10666332835080672,0.10667206992006445,0.12794470177808853,0.10806226724331039,0.10666332835080672,0.10666332835080694,0.11310888637088075,0.10987800057485536,0.1032899773498559,0.10929295647796161,0.11755980504530507,0.11054868438609233,0.10553818818362198,0.10942983722128385,0.12001945938042381,0.08522922510977127,0.04403907215372703,0.08471669943593126,0.13291469510705858,0.10642168170973772,0.10665087424973321,0.10666332834782741,0.10666332834782746,0.2107418400718882,0.2110128548811631,0.2110128548811631,0.2110128548811631,0.10429769607755424,0.06194110531427937,0.10236833145948762,0.17002543831278086,0.13721397919063963,0.08111472664535958,0.1336894855323867,0.22862318503071424,1.9869263066017486,1.4400863868081932,1.957819471500595,2.58443291782404,1.236433701309239,1.2364337013092417,1.2364337013092417,1.2364337013092417,2.9775685365661952,2.977568536566194,2.977568536566194,2.977568536566194
366,0.9518918918918919,0.8891891891891893,0.9432432432432433,0.9972972972972972,0.8061319612171356,0.7101303489751405,0.8095671013901078,0.8648645470151067,0.8343691306302251,0.7682287749983078,0.832441137587829,0.8931293817454597,0.8436547502816992,0.7699979083222681,0.8508862764652202,0.9038408917006924,0.7038347145929014,0.6202054610058071,0.7049367235770543,0.7822384639068843,0.7548612269354884,0.6928744488609803,0.7587736391756763,0.8018755592069523,0.05405405405405613,0.054054054054055944,0.054054054054056055,0.054054054054056055,0.11122477329582883,0.10666332835075465,0.10702353241933105,0.12619192766212078,0.11116402477507044,0.10666332835075454,0.10667142661137002,0.12644637597387529,0.10796609348009245,0.10666332835075454,0.10666332835075476,0.11264073094284233,0.10977704781883708,0.10258118907114064,0.10957296186523979,0.11759113610718339,0.11033879477533859,0.10546454580956406,0.10923470418365633,0.11922978464746871,0.08564524345504636,0.042802116876033615,0.08412968874056748,0.13007280951768768,0.10636434853094795,0.10665179081119684,0.10666332834799445,0.10666332834799452,0.21068983998725385,0.2110128548811631,0.2110128548811631,0.2110128548811631,0.10513878689811743,0.06223500067897772,0.10245364152604942,0.1699311110585954,0.13825565213494986,0.08128920902015892,0.13480678564570048,0.22335807791122303,1.9926185403835799,1.3937512077320162,1.9911843180950881,2.6381106165956414,1.236433701309239,1.2364337013092417,1.2364337013092417,1.2364337013092417,2.9775685365661952,2.977568536566194,2.977568536566194,2.977568536566194
367,0.9521621621621621,0.8891891891891893,0.9432432432432433,0.9972972972972972,0.8065419444594424,0.7145412755173431,0.810707403933622,0.8611760958135013,0.8336144230183683,0.7633771934393285,0.8361426167109437,0.9003379495109102,0.8435480703612516,0.7622930836286443,0.8477874519473445,0.9014928421090901,0.7030879583896799,0.6161331449068104,0.7120200133449255,0.7791166501105096,0.7547456250311594,0.6841108770159129,0.7607724709086859,0.805763642567769,0.05405405405405613,0.054054054054055944,0.054054054054056055,0.054054054054056055,0.11090203478536916,0.10666332835070635,0.10699704518898473,0.12481158209222455,0.1113711207478826,0.10666332835070624,0.10667083064413901,0.13115984710122908,0.10787611673434544,0.10666332835070624,0.10666332835070635,0.11220616109560452,0.10978791328410964,0.10298463243226705,0.10967075829500506,0.11731693046764226,0.11019373032220195,0.10560691327707865,0.10917233173230473,0.12024014619859005,0.08572962403368083,0.04198697947929251,0.08564672022830436,0.12696892623991812,0.10635586467517813,0.10665263991660581,0.10666332834814925,0.1066633283481493,0.2106845551118523,0.2110128548811631,0.2110128548811631,0.2110128548811631,0.10500412292625198,0.06427108707030844,0.10311609684544168,0.170316260329998,0.13800703814787288,0.08417287813126621,0.13548550041589122,0.22522917746057564,2.0027201452576926,1.4038295134687395,2.0107859780672115,2.665775828641974,1.236433701309239,1.2364337013092417,1.2364337013092417,1.2364337013092417,2.9775685365661952,2.977568536566194,2.977568536566194,2.977568536566194
368,0.9513513513513513,0.8891891891891893,0.9432432432432433,0.9972972972972972,0.8079537315707568,0.7266078746033628,0.8144238843084182,0.8674456272721518,0.8354828857468541,0.7660464818448406,0.838792518574539,0.898649809875806,0.8425141187703201,0.7696158340319738,0.8505730436188434,0.9082091428064685,0.7039085059232244,0.6134600538761821,0.712881297831187,0.7803886483363935,0.7558109744524044,0.6851124238315517,0.7622864702562229,0.8100166658761851,0.05405405405405613,0.054054054054055944,0.054054054054056055,0.054054054054056055,0.11060131976322181,0.10666332835066161,0.1069725042131448,0.12352506016376509,0.11104060557870211,0.1066633283506615,0.10667027853460553,0.1294467770514809,0.10779199074373531,0.1066633283506615,0.10666332835066172,0.11180282598233234,0.10962124900114403,0.10282742020451886,0.10988898480461123,0.116740385065852,0.10997554660587971,0.10527493874154961,0.10877930339078201,0.11859213538550131,0.0850445712166799,0.04330606587871075,0.08222165860032575,0.1306974403609492,0.10634647064380526,0.10665342653073721,0.1066633283482926,0.10666332834829266,0.21068022959083035,0.2110128548811631,0.2110128548811631,0.2110128548811631,0.10408424843680664,0.05989751137295319,0.10033649474222964,0.16444419301193786,0.13674560854763215,0.07823445805645038,0.13146183777452358,0.21480780826238588,2.0160264200723064,1.4375419518697785,1.9967089812570475,2.589952467070747,1.236433701309239,1.2364337013092417,1.2364337013092417,1.2364337013092417,2.9775685365661952,2.977568536566194,2.977568536566194,2.977568536566194
369,0.9513513513513514,0.8891891891891893,0.9432432432432433,0.9972972972972972,0.8096433400402447,0.7357716059209936,0.8149382879520329,0.8730161440097838,0.8372954831925548,0.7760540266792818,0.8399586850838751,0.9040491566695527,0.8429616731086655,0.7615999039879217,0.8528691197490565,0.9083567933665571,0.7058337899729881,0.6168993783832735,0.713813562030921,0.787949092491941,0.7576082715609874,0.6902000794372107,0.7603356633149321,0.8140844438792133,0.05405405405405613,0.054054054054055944,0.054054054054056055,0.054054054054056055,0.11032123176175312,0.1066633283506202,0.10694976668933859,0.12232649869992028,0.11073231496713029,0.1066633283506202,0.10666976705534914,0.12784764968379905,0.1077133819129249,0.10666332835061998,0.1066633283506202,0.11142853106975248,0.10955673763783587,0.10271735333952467,0.10983797940311396,0.11668724415554341,0.1098154489883664,0.1051469300467721,0.10909686079039316,0.11775819070208447,0.08394962412592914,0.043333877428320455,0.08219375435895251,0.13475108602328564,0.10702193383004462,0.10665479658942653,0.10666332834842544,0.10666332834842548,0.21119773679093104,0.2110128548811631,0.2110128548811631,0.2110128548811631,0.10295413100172267,0.05618975953654962,0.09950765840073889,0.15893561425436706,0.13519604407887856,0.07341604646244547,0.13033037288350058,0.20862960851873097,2.0220648413641187,1.414036596335383,2.0012774327966687,2.630741721342308,1.236433701309239,1.2364337013092417,1.2364337013092417,1.2364337013092417,2.9775685365661952,2.977568536566194,2.977568536566194,2.977568536566194
370,0.9494594594594595,0.8891891891891893,0.9432432432432433,0.9972972972972972,0.8098622999695678,0.7301846193537547,0.8140862780467091,0.8757006280172432,0.8375852400318107,0.7712852363887918,0.8398170600273482,0.9089438775312243,0.8435778302202941,0.7671042474281837,0.8522866107424503,0.9038282227137129,0.7066167249873964,0.6208053070250978,0.7158519246212522,0.7843968441563471,0.7580824168636426,0.6872295782103595,0.7627012850600428,0.8095902050303603,0.05405405405405613,0.054054054054055944,0.054054054054056055,0.054054054054056055,0.11006044913003503,0.10666332835058179,0.10692870026370671,0.12121032982509809,0.1104448805419689,0.10666332835058179,0.10666929321643603,0.1263556831966504,0.10763996971460532,0.10666332835058168,0.10666332835058179,0.11108122891328893,0.10942755165132544,0.10287409137368905,0.10974730929657056,0.11602230998865146,0.10962748320971777,0.10516177289943494,0.1090305459409861,0.1169631935186967,0.08386229773103575,0.040563120842044165,0.08322438295204149,0.13243666503280524,0.10696466123464632,0.10665542448072066,0.10666332834854851,0.10666332834854853,0.21115991464157757,0.2110128548811631,0.2110128548811631,0.2110128548811631,0.10292212774629196,0.053595219595300496,0.09972852793722095,0.16368346589164745,0.1351074754654147,0.07012611969392744,0.13045760405054052,0.21464803974992513,2.0325113298057444,1.4427784547289946,2.0288348889298238,2.620483322897056,1.236433701309239,1.2364337013092417,1.2364337013092417,1.2364337013092417,2.9775685365661952,2.977568536566194,2.977568536566194,2.977568536566194
371,0.9481081081081083,0.887837837837838,0.9432432432432433,0.9972972972972972,0.8088332712722986,0.7269285581956403,0.816948959211208,0.8651581717245775,0.8363849249043221,0.7494127915904674,0.8387387144781175,0.9046809858515118,0.8440235542713428,0.7565376842988334,0.8538692186710579,0.9053813346231484,0.7057069037866107,0.6146737875293866,0.7139966980082864,0.785955455510384,0.7573428811256805,0.693238508670724,0.7579556915022148,0.8080904609093786,0.054054054054056125,0.054054054054055944,0.054054054054056055,0.054054054054056055,0.10981772279479396,0.10666332835054615,0.10690918227063778,0.12017127632145864,0.11075662075293165,0.10666332835054615,0.10666885424794581,0.12934972495719133,0.10817148033572944,0.10666332835054604,0.10666332835054626,0.1118277294902683,0.10986291412149402,0.10207053405323334,0.10944055944022246,0.11677633881634376,0.10970532870226324,0.10523852582100793,0.10878504220670532,0.11900927929372167,0.08455499970207372,0.045308019696034915,0.08506154896338003,0.1263411327357205,0.10690914808024399,0.10665600616188511,0.10666332834866248,0.10666332834866257,0.2111375388708775,0.2110128548811631,0.2110128548811631,0.2110128548811631,0.10385174511457035,0.06234723078502072,0.09827911535783361,0.16373184514099273,0.13625786733030434,0.08143559866190102,0.12874666481493977,0.2138681247584857,2.039891279327861,1.4335953638173902,2.0184434081623994,2.6813337134599675,1.236433701309239,1.2364337013092417,1.2364337013092417,1.2364337013092417,2.9775685365661952,2.977568536566194,2.977568536566194,2.977568536566194
372,0.9497297297297301,0.887837837837838,0.9432432432432433,0.9972972972972972,0.8083712605161728,0.7227836299340444,0.8122635203868421,0.8648875320859646,0.8369880752006238,0.7610299454910674,0.8412106558388399,0.9040572808873546,0.8437270978141375,0.7518258697651676,0.8528959441839028,0.9032138313988706,0.7059545421617557,0.6143835273326845,0.7207977319618012,0.7889221925595966,0.7572017578613432,0.6934250213341663,0.7606668815905859,0.8095100397524413,0.054054054054056125,0.054054054054055944,0.054054054054056055,0.054054054054056055,0.10959187384397934,0.10666332835051318,0.10689109902714944,0.1192043453255771,0.11046980222997554,0.10666332835051318,0.10666844758378363,0.12775695690657426,0.10806879359323933,0.10666332835051318,0.10666332835051329,0.11145165084554051,0.10968207871100583,0.10162709557025945,0.10939319636468475,0.11681966207050945,0.10951851335343943,0.10517845701695647,0.10876334120302794,0.11816428549966568,0.08459297031780066,0.04896762273694175,0.08259739330018442,0.12608351674934495,0.10687892685042671,0.10665654503389349,0.1066633283487681,0.10666332834876817,0.21111257662747446,0.2110128548811631,0.2110128548811631,0.2110128548811631,0.10432456144726196,0.0626209161843864,0.10070755581047873,0.16653808781569743,0.13683280256183786,0.08178075101902083,0.13179653907866562,0.21882765462083648,2.040318664468644,1.4600026269655582,2.024498036705584,2.708865787931613,1.236433701309239,1.2364337013092417,1.2364337013092417,1.2364337013092417,2.9775685365661952,2.977568536566194,2.977568536566194,2.977568536566194
373,0.9497297297297301,0.8891891891891893,0.9432432432432433,0.9972972972972972,0.8080200289606527,0.7360183471101879,0.8123245163258057,0.8698785005429479,0.8359132205597214,0.7445384260541752,0.8413022800142195,0.9016551567169835,0.8427815345267983,0.7459167460299665,0.8511713558686941,0.9045106380099004,0.7042910343221169,0.6170219484254836,0.716097361671311,0.793529672020182,0.7562549009829754,0.6893060616514215,0.758907835820562,0.8095002133196183,0.054054054054056125,0.054054054054055944,0.054054054054056055,0.054054054054056055,0.10938179097466111,0.10666332835048264,0.10687434517815675,0.11830482069323679,0.1108022305882246,0.10666332835048253,0.10666998524225957,0.12917433323877314,0.10797259687453774,0.10666332835048253,0.10666332835048276,0.11110268941023341,0.10966210124728021,0.10192732115512544,0.10919875209450558,0.11638660013492921,0.10940490207940917,0.10498319563665043,0.10874996501167894,0.11724385341976097,0.08484566258056077,0.045328525381851656,0.08419766966058967,0.12769963335840354,0.1068490736350461,0.10665657187089445,0.10666332834886594,0.10666332834886602,0.2111012573415142,0.2110128548811631,0.2110128548811631,0.2110128548811631,0.10470737062523952,0.057816842898710995,0.10172420675083725,0.15957662508758275,0.13728907555201686,0.07573644034848759,0.13341281557968002,0.20857671577462894,2.048375933218781,1.4218300553287204,2.0067408372859723,2.6834355909068046,1.236433701309239,1.2364337013092417,1.2364337013092417,1.2364337013092417,2.9775685365661952,2.977568536566194,2.977568536566194,2.977568536566194
374,0.9494594594594598,0.8621621621621623,0.9702702702702702,0.9972972972972972,0.8087543622832986,0.7294489454730557,0.8106540241541023,0.8667711026206032,0.8373090238482805,0.7508064368581664,0.8422277798687,0.9022583043393783,0.8432531731798466,0.7558270374284416,0.8529610092965336,0.9118518551009994,0.7058647399619794,0.6131879772414964,0.7123086918704065,0.7946159729042107,0.7573821702365877,0.6902979368124298,0.7620532823879598,0.8128473309220122,0.05405405405405613,0.054054054054055944,0.054054054054056055,0.054054054054056055,0.10918642784281275,0.10666332835045433,0.10685882308902894,0.11746825432094156,0.11051391799772445,0.10666332835045433,0.1066694953461712,0.12759320137204444,0.10788254343772545,0.10666332835045422,0.10666332835045456,0.11077892775849317,0.1095878803054525,0.10217047277512967,0.10918353959774779,0.11708697314109832,0.10927934028725186,0.10509428620368602,0.10871309620065761,0.11617300670167832,0.08512762763438575,0.04722321241126381,0.08480979404274223,0.1254007051333436,0.10681960347999961,0.10665706910932095,0.10666332834895657,0.10666332834895664,0.21107833546836605,0.2110128548811631,0.2110128548811631,0.2110128548811631,0.10425165026207985,0.061177905162659946,0.10414810260238264,0.16320386065184908,0.136652423795295,0.0798963735363705,0.13601392335881027,0.21579910068047747,2.045896947062931,1.4599292119535812,2.040260709043077,2.6300547328051644,1.236433701309239,1.2364337013092417,1.2364337013092417,1.2364337013092417,2.9775685365661952,2.977568536566194,2.977568536566194,2.977568536566194
375,0.95,0.887837837837838,0.9432432432432433,0.9972972972972972,0.8102585344123489,0.7347493070234508,0.8161315481302229,0.8655369560685164,0.8352670778980478,0.7191957834506504,0.8416219481897544,0.9060658290272946,0.8406925504778318,0.7623188564939355,0.8483158622671134,0.9084316560955902,0.7019141536948362,0.5921788522287276,0.7140731236106044,0.8001821934707831,0.7563829051738172,0.6857171114395243,0.7617943611385278,0.8049718092727515,0.054054054054056125,0.054054054054055944,0.054054054054056055,0.054054054054056055,0.10900480034845886,0.10666332835042813,0.10684444228208245,0.11669045667603875,0.11139770264496772,0.10666332835042813,0.10666998524225946,0.12687658804874757,0.10821753569189385,0.10666332835042813,0.10666332835042824,0.11047857871267362,0.10995710485183312,0.10240302882922642,0.10928935457588224,0.12315275730826448,0.10934676288736941,0.10475329546031122,0.10870822014777248,0.11697167828444914,0.08519662075144527,0.05085715841381928,0.0830885316316737,0.1249060976537699,0.1067905289945329,0.10665752975336623,0.10666332834904053,0.10666332834904062,0.21106924719488446,0.2110128548811631,0.2110128548811631,0.2110128548811631,0.103197581597819,0.062067431423414816,0.09952005372592324,0.15947385306818668,0.1352390654134221,0.081083154949064,0.12996986952117953,0.20840095066100475,2.045039783434851,1.4679304020520623,2.0046123641348887,2.6493533033580037,1.236433701309239,1.2364337013092417,1.2364337013092417,1.2364337013092417,2.9775685365661952,2.977568536566194,2.977568536566194,2.977568536566194
376,0.9508108108108108,0.8891891891891893,0.9567567567567568,0.9972972972972972,0.8116743144612967,0.7340941370757326,0.8189358047781926,0.870763860208128,0.8360326434724287,0.7356608027211691,0.8465220002175831,0.9018428144005673,0.8402398506353027,0.7610490291565548,0.8507876292104407,0.9042617563304578,0.702242730090272,0.5990940242340823,0.7085862367255976,0.788295569438952,0.7573412294126846,0.6913676771609742,0.7643718719360643,0.8187002605969377,0.054054054054056125,0.054054054054055944,0.054054054054056055,0.054054054054056055,0.10883598388573251,0.10666332835040393,0.1068311189138837,0.11596748675355992,0.11107236196149352,0.10666332835040393,0.1066694953461711,0.12545154320907342,0.10871286392223255,0.10666332835040371,0.10666332835040399,0.11138715311989565,0.11004638415052458,0.10229994590846624,0.1093253375552774,0.12342832716644382,0.10931113857959046,0.1048859125463779,0.10846649382487467,0.11683933605882614,0.08444032435106424,0.045521411406350465,0.08409689147474395,0.1290261923175172,0.10676186060031533,0.10665795649626814,0.10666332834911833,0.10666332834911837,0.2110482802917372,0.2110128548811631,0.2110128548811631,0.2110128548811631,0.10220732829943792,0.0574350208520329,0.09757252610811047,0.15719049666242607,0.13390769359583732,0.07533232652239648,0.12749433284155365,0.20759801228644723,2.0451726986422556,1.462014960559622,2.0221816689462186,2.7292670786503415,1.236433701309239,1.2364337013092417,1.2364337013092417,1.2364337013092417,2.9775685365661952,2.977568536566194,2.977568536566194,2.977568536566194
377,0.9505405405405406,0.8891891891891893,0.9567567567567568,0.9972972972972972,0.8119619939745237,0.7395626757556895,0.8210932474137111,0.872173006504764,0.8376983398922765,0.7467903078373319,0.8428474939004815,0.9084931532459369,0.8405841944684473,0.7690044537195925,0.850920673720666,0.9014388438639386,0.7039698112545839,0.6007691378226071,0.7089645702852556,0.7907426702183211,0.7583388185523916,0.6898219559492784,0.7643935475444655,0.8170772761001172,0.05405405405405613,0.054054054054055944,0.054054054054056055,0.054054054054056055,0.10867911058363225,0.10666332835038139,0.10681877529045353,0.11529564164705565,0.11076799373537759,0.10666332835038128,0.10666904150221779,0.12412287010698837,0.10857586640847723,0.10666332835038128,0.1066633283503815,0.11104282855844021,0.10993610798746437,0.10197941888270075,0.10933666215738502,0.12198057090286074,0.10919266001949088,0.10490715387468591,0.1087482856060023,0.11601627510813708,0.08405418474642885,0.04567699464818231,0.08261593130921435,0.1267922664068802,0.10673360675446465,0.10665835183304076,0.1066633283491904,0.10666332834919044,0.211015650768489,0.2110128548811631,0.2110128548811631,0.2110128548811631,0.10207002377051856,0.05704231400126983,0.09615427418284461,0.15828565709691111,0.13369845073366013,0.07449528740413694,0.12557434994002792,0.20684128682882785,2.0479259247181663,1.4768936096682659,2.031952954841886,2.676895229476198,1.236433701309239,1.2364337013092417,1.2364337013092417,1.2364337013092417,2.9775685365661952,2.977568536566194,2.977568536566194,2.977568536566194
378,0.9502702702702702,0.8891891891891893,0.9702702702702702,0.9972972972972972,0.8155117310983784,0.749443881593079,0.8208176789092582,0.8716354818895037,0.8397737856247025,0.7477305167450663,0.8459220791240829,0.9057395436801824,0.841366477136173,0.7340351573943751,0.8552545912762604,0.9076916476270219,0.7064595134470014,0.5928731029907572,0.7146496761004887,0.7884865785028569,0.7614994233932704,0.6903076838138223,0.7706757531161741,0.8198314455034011,0.05405405405405613,0.054054054054055944,0.054054054054056055,0.054054054054056055,0.10853336655973518,0.10666332835036052,0.10680733941766052,0.11467144589285877,0.11048341977952618,0.10666332835036052,0.10666862105733627,0.12288461078165792,0.10904721905070666,0.10666332835036041,0.10666332835036063,0.11185405511614442,0.11019194881010672,0.10295719175580313,0.10927137773185008,0.12132934083362971,0.10925723357932515,0.10488728056899385,0.10876754824262413,0.1159836899783164,0.08288756489011555,0.04593387291788345,0.08320521147762978,0.12117449816538149,0.10670577414969225,0.10665871807506541,0.10666332834925714,0.10666332834925722,0.211009417359826,0.2110128548811631,0.2110128548811631,0.2110128548811631,0.0994351374912907,0.05695252768349691,0.09551944765289433,0.15074696351928776,0.13022158562175423,0.07449731397150848,0.1251262633046223,0.19697926143586764,2.0504357034274285,1.4968576075361335,2.0277794039339216,2.662545569163765,1.236433701309239,1.2364337013092417,1.2364337013092417,1.2364337013092417,2.9775685365661952,2.977568536566194,2.977568536566194,2.977568536566194
