k,d_norm_griebel_innovation_mean,d_norm_radial_mean,d_norm_x_mean,d_norm_y_mean,d_norm_comp_mean,d_norm_overall_mean,p_ok_griebel_innovation_mean,p_ok_radial_mean,p_ok_x_mean,p_ok_y_mean,p_ok_comp_mean,p_ok_overall_mean,u_griebel_innovation_mean,u_radial_mean,u_x_mean,u_y_mean,u_comp_mean,u_overall_mean,griebel_multinomial_dc_mean,griebel_multinomial_uncertainty_mean,griebel_multinomial_threshold_mean,dc_josang_history_mean,dc_norm_history_mean,nis_score_mean,nis_lower_band_mean,nis_upper_band_mean,rmse_mean
901,0.04971428571,0.1457503112,0.1353330643,0.1317383437,0.2513358612,0.1980432834,0.9502702703,0.8158464377,0.8477982091,0.8509720606,0.7214311373,0.7690911984,0.05405405405,0.1090820211,0.1075484308,0.107566507,0.1090256584,0.1088418889,0.08188676948,0.1068929914,0.2111891855,0.09881284294,0.1296125518,1.919889965,1.236433701,2.977568537,0.5586036358
902,0.05,0.1436909549,0.1354075233,0.1307114181,0.2504776067,0.1966063876,0.95,0.8177248539,0.8477316118,0.8518874292,0.7221928891,0.7703887266,0.05405405405,0.1089172955,0.1074856693,0.1075022164,0.1090103117,0.1087738471,0.08144220422,0.1068694223,0.2111713696,0.09746853649,0.1278164983,1.942999141,1.236433701,2.977568537,0.533080563
903,0.05028571429,0.1430369964,0.1346503829,0.1304117808,0.2495564534,0.1958517607,0.9497297297,0.8183441386,0.848408397,0.8521599589,0.7230134396,0.7710772361,0.05405405405,0.108762975,0.1074272023,0.1074423607,0.1090101702,0.108715688,0.08187295617,0.1068466951,0.2111539481,0.09708349781,0.1272743739,1.944424838,1.236433701,2.977568537,0.5665982008
904,0.04942857143,0.1447277214,0.136681366,0.1305706644,0.2514317136,0.1976343519,0.9505405405,0.8167285449,0.8465970625,0.8520246858,0.7213886,0.7694670985,0.05405405405,0.1092185402,0.1073727573,0.1073866532,0.1088283222,0.1088048312,0.082280638,0.1068247652,0.2111369077,0.09805869689,0.128662185,1.949868534,1.236433701,2.977568537,0.5486164445
905,0.048,0.1453432648,0.1372560203,0.1307884114,0.252124149,0.1983084432,0.9518918919,0.8161324518,0.8460854071,0.8518285188,0.720793706,0.7688640058,0.05405405405,0.1096010375,0.1073220761,0.107334823,0.1087279334,0.1088843322,0.08214532974,0.1068035916,0.2111202352,0.09826519866,0.1290670294,1.95729615,1.236433701,2.977568537,0.5466073981
906,0.04942857143,0.1459580555,0.1381133595,0.1301962577,0.252307367,0.1987687355,0.9505405405,0.8156254774,0.8453158981,0.8523648518,0.7206415144,0.7684799266,0.05405405405,0.109402518,0.1072749146,0.1072866148,0.1086625677,0.1087812926,0.08115509138,0.1067831357,0.2111039184,0.09876918998,0.1296732636,1.960362918,1.236433701,2.977568537,0.528733065
907,0.04914285714,0.1472694127,0.1392694302,0.1321990583,0.2551183656,0.2006272776,0.9508108108,0.8143680435,0.8442860018,0.8505463766,0.7181368,0.7667687968,0.05405405405,0.1098163394,0.1072310422,0.1078418214,0.1087634922,0.1089889982,0.0825503659,0.1067633617,0.2110879453,0.0994866636,0.1307237868,1.974237003,1.236433701,2.977568537,0.5680817112
908,0.04885714286,0.1463774039,0.1385231776,0.1317764534,0.2540688973,0.1997676651,0.9510810811,0.8152078375,0.8449519367,0.8509199601,0.7190568926,0.7675561731,0.05405405405,0.1096031022,0.1071902416,0.1077613901,0.1087660943,0.108906686,0.08187147359,0.1067442361,0.2110723046,0.09897012625,0.1299906114,1.984290996,1.236433701,2.977568537,0.595307279
909,0.04971428571,0.1464211397,0.1411108985,0.1334451304,0.2576986783,0.2017323777,0.9502702703,0.8152124001,0.8426422739,0.8494440402,0.7158957612,0.7658688443,0.05405405405,0.109403132,0.1071523082,0.1076860759,0.1084659902,0.1086876007,0.08156434309,0.1067257273,0.2110569854,0.09908271997,0.1300860339,1.989534721,1.236433701,2.977568537,0.6063735752
910,0.05257142857,0.1449616929,0.1406487406,0.1341015332,0.2578503136,0.2012188325,0.9475675676,0.8165409044,0.8430573632,0.8488483203,0.7157303106,0.7663309014,0.05405405405,0.1092157516,0.1071170494,0.1081808813,0.1086870917,0.1087635551,0.08112694483,0.1067078062,0.2110419773,0.09818629323,0.1288512198,2.022744855,1.236433701,2.977568537,0.6207581783
911,0.05228571429,0.1443104701,0.1400923135,0.1349519969,0.2580679338,0.2010619933,0.9478378378,0.8171436284,0.84355543,0.8480968329,0.7155532501,0.7664923923,0.05405405405,0.1090402992,0.1070842845,0.1080787522,0.1085967191,0.1086524246,0.08181273039,0.1066904451,0.2110272703,0.09783979688,0.1283362219,2.030774534,1.236433701,2.977568537,0.6258695934
912,0.052,0.143728132,0.1402817488,0.1340810576,0.2574140032,0.2005439435,0.9481081081,0.8176790522,0.8433908271,0.848883145,0.7161359004,0.7669700158,0.05405405405,0.1088761312,0.1070538439,0.1079829215,0.108565174,0.1085673295,0.08104035399,0.1066736181,0.2110128549,0.09754104599,0.1278828822,2.034105663,1.236433701,2.977568537,0.6696884232
913,0.05285714286,0.1441911884,0.1408211423,0.13677774,0.2600664988,0.2020325665,0.9472972973,0.8171591431,0.8429136967,0.8464750601,0.7137843877,0.7656053698,0.05405405405,0.1093226568,0.1070255684,0.108452665,0.1086016014,0.1087347879,0.0812591454,0.1066573011,0.2109987218,0.09768487166,0.1281795285,2.042100068,1.236433701,2.977568537,0.6762616021
914,0.05314285714,0.1451868241,0.1415408718,0.1364443164,0.2603966412,0.2027516795,0.947027027,0.8163197918,0.8422723188,0.846758245,0.7134977012,0.7649910123,0.05405405405,0.1091404467,0.1069993092,0.1083326816,0.1085029902,0.1086151465,0.08152559326,0.1066414712,0.2109848623,0.09842641187,0.1291099849,2.047117502,1.236433701,2.977568537,0.6908993038
915,0.05485714286,0.1453840732,0.1424378059,0.1362552632,0.2610680413,0.2031764032,0.9454054054,0.8162006506,0.8414722248,0.8469268533,0.7129302512,0.7646489527,0.05405405405,0.1089698879,0.1069749267,0.1082200307,0.10839282,0.1084966786,0.08143692347,0.1066261068,0.210971268,0.09860270132,0.1293144055,2.054414847,1.236433701,2.977568537,0.6942727882
916,0.05285714286,0.1436925888,0.1415497987,0.1376881621,0.2615560046,0.2026498407,0.9472972973,0.817755513,0.8422667369,0.8456465755,0.7124994251,0.7651472479,0.05405405405,0.1088103431,0.1069522906,0.1081143549,0.1083039706,0.1083843537,0.08032489604,0.1066111878,0.2109579308,0.09749885765,0.1278393155,2.057013332,1.236433701,2.977568537,0.7062390844
917,0.05371428571,0.1450451044,0.1415785353,0.1385790651,0.2623240195,0.2039619863,0.9464864865,0.8164132184,0.842244549,0.8448691767,0.7118397594,0.7639551989,0.05405405405,0.1092612293,0.1069312791,0.108015303,0.1081912533,0.1085283462,0.08050941128,0.1065966951,0.2109448428,0.09828934864,0.128956167,2.064828582,1.236433701,2.977568537,0.7087925265
918,0.05457142857,0.1440102738,0.1421924755,0.1383402291,0.2625637587,0.203250863,0.9456756757,0.8173274471,0.8417437073,0.8450717608,0.711598436,0.7645472157,0.05405405405,0.1095023644,0.1075118116,0.1079225308,0.1084132417,0.1087051823,0.07967840145,0.1065826106,0.2109319967,0.0974198527,0.1279213707,2.073263092,1.236433701,2.977568537,0.6861675141
919,0.05628571429,0.1456815666,0.1429169141,0.1414816124,0.2658707327,0.2055628084,0.9440540541,0.8158608099,0.841102171,0.8422151573,0.7086386826,0.7624759899,0.05405405405,0.1093097268,0.1074549556,0.1089921463,0.10867845,0.1087458449,0.07948835286,0.1065689173,0.2109193853,0.09866579924,0.1294843267,2.07374046,1.236433701,2.977568537,0.6531706475
920,0.05771428571,0.1451966215,0.1436735391,0.1404068636,0.2656023978,0.2053162312,0.9427027027,0.8163138312,0.8404304284,0.8431830765,0.7088744631,0.7627140808,0.05405405405,0.1091291666,0.1074015795,0.1088365999,0.1086026893,0.1086408491,0.07987878261,0.1065555992,0.2109070017,0.09843804577,0.1291215854,2.086298385,1.236433701,2.977568537,0.6361232352
921,0.05685714286,0.1434224564,0.1433441286,0.1442854679,0.2686310992,0.2058886829,0.9435135135,0.8179369577,0.8407116811,0.8397638706,0.7061955097,0.7622257609,0.05405405405,0.1089600536,0.1073515111,0.1092905096,0.1086155215,0.1085768354,0.07990527627,0.106542641,0.2108948393,0.09729288618,0.1275830155,2.088450061,1.236433701,2.977568537,0.6476903717
922,0.05742857143,0.143131406,0.141601249,0.142451165,0.2654554316,0.204152489,0.942972973,0.8182334498,0.8422714645,0.8413789412,0.7089778821,0.7637639323,0.05405405405,0.1088017741,0.1073045816,0.1091146015,0.1087020784,0.1085619357,0.08007148883,0.1065300284,0.2108828917,0.09715693136,0.1273656631,2.105219856,1.236433701,2.977568537,0.6262669383
923,0.05742857143,0.1420722655,0.1438185363,0.1437826084,0.2686016295,0.2049904372,0.942972973,0.8191940874,0.8402773495,0.8402208956,0.7061521114,0.7629959457,0.05405405405,0.1086537331,0.1078606599,0.1095494346,0.1090265795,0.108648829,0.08028348917,0.1065177477,0.2108711529,0.09652120833,0.126479046,2.106159889,1.236433701,2.977568537,0.6077651895
924,0.05914285714,0.1415042138,0.1436724652,0.1439918854,0.268710142,0.2047956444,0.9413513514,0.8197407832,0.840398144,0.8400150315,0.7060757549,0.7631970628,0.05405405405,0.1085153555,0.1077807598,0.1093556684,0.1088782504,0.1085299938,0.07950585182,0.106505786,0.210859617,0.09617727676,0.126001539,2.110043702,1.236433701,2.977568537,0.5943626061
925,0.05885714286,0.141709122,0.1461848869,0.1437534253,0.2707125607,0.20574801,0.9416216216,0.8195999694,0.8382263086,0.8402263229,0.7042893042,0.7623501035,0.05405405405,0.1083860873,0.1083057273,0.1091737629,0.1089600281,0.1085128618,0.0803090342,0.1065177477,0.2108711529,0.09635074763,0.126206987,2.101151998,1.236433701,2.977568537,0.5847988819
926,0.05685714286,0.1426123877,0.1452285645,0.1452891311,0.2712083425,0.2064965617,0.9435135135,0.8186984202,0.839048575,0.8388473088,0.7038669162,0.7616592827,0.05405405405,0.1088654294,0.1081965065,0.1090031404,0.1087798363,0.1086071269,0.08011883593,0.1065287755,0.2108828917,0.09675451762,0.1268688651,2.111933006,1.236433701,2.977568537,0.563041094
927,0.05942857143,0.1428279478,0.1458442812,0.1464723201,0.2727643793,0.207457631,0.9410810811,0.8185426536,0.8384853898,0.8378032323,0.7025208113,0.7608421994,0.05405405405,0.1087140454,0.1080938386,0.1088432316,0.1085415851,0.1084406062,0.08129008378,0.1065389459,0.2108948393,0.09695935854,0.1271003237,2.131497777,1.236433701,2.977568537,0.5475880295
928,0.05942857143,0.1422652517,0.1452136497,0.1479332454,0.2734889488,0.2076496822,0.9410810811,0.8190810177,0.8390447161,0.8364949087,0.7019053824,0.7607110243,0.05405405405,0.1085724154,0.1079974209,0.1086934793,0.1083663756,0.1082985417,0.08119275852,0.106548329,0.2109070017,0.09662653708,0.1266327746,2.135946707,1.236433701,2.977568537,0.5572465885
929,0.05828571429,0.1441462003,0.1448526901,0.146983089,0.2722977204,0.2080923627,0.9421621622,0.8173087412,0.8393778545,0.8373554556,0.7029704062,0.7602946488,0.05405405405,0.109040028,0.1079069534,0.1085533397,0.1083173203,0.1084357422,0.08060315342,0.1065569882,0.2109193853,0.09770350425,0.1281712448,2.12709184,1.236433701,2.977568537,0.5285779715
930,0.05914285714,0.1434543061,0.1470115896,0.1474970723,0.2746412998,0.2088001543,0.9413513514,0.8179455221,0.8374332337,0.8368842822,0.7008942512,0.7596652055,0.05405405405,0.1088775317,0.1084221733,0.108422285,0.1083572296,0.1083931984,0.08048566029,0.1065649817,0.2109193853,0.09732291992,0.127615712,2.124743057,1.236433701,2.977568537,0.5346085824
931,0.05942857143,0.1416618626,0.1461876449,0.1516281033,0.2774089362,0.2090704732,0.9410810811,0.8195865837,0.838155703,0.8333177397,0.6984074972,0.7594121326,0.05405405405,0.1087253896,0.1083039633,0.1092396828,0.1085671061,0.1084229394,0.07953712166,0.1065723628,0.2109319967,0.09615028949,0.1260507215,2.130640897,1.236433701,2.977568537,0.512892103
932,0.05857142857,0.1413149201,0.1475006939,0.1511728987,0.2781499786,0.2091940255,0.9418918919,0.8199224399,0.8369874066,0.8336935393,0.6977296474,0.7592967604,0.05405405405,0.1085830384,0.1087930405,0.109065903,0.108673112,0.1084209427,0.07842592767,0.10657918,0.2109319967,0.09598009572,0.1257860409,2.115799154,1.236433701,2.977568537,0.5552989395
933,0.05914285714,0.1387358686,0.1465165247,0.1502840536,0.276624151,0.2072208434,0.9413513514,0.8222547762,0.8378440257,0.8344780942,0.6990757305,0.7610700092,0.05405405405,0.108449933,0.1086502224,0.1089028817,0.1086308941,0.1083519463,0.07785669409,0.1065854777,0.2109448428,0.09427257773,0.1235202573,2.106889131,1.236433701,2.977568537,0.5737965742
934,0.06,0.1381326864,0.1447394318,0.1497865854,0.2748445512,0.2060075217,0.9405405405,0.8228286135,0.8394105173,0.8348967512,0.7006641682,0.7621638641,0.05405405405,0.1083255481,0.1085161263,0.1087500759,0.1086113338,0.1083033144,0.07782095031,0.1065912969,0.2109448428,0.09390033347,0.1230086124,2.107593293,1.236433701,2.977568537,0.559036848
935,0.06,0.1380680459,0.1427471196,0.1489086261,0.2724023879,0.2048135886,0.9405405405,0.8229015822,0.8411829484,0.8356664315,0.7028127037,0.7632250067,0.05405405405,0.1082093786,0.1083903297,0.1086069538,0.108637472,0.1082748536,0.07823165483,0.1065966749,0.2109448428,0.09392009652,0.1229937285,2.109900587,1.236433701,2.977568537,0.5580084427
936,0.06028571429,0.1404951735,0.1430745253,0.1486554569,0.2724461491,0.206071806,0.9402702703,0.8206498981,0.8408987242,0.8358718082,0.7027884016,0.7620773808,0.05405405405,0.1087009733,0.1082724161,0.1084729979,0.1084996691,0.1083948041,0.07898276308,0.1066016461,0.2109579308,0.09534066272,0.1249996153,2.11342971,1.236433701,2.977568537,0.5578284076
937,0.06085714286,0.1394518143,0.1409666095,0.1462686981,0.268674721,0.2035859256,0.9397297297,0.8216133068,0.842785651,0.8379976316,0.7061250158,0.7642860354,0.05405405405,0.1085610425,0.1081619773,0.1083477057,0.1086336318,0.1084164002,0.0777762005,0.1066062419,0.2109579308,0.09468407768,0.124106172,2.100720191,1.236433701,2.977568537,0.5211998078
938,0.06142857143,0.1401091259,0.1406567272,0.1460854316,0.2682812237,0.2038255418,0.9391891892,0.8210381837,0.8430720545,0.8381572138,0.7064936857,0.7640952161,0.05405405405,0.1084301114,0.1080586151,0.1082305913,0.1085452485,0.1083272774,0.0779537662,0.1066104914,0.2109579308,0.0952128337,0.1247467606,2.115563372,1.236433701,2.977568537,0.5277582456
939,0.06114285714,0.1386621712,0.1399664353,0.146097656,0.2676540233,0.202886848,0.9394594595,0.8223465555,0.8436760862,0.8381460184,0.7070509257,0.7649479229,0.05405405405,0.1083076789,0.1079619422,0.1081211864,0.1084680482,0.1082425224,0.07698614146,0.1066144213,0.210971268,0.09429051783,0.123499605,2.111414521,1.236433701,2.977568537,0.5551255507
940,0.06171428571,0.139692567,0.1390484171,0.1451297414,0.2660222018,0.202558065,0.9389189189,0.8214602028,0.8444980837,0.8390046488,0.7084991006,0.7652463338,0.05405405405,0.108193262,0.1078715842,0.1080190407,0.1084738844,0.1082074564,0.07762266713,0.106618056,0.210971268,0.09502957888,0.1244431662,2.11295543,1.236433701,2.977568537,0.5350759605
941,0.06028571429,0.1405873962,0.1378918417,0.1455929708,0.2654099175,0.2027429323,0.9402702703,0.8206984585,0.8455197493,0.8385983891,0.709039203,0.7650969294,0.05405405405,0.1080863964,0.1077871795,0.107923723,0.1084213953,0.1081390717,0.07828698639,0.1066214182,0.210971268,0.09566490658,0.1252583433,2.111340512,1.236433701,2.977568537,0.5474202402
942,0.05914285714,0.1403040521,0.1376101874,0.1481431208,0.2673274702,0.2034742336,0.9413513514,0.8208429847,0.8457750274,0.8363697909,0.7073288017,0.7644019333,0.05405405405,0.1085737442,0.1077083805,0.1084219279,0.1085201849,0.1083443841,0.07782213223,0.1066245286,0.210971268,0.09527147888,0.1248701432,2.108427523,1.236433701,2.977568537,0.5315784278
943,0.05885714286,0.141165263,0.1378996774,0.1472669253,0.2667956244,0.2036818869,0.9416216216,0.8201164833,0.8455140868,0.8371536671,0.7078053525,0.7642378506,0.05405405405,0.1084428545,0.107634854,0.1083012368,0.1084517157,0.1082626949,0.07815801643,0.1066274063,0.2109848623,0.09589355874,0.1256620894,2.10824251,1.236433701,2.977568537,0.5509283992
944,0.058,0.1404878096,0.1375228474,0.146912567,0.2661813255,0.2030875401,0.9424324324,0.8207425631,0.8458506262,0.8374729581,0.7083604953,0.7647833254,0.05405405405,0.1083203442,0.1075662812,0.1081882983,0.1083933193,0.1081955842,0.07828293926,0.1066300691,0.2109848623,0.09549005652,0.1250972648,2.096961061,1.236433701,2.977568537,0.5509871579
945,0.05571428571,0.1388426355,0.1378636487,0.1478812764,0.2674020241,0.2029076363,0.9445945946,0.8222335196,0.8455506466,0.8366116694,0.7073133226,0.7649748145,0.05405405405,0.1082057516,0.1075023581,0.108082682,0.108234638,0.1080802303,0.0792541101,0.1066325332,0.2109848623,0.09441826762,0.1236636046,2.072280498,1.236433701,2.977568537,0.5642466399
946,0.05571428571,0.1384920956,0.137970601,0.1463722862,0.2661892617,0.2021345383,0.9445945946,0.8225698146,0.8454577273,0.837950452,0.708392187,0.7656720438,0.05405405405,0.1080986309,0.1074427952,0.1079839728,0.1082282181,0.1080418882,0.07971451843,0.1066348136,0.2109848623,0.09422370897,0.12338087,2.066127751,1.236433701,2.977568537,0.5384049459
947,0.05457142857,0.137056143,0.1373210951,0.1467053747,0.2659052385,0.201351399,0.9456756757,0.8238647099,0.8460293309,0.8376550046,0.708661006,0.7663915952,0.05405405405,0.1079985534,0.1073873176,0.1078917715,0.1081662622,0.1079712352,0.07939136049,0.1066369241,0.2109848623,0.0932979499,0.1221360134,2.057764612,1.236433701,2.977568537,0.5484266742
948,0.05457142857,0.1363160225,0.1367713142,0.1461769782,0.265077962,0.2005947637,0.9456756757,0.8245439998,0.8465202616,0.8381167178,0.7093964977,0.7670749658,0.05405405405,0.1079051073,0.1073356646,0.1078056956,0.1081569599,0.1079295784,0.07922779934,0.1066388777,0.2109848623,0.09283448557,0.1215034465,2.04777721,1.236433701,2.977568537,0.5353897045
949,0.054,0.1359193724,0.1364449874,0.1464597011,0.2650309646,0.2004139134,0.9462162162,0.8249228458,0.8468112794,0.8378579222,0.7094463588,0.7672548113,0.05405405405,0.1078178985,0.1072875897,0.1077253788,0.108092802,0.107860881,0.07853286494,0.1066406859,0.2109848623,0.09259162578,0.121168205,2.044173305,1.236433701,2.977568537,0.5608113228
950,0.05371428571,0.1359208743,0.1377075038,0.1442532549,0.2641920602,0.1999754216,0.9464864865,0.8249434474,0.845683853,0.8397247868,0.7101265614,0.7676244109,0.05405405405,0.1077365503,0.1072428595,0.1080944703,0.108300444,0.1079104535,0.07937628094,0.1066423599,0.2109987218,0.09262063924,0.1211882774,2.047286579,1.236433701,2.977568537,0.5299773002
951,0.05571428571,0.1350707778,0.1393975235,0.1432676729,0.2647396422,0.1996066545,0.9445945946,0.8257135567,0.8442237286,0.8406171659,0.7096334101,0.7679341523,0.05405405405,0.1076607038,0.1078012876,0.1079970005,0.1084990221,0.1079783375,0.07929031005,0.1066439095,0.2109987218,0.09207999097,0.1204560914,2.043942825,1.236433701,2.977568537,0.5289047024
952,0.05342857143,0.1346491368,0.1400629229,0.1436805221,0.2657013533,0.1999466033,0.9467567568,0.8261119717,0.843611812,0.8402558099,0.7088134068,0.7676652924,0.05405405405,0.1075900174,0.1077238403,0.1079056967,0.1083443905,0.107875619,0.07931908205,0.1066453442,0.2109987218,0.0918119596,0.1200930197,2.02519864,1.236433701,2.977568537,0.5261534274
953,0.052,0.133757903,0.1409876901,0.1418640134,0.2648190071,0.1989032809,0.9481081081,0.8269252382,0.8428355092,0.8418894115,0.7095566835,0.768568058,0.05405405405,0.1075241666,0.1082513234,0.1078202283,0.1086330969,0.1079853908,0.07935777041,0.1066466725,0.2109987218,0.09122603001,0.1193126785,2.026377889,1.236433701,2.977568537,0.5184737279
954,0.05114285714,0.133777495,0.1420932534,0.1415666657,0.2655883032,0.1994036501,0.9489189189,0.8269186795,0.8418332974,0.8421539841,0.708895887,0.7681481336,0.05405405405,0.107462844,0.1081446474,0.107740275,0.1084903697,0.1078920127,0.0794891754,0.1066479024,0.2109987218,0.09126914767,0.1193498984,2.019314192,1.236433701,2.977568537,0.5175097073
955,0.05,0.1328943689,0.1401861321,0.1430605233,0.2653510552,0.1986601863,0.95,0.8277270931,0.8435247498,0.8408724013,0.7090626087,0.7687830075,0.05405405405,0.1074057586,0.1080445252,0.108265561,0.1087650208,0.1079896679,0.07935345019,0.1066490412,0.2109987218,0.09067867103,0.1185700276,2.009097456,1.236433701,2.977568537,0.5269005884
