k,b_norm_griebel_innovation_mean,b_norm_griebel_innovation_q05,b_norm_griebel_innovation_q50,b_norm_griebel_innovation_q95,b_norm_radial_mean,b_norm_radial_q05,b_norm_radial_q50,b_norm_radial_q95,b_norm_x_mean,b_norm_x_q05,b_norm_x_q50,b_norm_x_q95,b_norm_y_mean,b_norm_y_q05,b_norm_y_q50,b_norm_y_q95,b_norm_comp_mean,b_norm_comp_q05,b_norm_comp_q50,b_norm_comp_q95,b_norm_overall_mean,b_norm_overall_q05,b_norm_overall_q50,b_norm_overall_q95,d_norm_griebel_innovation_mean,d_norm_griebel_innovation_q05,d_norm_griebel_innovation_q50,d_norm_griebel_innovation_q95,d_norm_radial_mean,d_norm_radial_q05,d_norm_radial_q50,d_norm_radial_q95,d_norm_x_mean,d_norm_x_q05,d_norm_x_q50,d_norm_x_q95,d_norm_y_mean,d_norm_y_q05,d_norm_y_q50,d_norm_y_q95,d_norm_comp_mean,d_norm_comp_q05,d_norm_comp_q50,d_norm_comp_q95,d_norm_overall_mean,d_norm_overall_q05,d_norm_overall_q50,d_norm_overall_q95,p_ok_griebel_innovation_mean,p_ok_griebel_innovation_q05,p_ok_griebel_innovation_q50,p_ok_griebel_innovation_q95,p_ok_radial_mean,p_ok_radial_q05,p_ok_radial_q50,p_ok_radial_q95,p_ok_x_mean,p_ok_x_q05,p_ok_x_q50,p_ok_x_q95,p_ok_y_mean,p_ok_y_q05,p_ok_y_q50,p_ok_y_q95,p_ok_comp_mean,p_ok_comp_q05,p_ok_comp_q50,p_ok_comp_q95,p_ok_overall_mean,p_ok_overall_q05,p_ok_overall_q50,p_ok_overall_q95,u_griebel_innovation_mean,u_griebel_innovation_q05,u_griebel_innovation_q50,u_griebel_innovation_q95,u_radial_mean,u_radial_q05,u_radial_q50,u_radial_q95,u_x_mean,u_x_q05,u_x_q50,u_x_q95,u_y_mean,u_y_q05,u_y_q50,u_y_q95,u_comp_mean,u_comp_q05,u_comp_q50,u_comp_q95,u_overall_mean,u_overall_q05,u_overall_q50,u_overall_q95,griebel_multinomial_dc_mean,griebel_multinomial_dc_q05,griebel_multinomial_dc_q50,griebel_multinomial_dc_q95,griebel_multinomial_uncertainty_mean,griebel_multinomial_uncertainty_q05,griebel_multinomial_uncertainty_q50,griebel_multinomial_uncertainty_q95,griebel_multinomial_threshold_mean,griebel_multinomial_threshold_q05,griebel_multinomial_threshold_q50,griebel_multinomial_threshold_q95,dc_josang_history_mean,dc_josang_history_q05,dc_josang_history_q50,dc_josang_history_q95,dc_norm_history_mean,dc_norm_history_q05,dc_norm_history_q50,dc_norm_history_q95,nis_score_mean,nis_score_q05,nis_score_q50,nis_score_q95,nis_lower_band_mean,nis_lower_band_q05,nis_lower_band_q50,nis_lower_band_q95,nis_upper_band_mean,nis_upper_band_q05,nis_upper_band_q50,nis_upper_band_q95,rmse_mean,rmse_q05,rmse_q50,rmse_q95
204,0.7988571428571422,0.6857142857142857,0.7999999999999999,0.9142857142857143,0.7055021805469037,0.5583162473014547,0.7184446154853439,0.8111561024375047,0.7694970343045864,0.6462423106326829,0.7761939139210112,0.8850357736752918,0.7708667371568491,0.624206556787248,0.7892422086135047,0.8699509064370547,0.5922696267993013,0.46035331267539253,0.5991305932956443,0.7263883849320938,0.6473132387525372,0.5205317588298419,0.6563546694805935,0.7680486094611685,0.2011428571428569,0.08571428571428574,0.20000000000000004,0.3142857142857144,0.2944978194530956,0.18884389756249528,0.2815553845146561,0.4416837526985452,0.23050296569541362,0.1149642263247082,0.2238060860789888,0.35375768936731716,0.22913326284315116,0.1300490935629452,0.2107577913864953,0.37579344321275193,0.40773037320069894,0.27361161506790627,0.40086940670435567,0.5396466873246075,0.3526867612474631,0.23195139053883154,0.3436453305194066,0.479468241170158,0.8070270270270272,0.7000000000000004,0.8081081081081083,0.9162162162162163,0.6833109209905818,0.5520536035127022,0.6924536130839003,0.7779671081318058,0.7628686427854977,0.6554081860027948,0.7684700960155666,0.8660572472306314,0.7640085166777054,0.6334791049273671,0.7797382441225115,0.8525811479134254,0.5824812625366607,0.4644570274665546,0.5885907390064925,0.6984128692609349,0.6316407140872493,0.5179525814928533,0.6396136422008842,0.7392768431262223,0.054054054054055826,0.05405405405405572,0.05405405405405572,0.054054054054055944,0.10860203646858874,0.10666348513079504,0.10679005636849415,0.1201195157768673,0.11292488866677436,0.10666348513079504,0.10683436678579616,0.138917398751212,0.11138014725743244,0.10666348513079504,0.10666395083592967,0.13299392916434044,0.10261053320977487,0.0916365500469182,0.10148007178266805,0.11563046106836478,0.10526487162914655,0.09869512947527542,0.10421859908293452,0.11457552334893362,0.19087171855893129,0.11393429936281088,0.18844663608761003,0.2791678020667414,0.10646492792262068,0.10568940464286573,0.10666282604013982,0.1066628260401399,0.2108047991423337,0.20959954880078682,0.2110128548811631,0.2110128548811631,0.20039667904941344,0.1291773400907912,0.19231407908740467,0.30122522674247193,0.26238806077512417,0.16870114930279662,0.251339539586959,0.3942365303513832,12.93751829151636,4.6874982741690845,11.844278130649425,24.888077554701347,1.236433701309239,1.2364337013092417,1.2364337013092417,1.2364337013092417,2.9775685365661952,2.977568536566194,2.977568536566194,2.977568536566194,0.5328549648454829,0.10703299334538179,0.5392277039189164,0.9290467521254272
205,0.8237142857142854,0.7142857142857142,0.8285714285714285,0.9428571428571428,0.7096576986885007,0.558323348896154,0.7250468659504125,0.8192408305992991,0.7716094429145813,0.6332013318291532,0.7781760516039049,0.8827865616401617,0.7703995182894952,0.6194792132636918,0.7864134410948997,0.8674743363052758,0.5940623187306547,0.4597181345139163,0.6039223446453101,0.736419183906622,0.6506838774736693,0.5148037656366952,0.6606120019582908,0.769610423195071,0.17628571428571413,0.05714285714285716,0.17142857142857146,0.2857142857142858,0.2903423013114996,0.18075916940070083,0.27495313404958754,0.441676651103846,0.22839055708541828,0.11721343835983825,0.22182394839609504,0.3667986681708468,0.22960048171050462,0.13252566369472416,0.21358655890510014,0.3805207867363081,0.4059376812693455,0.26358081609337797,0.3960776553546898,0.5402818654860835,0.34931612252633115,0.23038957680492897,0.33938799804170916,0.4851962343633048,0.8305405405405408,0.7270270270270274,0.8351351351351353,0.9432432432432433,0.6870396642640805,0.5519579956361645,0.7010131645142033,0.7851870398537156,0.7647476967805305,0.6442895479174916,0.7702914566525145,0.8637418321670071,0.7637527661461724,0.6296708585216506,0.7779543172700331,0.850334861238875,0.5840552754853419,0.4644321069214981,0.5927378588556109,0.7074352056833284,0.6346112971704956,0.5129807052449794,0.6432628516549828,0.7403968014026662,0.05405405405405585,0.05405405405405572,0.05405405405405572,0.054054054054055944,0.10846641619551063,0.10666347359278872,0.1067807324506776,0.11915617845971949,0.11364397897136637,0.10666347359278872,0.10684141688241722,0.13944053883078422,0.11271845069678765,0.10666347359278872,0.10666402901111521,0.1440925710724736,0.10362908522219871,0.09132809141466812,0.10221743728070026,0.12110741928447598,0.10572875256800027,0.09871414681538747,0.10457926233831555,0.11462749606266245,0.18782992039871754,0.11142178550267672,0.18250822340923037,0.27983489368192715,0.10647966882054469,0.10576121974940397,0.10666286300682812,0.1066628630068282,0.21081893220313744,0.20959954880078682,0.2110128548811631,0.2110128548811631,0.19763070346362135,0.12364497208074485,0.18802488582575866,0.3004606496518248,0.2587271276381643,0.16147741687564238,0.24558983890843494,0.393477012925115,9.488168434761198,3.349963533370026,8.278854971029837,17.108110693407784,1.236433701309239,1.2364337013092417,1.2364337013092417,1.2364337013092417,2.9775685365661952,2.977568536566194,2.977568536566194,2.977568536566194,0.5056222651782873,0.12163362297168522,0.5327734601897811,1.011301097755008
206,0.8308571428571425,0.7142857142857142,0.8285714285714285,0.9428571428571428,0.7129820146954304,0.5622501297320284,0.7290073284764864,0.8275309730957102,0.7759738498065282,0.6504350042500404,0.7829006335584245,0.8909645867202429,0.7724095055776832,0.6349715127576457,0.7911941052518499,0.8705183879363881,0.5989050898862377,0.4638716815750394,0.6055541062857117,0.7290077023098428,0.6549399294716561,0.5275152214840605,0.6661312080879989,0.7678300816509469,0.169142857142857,0.05714285714285716,0.17142857142857146,0.2857142857142858,0.28701798530456946,0.1724690269042898,0.2709926715235136,0.43774987026797163,0.22402615019347183,0.10903541327975708,0.21709936644157543,0.34956499574995953,0.227590494422317,0.12948161206361192,0.2088058947481502,0.3650284872423542,0.4010949101137623,0.27099229769015726,0.3944458937142883,0.5361283184249606,0.34506007052834375,0.23216991834905315,0.3338687919120012,0.4724847785159395,0.8372972972972973,0.7270270270270274,0.8351351351351353,0.9432432432432433,0.6900193421790606,0.5555934259950952,0.7037619005083111,0.792574971923194,0.7685939298745126,0.6587744012667845,0.7743571050627052,0.8713536765001068,0.7655238589495282,0.6432082178503976,0.7821253965724123,0.8530842856366374,0.588415294328123,0.4679539495155577,0.5950904536181759,0.7012870809554117,0.6384183693210435,0.5241534548480927,0.6490050711429883,0.7384667842422205,0.05405405405405585,0.05405405405405572,0.05405405405405572,0.054054054054055944,0.10833984370282954,0.10666346290390194,0.10677209436835317,0.11826001238973771,0.11316435776418167,0.10666346290390194,0.10682831549589822,0.1371895310402313,0.11290401274640083,0.10666346290390194,0.10666474434542711,0.14650937694950783,0.1038063345299438,0.09077896615845178,0.10228416618325942,0.12121836378827322,0.10577509951734777,0.09932701196515543,0.10444086791862167,0.1142482791822126,0.18540285356197278,0.1113184538560885,0.1793079398080749,0.2781919194929262,0.10649330474483207,0.10582772974140785,0.1066628972530103,0.1066628972530104,0.21083177831525568,0.20959954880078682,0.2110128548811631,0.2110128548811631,0.19543641833999487,0.11795976227185545,0.1836157630622684,0.299065223564069,0.2558107359695247,0.15406212916326809,0.24059342353193897,0.39093736045463856,9.373127439793208,3.314208901404402,8.189100894142886,16.82693829891229,1.236433701309239,1.2364337013092417,1.2364337013092417,1.2364337013092417,2.9775685365661952,2.977568536566194,2.977568536566194,2.977568536566194,0.5348446475876019,0.13135330841994478,0.5165619873681415,0.9561767244027016
207,0.8359999999999996,0.7414285714285713,0.8285714285714285,0.9428571428571428,0.717747690633228,0.5516980593100138,0.7320710461511295,0.8233280521799544,0.7780224468045606,0.6620368985438566,0.7818167703334733,0.8884013844469559,0.775131204764847,0.6307933866517528,0.7881477793014269,0.872825032618292,0.6023121695192687,0.4625677746433978,0.6136339437900977,0.7285659569534323,0.6584193079293891,0.5164397312543052,0.6664445003692047,0.7752096164143703,0.16399999999999987,0.05714285714285716,0.17142857142857146,0.25857142857142856,0.28225230936677187,0.1766719478200457,0.2679289538488705,0.44830194068998613,0.22197755319543963,0.11159861555304403,0.2181832296665267,0.3379631014561433,0.22486879523515263,0.1271749673817079,0.21185222069857312,0.3692066133482473,0.397687830480731,0.2714340430465677,0.3863660562099023,0.5374322253566021,0.3415806920706111,0.22479038358562978,0.3335554996307954,0.48356026874569485,0.8421621621621622,0.752702702702703,0.8351351351351353,0.9432432432432433,0.6939265504460195,0.5461713105369752,0.7073151215796336,0.7856085639445693,0.7704113046077685,0.6670700360452809,0.7737463946129968,0.8690601252638391,0.7679200523632056,0.6394419850091111,0.7791567113158958,0.855148742131876,0.5914768960484696,0.4668077500444703,0.6023015644325413,0.7011605522080419,0.6414764287672354,0.5148375072688882,0.6491938685178833,0.745878754552425,0.05405405405405586,0.05405405405405572,0.05405405405405572,0.054054054054055944,0.10935827776646483,0.10666345300164526,0.10676409169715168,0.11943551023523417,0.11271558993443058,0.10666345300164526,0.10681617761232709,0.13508276275803482,0.11247725947669472,0.10666345300164526,0.1066646401380173,0.14381427479509548,0.1036903304611225,0.09111936424881488,0.10236445162192104,0.12028820800228412,0.10605824753339846,0.09935292765866979,0.1047346252565659,0.11727633943172039,0.18305556290629008,0.10266835540871437,0.17789700005459097,0.2716734211950786,0.10650591993231366,0.10588932788314885,0.10666292897889812,0.10666292897889819,0.21083177831525568,0.20959954880078682,0.2110128548811631,0.2110128548811631,0.1919424715754307,0.11899783764988972,0.18121760507079998,0.2982457211977863,0.2513943106707482,0.15773945707003414,0.23934796026071534,0.4003765014428056,9.288629125263224,3.347161395831963,8.094653429711538,16.683021750688887,1.236433701309239,1.2364337013092417,1.2364337013092417,1.2364337013092417,2.9775685365661952,2.977568536566194,2.977568536566194,2.977568536566194,0.5361130098831314,0.2210632563977752,0.4862979514373473,0.9987846836084854
208,0.8405714285714281,0.7428571428571428,0.8285714285714285,0.9428571428571428,0.7211900441133016,0.560781969573583,0.7364710862077495,0.8243046282527224,0.781640854002545,0.6750555174998061,0.7840903557541281,0.8831318693808867,0.7773466543122386,0.6393084719586442,0.7942815337287694,0.8748818872511896,0.6067425885524057,0.47676982538227175,0.6148314905909756,0.7354514419315706,0.6622878635498745,0.529613084550311,0.6653759362265036,0.7817642838978024,0.1594285714285713,0.05714285714285716,0.17142857142857146,0.25714285714285723,0.2788099558866986,0.17569537174727753,0.26352891379225063,0.439218030426417,0.2183591459974547,0.11686813061911329,0.2159096442458719,0.3249444825001938,0.2226533456877614,0.1251181127488103,0.20571846627123053,0.3606915280413559,0.3932574114475942,0.26454855806842925,0.3851685094090243,0.5232301746177282,0.3377121364501251,0.21823571610219747,0.33462406377349635,0.470386915449689,0.846486486486487,0.7540540540540543,0.8351351351351353,0.9432432432432433,0.696879353598524,0.5542844732847049,0.710790197278751,0.7887537357380248,0.7736029361843832,0.678658915527571,0.7758564210808983,0.8643534534614334,0.7698532952442366,0.6497745156470923,0.7846668240117992,0.8567555886879495,0.5954038763337581,0.47891746836218446,0.6029651019567654,0.7092465012919184,0.6448746492256027,0.5267039420524614,0.647499431516217,0.7512620544734914,0.05405405405405586,0.05405405405405572,0.05405405405405572,0.054054054054055944,0.10977533212647078,0.10666344382812798,0.10676733262510074,0.1240190799399107,0.1122959614454249,0.10666344382812798,0.10680493241947575,0.13311237968200895,0.1132091422164282,0.10666344382812798,0.10666603375198547,0.15568312946837026,0.10417659547613338,0.09147338826193305,0.10256680586703598,0.12171944530889911,0.10648134931236716,0.09878150808819341,0.10474588330851398,0.11870380673298744,0.1806928600320262,0.1084031388965779,0.17437429356100015,0.2674514100048075,0.10651759199376143,0.10594637809264468,0.10666295836996903,0.1066629583699691,0.21084591137605943,0.20959954880078682,0.2110128548811631,0.2110128548811631,0.18946057743946604,0.11704468253806566,0.17816561845761847,0.2908118740901769,0.24823298033824073,0.1528567807819865,0.23277460673860703,0.3921612116861394,9.212732385613428,3.2244066494547723,8.06580091286109,16.621652985940386,1.236433701309239,1.2364337013092417,1.2364337013092417,1.2364337013092417,2.9775685365661952,2.977568536566194,2.977568536566194,2.977568536566194,0.5520909605207986,0.187609547514744,0.4903975428045121,1.1206136012618948
209,0.8448571428571424,0.7428571428571428,0.8571428571428571,0.9428571428571428,0.7257878612876781,0.5706919463810097,0.7399320371944398,0.8335972301859592,0.7856695731262933,0.6837848502711795,0.7862673651740204,0.8939794514503409,0.7795109962873221,0.6461396961120078,0.8002537417694118,0.8783225746412306,0.6113801522919647,0.4832249197748691,0.6225281444187051,0.7383781826313609,0.6670089250665638,0.5367777403480632,0.6713976367756613,0.7866637909966782,0.15514285714285697,0.05714285714285716,0.14285714285714288,0.25714285714285723,0.274212138712322,0.16640276981404079,0.2600679628055603,0.4293080536189904,0.2143304268737065,0.10602054854965916,0.21373263482597965,0.3162151497288203,0.22048900371267804,0.1216774253587694,0.19974625823058817,0.3538603038879921,0.38861984770803515,0.2616218173686391,0.3774718555812949,0.5167750802251309,0.33299107493343655,0.21333620900332195,0.32860236322433856,0.4632222596519369,0.8505405405405411,0.7540540540540543,0.8621621621621622,0.9432432432432433,0.7009903251626742,0.5631362445393323,0.7143115079649622,0.7920208578808612,0.7771317883180816,0.6864543396276396,0.7775334212042573,0.8713205668468215,0.7717809603682901,0.6528174715546139,0.7902307835402769,0.8600601099286503,0.5994818198677486,0.484868188584297,0.6096968933993624,0.7125437452649706,0.6490521830667018,0.5327540273389244,0.6538097328219641,0.7559144586019264,0.05405405405405586,0.05405405405405572,0.05405405405405572,0.054054054054055944,0.10956509455204932,0.10666343532972,0.10675968021297988,0.12278755868736833,0.11250144177754505,0.10666343532971989,0.10679451430294357,0.13903584926888043,0.11355693253101856,0.10666343532971989,0.10666583465372032,0.152597670986473,0.10483982742349421,0.09187033984759806,0.10255486597442454,0.12497382276351301,0.10672257312006699,0.09873598728633716,0.10502417689765259,0.11816674103810297,0.17696470808724712,0.1029806122982191,0.17121192150911135,0.26095341953742524,0.10652839246477779,0.10599921715902741,0.10666298559805047,0.10666298559805053,0.2108731323964356,0.20959954880078682,0.2110128548811631,0.2110128548811631,0.18646586676158133,0.11336797422549404,0.17785054884533044,0.2833622548811593,0.2442271275613011,0.14835384988505093,0.23229744196125257,0.3832147723101943,9.149093411379152,3.2036750479749734,7.9725323377724,16.65821305638473,1.236433701309239,1.2364337013092417,1.2364337013092417,1.2364337013092417,2.9775685365661952,2.977568536566194,2.977568536566194,2.977568536566194,0.5205699253735993,0.12691851329177872,0.4789221649256348,1.045635716688241
210,0.8479999999999995,0.7428571428571428,0.8571428571428571,0.9428571428571428,0.7308744212351386,0.5853558948642354,0.7470332091107202,0.8313878437734804,0.7880999960063326,0.6408826263521002,0.7914908579209544,0.8856087366425149,0.7815258933624887,0.6477151261179548,0.7996499401290031,0.873920979620216,0.6149814238000821,0.4870372223982262,0.6237131617642359,0.7565982759947155,0.6714868254342613,0.5496036048488209,0.6824462570583674,0.7796639605003547,0.15199999999999986,0.05714285714285716,0.14285714285714288,0.25714285714285723,0.26912557876486126,0.1686121562265196,0.25296679088927976,0.4146441051357645,0.21190000399366743,0.11439126335748512,0.20850914207904558,0.35911737364789975,0.2184741066375109,0.12607902037978402,0.20035005987099688,0.3522848738820451,0.3850185761999176,0.24340172400528448,0.37628683823576403,0.5129627776017738,0.32851317456573853,0.22033603949964534,0.31755374294163263,0.4503963951511791,0.8535135135135138,0.7540540540540543,0.8621621621621622,0.9432432432432433,0.7055577599232415,0.5762173087860661,0.7206584317821458,0.7959746932155369,0.7792977451304737,0.6504909001405373,0.7824901630736902,0.8649333300560598,0.7735089825472499,0.6571310755098544,0.7885652788081665,0.8561278415324527,0.6026602897139592,0.4882608752114898,0.6102256668806676,0.726007268744532,0.653025786540942,0.5446806803002535,0.6631366678758142,0.7494540314466112,0.05405405405405586,0.05405405405405572,0.05405405405405572,0.054054054054055944,0.10936792493892655,0.10666342745673751,0.10675259073947574,0.12164040593838699,0.11324702812173415,0.10666342745673751,0.10678486246554098,0.14409257107247342,0.11364293118527247,0.10666342745673751,0.10666565020758384,0.15277012367118142,0.10544893857232422,0.092341556704209,0.10287326196094448,0.12610077373337214,0.10695809081385602,0.09901110985860402,0.10514060557055105,0.11811896109345706,0.17361768513645515,0.0978988402628172,0.16697625006161784,0.2534817669881218,0.10653838730659292,0.10604815678848582,0.10666301082232449,0.10666301082232454,0.21088726545723938,0.20959954880078682,0.2110128548811631,0.2110128548811631,0.18309818972725012,0.11528620273990457,0.17299986009444582,0.2757182069200391,0.23975827760729498,0.15059359573109038,0.22595815686471818,0.3700957276697968,9.096516492598106,3.324909162018309,7.974089698048829,16.813790123713478,1.236433701309239,1.2364337013092417,1.2364337013092417,1.2364337013092417,2.9775685365661952,2.977568536566194,2.977568536566194,2.977568536566194,0.5300423146196862,0.19442006466466008,0.4326995964381393,1.0575071053550649
211,0.8499999999999994,0.7428571428571428,0.8571428571428571,0.9428571428571428,0.734818401146384,0.5892898189102833,0.7478871955384185,0.8334315256709997,0.790473007152071,0.6598902295966845,0.7910765563958773,0.8957365034172933,0.7861026249955,0.6464874273532969,0.8080686298192666,0.8763382920739873,0.6203007680843331,0.47669112368128136,0.6343340780512643,0.7451842629229638,0.6761143432745277,0.5610712910361895,0.6847291714352493,0.7875262052002162,0.14999999999999986,0.05714285714285716,0.14285714285714288,0.25714285714285723,0.26518159885361586,0.16656847432900035,0.25211280446158146,0.4107101810897167,0.2095269928479292,0.10426349658270673,0.20892344360412274,0.3401097704033156,0.2138973750044999,0.12366170792601278,0.19193137018073336,0.35351257264670305,0.3796992319156668,0.2548157370770362,0.36566592194873565,0.5233088763187186,0.3238856567254726,0.21247379479978384,0.31527082856475075,0.4389287089638106,0.8554054054054057,0.7540540540540543,0.8621621621621622,0.9432432432432433,0.709103378344587,0.5796599315579427,0.7214263980350093,0.7960358314913984,0.7813962284968667,0.6666197019494681,0.7821001874575313,0.8754922663999335,0.7775196816106228,0.6531180235002517,0.7953234432733064,0.858287339807121,0.6074006460360706,0.4788894389602628,0.6199835297975703,0.7186762949195878,0.6571589697557972,0.555077953404977,0.6656785095833591,0.7557934076765694,0.05405405405405585,0.05405405405405572,0.05405405405405572,0.054054054054055944,0.10918315446346155,0.10666342016315356,0.10674602280834589,0.12057225664996256,0.11279483609025868,0.10666342016315356,0.10677592057441365,0.14154755749682701,0.11375477444618294,0.10666342016315356,0.10666547933530174,0.15568312946837026,0.10566549741952234,0.09349714377936459,0.10348249436295592,0.12576877733376476,0.10703099540816544,0.09960277965754254,0.10565533012749434,0.1186319657175665,0.1711283959393161,0.09332402592033785,0.16527959802273243,0.2508610539589837,0.10654763736193709,0.10609348549258038,0.10666303419025831,0.10666303419025835,0.2109155315788469,0.2110128548811631,0.2110128548811631,0.2110128548811631,0.1805046179711885,0.11092239206366121,0.17242416153273415,0.26841321335989105,0.23630504442368236,0.14666129849281354,0.22520078813857888,0.3612756949517431,9.062247938248461,3.300682822428668,7.961586625209296,17.13802678825519,1.236433701309239,1.2364337013092417,1.2364337013092417,1.2364337013092417,2.9775685365661952,2.977568536566194,2.977568536566194,2.977568536566194,0.5083418367506101,0.12102459282567271,0.5005735122112575,0.9280307761429598
212,0.8511428571428565,0.7428571428571428,0.8571428571428571,0.9428571428571428,0.7406452207864572,0.5987902714575022,0.7566061792298181,0.8492402900645541,0.7940491188822024,0.6699810004062293,0.7958675570070315,0.8957428311336877,0.7895898127985354,0.657020047823629,0.8089031871815913,0.8715691277455313,0.6257913559029875,0.4901440612425058,0.6390518015182801,0.7552167324065228,0.6818759511543543,0.5727157331903101,0.6906887608844114,0.7934482792727238,0.14885714285714274,0.05714285714285716,0.14285714285714288,0.25714285714285723,0.2593547792135429,0.15075970993544588,0.24339382077018196,0.4012097285424978,0.20595088111779755,0.1042571688663123,0.2041324429929684,0.3300189995937707,0.21041018720146457,0.1284308722544687,0.19109681281840868,0.3429799521763709,0.3742086440970126,0.24478326759347713,0.36094819848171983,0.5098559387574941,0.3181240488456456,0.20655172072727612,0.30931123911558855,0.42728426680968984,0.8564864864864866,0.7540540540540543,0.8621621621621622,0.9432432432432433,0.7143207701739955,0.5882222766366382,0.7292161436032953,0.8056281136344071,0.7846227628560039,0.6757770839136423,0.786400019548052,0.8755221285045307,0.7805876286616925,0.6627883394745886,0.7980451714871938,0.8540270124847356,0.6123128872101952,0.4911847807862179,0.6246692738334265,0.725160515592961,0.6623032180873346,0.5654116647323494,0.6696158703471614,0.7606026645728126,0.05405405405405585,0.05405405405405572,0.05405405405405572,0.054054054054055944,0.10901013059494798,0.10666341340632846,0.10673993806526028,0.11957802960533581,0.11292100665244821,0.10666341340632846,0.10676763643390369,0.14381427479509545,0.11327357638568326,0.10666341340632846,0.10666532103795001,0.1524352784347942,0.10590169971949848,0.0942821759290334,0.1041489442118762,0.12365837153144676,0.10710751438624054,0.10011160301011628,0.10573047387829992,0.11742976359252179,0.16806714124550112,0.09442537939920338,0.16345781983727165,0.24713213420457864,0.10655619877053116,0.10613547033154148,0.10666305583846647,0.10666305583846653,0.21094300189940932,0.2110128548811631,0.2110128548811631,0.2110128548811631,0.17662982703314878,0.10091630490850072,0.16646347524865474,0.26085701966406843,0.23117416452853048,0.13301331547861703,0.21741406990444814,0.35035608831792375,9.041089445219063,3.2811100031748412,7.925682483279543,17.09970101842464,1.236433701309239,1.2364337013092417,1.2364337013092417,1.2364337013092417,2.9775685365661952,2.977568536566194,2.977568536566194,2.977568536566194,0.5045521127161369,0.15076057339387106,0.48215120213514145,1.0153193076505684
213,0.8522857142857134,0.7428571428571428,0.8571428571428571,0.9428571428571428,0.7442764979515555,0.6099928314441004,0.7520364362302565,0.8505740234885132,0.7973538395062316,0.6577989066582739,0.8072729694571545,0.8976845230657199,0.7927587856604235,0.6598310891541906,0.8077783161381722,0.8739876785957567,0.6308418089801952,0.5001557450032968,0.6438667764356016,0.7401901141721056,0.686279758005169,0.5624464937798823,0.6925981433860666,0.7931543828049329,0.1477142857142856,0.05714285714285716,0.14285714285714288,0.25714285714285723,0.2557235020484445,0.14942597651148673,0.2479635637697435,0.3900071685558997,0.20264616049376838,0.10231547693427998,0.1927270305428455,0.34220109334172616,0.20724121433957657,0.12601232140424326,0.1922216838618278,0.3401689108458093,0.3691581910198049,0.2598098858278944,0.35613322356439847,0.49984425499670304,0.31372024199483084,0.2068456171950671,0.3074018566139334,0.4375535062201176,0.8575675675675677,0.7540540540540543,0.8621621621621622,0.9432432432432433,0.7174827099971796,0.5962523627299633,0.7251411750528518,0.8127592675816865,0.7875619050453483,0.6654373625902533,0.7951269180635367,0.8773568517905516,0.7834022815698364,0.6664815855470221,0.7954022319760481,0.8560003736729287,0.6168106970882675,0.5001371703752748,0.6292504661335178,0.7123131687102202,0.6661909014760414,0.5562880323805794,0.6726851669557956,0.7617747717122195,0.05405405405405586,0.05405405405405572,0.05405405405405572,0.054054054054055944,0.10944825168592447,0.10666340714676026,0.10673711951992326,0.1263556831966502,0.11249029361371683,0.10666340714676026,0.10675996168228835,0.14128640910458046,0.1128225315413308,0.10666340714676026,0.10666517439011586,0.14938020034265254,0.10586596642799023,0.09430628869115704,0.10406512253926775,0.12329648843560677,0.1072726767374132,0.10006594440714237,0.10574575078408288,0.11972532392708646,0.16532077164346443,0.08877388196571592,0.15923203457611113,0.2454922435729008,0.10656412334821748,0.10617435852409018,0.10666307589350957,0.10666307589350962,0.21094300189940932,0.2110128548811631,0.2110128548811631,0.2110128548811631,0.173943621980694,0.10220545173750493,0.1695995812531441,0.25320368252585335,0.22779316415985829,0.1334822372735648,0.22150305310721313,0.3394392648668653,9.018956674063357,3.270717774982294,8.001130397533013,17.102638146342336,1.236433701309239,1.2364337013092417,1.2364337013092417,1.2364337013092417,2.9775685365661952,2.977568536566194,2.977568536566194,2.977568536566194,0.5086344691039685,0.13228957128654478,0.49102640104332973,1.017660380278485
