k,p_ok_griebel_innovation_mean,p_ok_radial_mean,p_ok_x_mean,p_ok_y_mean,p_ok_overall_mean,u_griebel_innovation_mean,u_radial_mean,u_x_mean,u_y_mean,u_overall_mean,griebel_multinomial_dc_mean,griebel_multinomial_uncertainty_mean,griebel_multinomial_threshold_mean,dc_josang_history_mean,dc_norm_history_mean,nis_score_mean,nis_lower_band_mean,nis_upper_band_mean,rmse_mean
10,0.9623076923076912,0.5898148148148148,0.6804489334243976,0.6822081926836567,0.519300704246272,0.1538461538461534,0.3888888888888885,0.3888888888888885,0.3888888888888885,0.3592686492259631,0.090641728831765,0.3888888888888886,0.3325079939033706,0.1130070546737214,0.2157407407407408,1.7611119520827578,0.7857014909696727,3.890514090846237,0.590800743473355
11,0.9592857142857154,0.602982456140351,0.6913024983318867,0.695074428156448,0.5347790280501825,0.1428571428571424,0.3684210526315792,0.3684210526315792,0.3684210526315792,0.3426868032877175,0.0950108759219018,0.3684210526315792,0.3289489310729251,0.1152037989711119,0.2128070175438596,1.7808411444560104,0.8238527918534547,3.796542661377545,0.5674887292394493
12,0.9560000000000004,0.6180833333333332,0.7022373734152917,0.7122373734152916,0.5532173958981609,0.1333333333333334,0.3500000000000006,0.3500000000000006,0.3500000000000006,0.3283985924701124,0.0994930627378519,0.3500000000000006,0.3248598471812172,0.1152821428571427,0.2069166666666666,1.8295817093440851,0.8584798004741662,3.714606333265916,0.5481034325352779
13,0.9556250000000012,0.6366666666666668,0.7190355937288487,0.7240355937288485,0.5733265867248345,0.1249999999999999,0.3333333333333329,0.333333333333333,0.333333333333333,0.315530941323814,0.101188547910745,0.3333333333333329,0.3211528178402641,0.1123809523809521,0.1966666666666665,1.8308293872325636,0.8900954248573255,3.642384019178526,0.5325657466867926
14,0.9552941176470594,0.6421969696969694,0.7178673091654164,0.7221854909835983,0.5747333542149222,0.1176470588235295,0.3181818181818176,0.3181818181818174,0.3181818181818174,0.3004161386657364,0.1045727062818872,0.3181818181818174,0.3173209872138866,0.1161304604486422,0.198712121212121,1.8379693264571413,0.9191146573001832,3.578130795349369,0.5048875821744162
15,0.9555555555555548,0.6433333333333334,0.7160035131147465,0.7250614841292392,0.5756699698600436,0.1111111111111112,0.3043478260869569,0.3043478260869569,0.3043478260869569,0.2871166433568578,0.1085325848691803,0.3043478260869568,0.3132134681790388,0.1219335673778017,0.2044927536231884,1.8455849878828747,0.9458770065884844,3.5205071849819256,0.4922512745807382
16,0.9542105263157904,0.6503472222222223,0.7214478111794097,0.7264478111794098,0.5819085817164327,0.1052631578947378,0.2916666666666671,0.2916666666666671,0.2916666666666671,0.2755005359682255,0.1102522721272,0.2916666666666671,0.3094008426184258,0.1237475198412697,0.2038194444444444,1.856279377472572,0.9706630867967296,3.4684662279717235,0.5463000945475497
17,0.9534999999999992,0.6595999999999996,0.726789898732233,0.7321232320655662,0.5907567594402463,0.0999999999999994,0.2800000000000003,0.2800000000000003,0.2800000000000004,0.2652119705315751,0.1094212276242372,0.2800000000000003,0.305748951957516,0.1236754285714285,0.2003999999999996,1.856571054346404,0.9937070279611224,3.421176617486517,0.5529692844921777
18,0.9523809523809514,0.6700641025641031,0.7371056718579168,0.7431313128835579,0.604617765987086,0.0952380952380956,0.269230769230769,0.269230769230769,0.269230769230769,0.2566445075871513,0.1095543095266101,0.2692307692307698,0.3024521046442214,0.1223436179205411,0.195320512820513,1.866163576057547,1.015205871520578,3.3779690714424286,0.531521652346776
19,0.950000000000001,0.6793827160493825,0.7479536099372532,0.753077066727377,0.6176383853750882,0.0909090909090907,0.2592592592592595,0.2592592592592595,0.2592592592592595,0.2486513445180597,0.1108656479124651,0.2592592592592594,0.2989576052279917,0.1212620027434841,0.1909876543209874,1.8774043202020427,1.0353267658485052,3.3382980916401888,0.5269549422645727
20,0.9491304347826096,0.6912500000000005,0.7571933619633034,0.7609433619633035,0.6302866128484247,0.0869565217391307,0.250000000000001,0.250000000000001,0.250000000000001,0.2409212174710806,0.1096614755394792,0.25,0.2955706628728277,0.1181249999999997,0.1837499999999995,1.8825806030710064,1.0542125382605017,3.3017141646143027,0.4979497598590187
21,0.9487499999999992,0.6918390804597702,0.7541292230450287,0.7597039356887072,0.6287364992049632,0.0833333333333336,0.2413793103448267,0.2413793103448267,0.2413793103448267,0.2321061111916844,0.1109072621735774,0.241379310344828,0.2927780591315597,0.1219024970273486,0.1874712643678162,1.889549058354541,1.0719860551466676,3.2678432026817763,0.4735222984984311
22,0.9496000000000002,0.6959999999999998,0.7548249156101945,0.7602693600546394,0.631259051500258,0.0799999999999998,0.2333333333333343,0.2333333333333343,0.2333333333333343,0.2242908417161604,0.111222379251394,0.2333333333333339,0.2892924373788183,0.1231047619047614,0.1873333333333331,1.8817899869687165,1.088753667460565,3.2363711031348488,0.4661205052161318
23,0.9496153846153844,0.7005913978494624,0.7574649720958869,0.7617122839238442,0.6352226905148247,0.0769230769230757,0.2258064516129038,0.2258064516129038,0.2258064516129038,0.2172151599206895,0.1099592123678663,0.2258064516129036,0.2856327300106674,0.1237639363757989,0.1865053763440859,1.8642182385888515,1.1046079585723905,3.207031988835185,0.4623317772724272
24,0.949259259259258,0.7081249999999997,0.7612941917178905,0.7653046083845573,0.6419870651059457,0.0740740740740741,0.2187500000000022,0.2187500000000023,0.2187500000000022,0.2108168106620563,0.1069239740552151,0.21875,0.281851931383865,0.1222098214285707,0.1824999999999995,1.8723951068387523,1.1196299546549295,3.179599138673155,0.4505014505550804
25,0.9496428571428572,0.7168181818181822,0.766861034393107,0.769032751564824,0.6499854108691413,0.071428571428572,0.2121212121212098,0.2121212121212098,0.2121212121212098,0.2049232106378186,0.1058220328536647,0.2121212121212121,0.2790914403743265,0.1196143250688711,0.1771212121212126,1.8756579768438864,1.133890917067433,3.153877911645206,0.4673925028495777
26,0.9500000000000002,0.722598039215687,0.7733259059305639,0.7740121804403678,0.65756703743495,0.068965517241378,0.2058823529411738,0.2058823529411738,0.2058823529411738,0.1995185259558804,0.1055118464491971,0.2058823529411771,0.2763948373675583,0.1187506178942173,0.1744607843137259,1.8795189770917864,1.1474538067429203,3.1297001678806096,0.4849219034357757
27,0.9503333333333344,0.7313333333333337,0.7807546895706426,0.7797546895706431,0.6674318890520022,0.0666666666666673,0.1999999999999992,0.1999999999999992,0.1999999999999992,0.1945259176139205,0.1037569137792704,0.1999999999999996,0.2734356626373498,0.115657142857143,0.1686666666666666,1.8817314706076484,1.160374489040522,3.106919827173992,0.5019555354845697
28,0.9503225806451624,0.7330092592592599,0.7814744667121993,0.7796226148603477,0.6685765349442171,0.064516129032258,0.1944444444444431,0.1944444444444431,0.1944444444444431,0.1890744881505657,0.102406478259887,0.1944444444444443,0.2703541087425067,0.1172211199294534,0.1697685185185186,1.883321904177788,1.172702731611157,3.085409301426927,0.513456026841374
29,0.9503125000000016,0.7362612612612607,0.782380562206464,0.7819751568010587,0.6714197834680293,0.0624999999999979,0.1891891891891898,0.1891891891891898,0.1891891891891898,0.1840836252682414,0.1017730666859175,0.1891891891891894,0.2669963356170931,0.1175519148492118,0.1691441441441439,1.8944362088403264,1.1844830359579523,3.0650566053209904,0.4967179750878292
