k,b_norm_griebel_innovation_mean,b_norm_radial_mean,b_norm_x_mean,b_norm_y_mean,b_norm_comp_mean,b_norm_overall_mean,d_norm_griebel_innovation_mean,d_norm_radial_mean,d_norm_x_mean,d_norm_y_mean,d_norm_comp_mean,d_norm_overall_mean,p_ok_griebel_innovation_mean,p_ok_radial_mean,p_ok_x_mean,p_ok_y_mean,p_ok_comp_mean,p_ok_overall_mean,u_griebel_innovation_mean,u_radial_mean,u_x_mean,u_y_mean,u_comp_mean,u_overall_mean,griebel_multinomial_dc_mean,griebel_multinomial_uncertainty_mean,griebel_multinomial_threshold_mean,dc_josang_history_mean,dc_norm_history_mean,nis_score_mean,nis_lower_band_mean,nis_upper_band_mean,rmse_mean
306,0.9094285714,0.8529403008,0.8537316006,0.8654853929,0.7369547293,0.7954509512,0.09057142857,0.1470596992,0.1462683994,0.1345146071,0.2630452707,0.2045490488,0.9116216216,0.8148155264,0.8380574606,0.8485713577,0.7110649188,0.7633800353,0.05405405405,0.1084477073,0.1094514796,0.1073162784,0.1091240418,0.108604369,0.09141684883,0.1065914874,0.2108997904,0.09997685676,0.13096062,2.607985095,1.236433701,2.977568537,0.7159438611
307,0.9045714286,0.8508193523,0.8531304228,0.8653532832,0.7363150708,0.79400603,0.09542857143,0.1491806477,0.1468695772,0.1346467168,0.2636849292,0.20599397,0.907027027,0.8129628026,0.8374861015,0.8484550297,0.7105142047,0.7621213951,0.05405405405,0.1083253534,0.1092617562,0.1072706765,0.1089565879,0.1084789192,0.09246383063,0.1065967831,0.2109139235,0.1014555572,0.1328745207,2.693151173,1.236433701,2.977568537,0.7267346138
308,0.8985714286,0.8496230317,0.852886608,0.865950667,0.7366087164,0.7935167676,0.1014285714,0.1503769683,0.147113392,0.134049333,0.2633912836,0.2064832324,0.9013513514,0.8119348447,0.8372710802,0.8489841349,0.7107889062,0.7617099392,0.05405405405,0.1082108486,0.1090839896,0.107228105,0.1088576832,0.108390794,0.0923305883,0.1066016878,0.2109139235,0.10229779,0.133959731,2.772742001,1.236433701,2.977568537,0.7551785139
309,0.8891428571,0.8440088478,0.8520299512,0.8676153439,0.7372645056,0.7910895697,0.1108571429,0.1559911522,0.1479700488,0.1323846561,0.2627354944,0.2089104303,0.8924324324,0.8068490974,0.8365087885,0.8504732243,0.7113698778,0.7595074481,0.05405405405,0.1087037912,0.1089175491,0.1071883828,0.1088038314,0.108552203,0.09509153535,0.1066062305,0.2109563226,0.1058773873,0.138799007,2.904964022,1.236433701,2.977568537,0.7256555539
310,0.8851428571,0.8405211192,0.8502820496,0.8676976178,0.73575764,0.7884619913,0.1148571429,0.1594788808,0.1497179504,0.1323023822,0.26424236,0.2115380087,0.8886486486,0.8037563106,0.8349600524,0.8505516966,0.710062494,0.7572012268,0.05405405405,0.1085649349,0.1087618215,0.1071513371,0.1086157246,0.1084088107,0.09724076337,0.106610438,0.2109845888,0.1083311795,0.141961222,2.988934682,1.236433701,2.977568537,0.7522669601
311,0.8805714286,0.8359399417,0.8496815113,0.8673049279,0.7348731333,0.7858510289,0.1194285714,0.1640600583,0.1503184887,0.1326950721,0.2651268667,0.2141489711,0.8843243243,0.7995657637,0.8344305433,0.8502053567,0.7093056143,0.7548289376,0.05405405405,0.1090348774,0.1086162128,0.1071168031,0.1084631035,0.1085356982,0.09905293698,0.106614335,0.2109845888,0.111261938,0.1459167975,3.051275577,1.236433701,2.977568537,0.7450283552
312,0.876,0.8323823074,0.8485938638,0.8696520409,0.7358933535,0.784428305,0.124,0.1676176926,0.1514061362,0.1303479591,0.2641066465,0.215571695,0.88,0.7963284716,0.8334660961,0.852304548,0.7102052559,0.753543819,0.05405405405,0.1094743589,0.1084801494,0.1070846242,0.1084551052,0.1087078193,0.1011902871,0.1066179446,0.2109845888,0.1134570091,0.1489343489,3.135927478,1.236433701,2.977568537,0.7671253958
313,0.8705714286,0.8257720761,0.8447537111,0.8665975051,0.7300511863,0.778542225,0.1294285714,0.1742279239,0.1552462889,0.1334024949,0.2699488137,0.221457775,0.8748648649,0.7902639512,0.8300991926,0.8496008065,0.7050151437,0.7482005476,0.05405405405,0.1104838265,0.1089530557,0.1076538581,0.10862403,0.1091811127,0.103292522,0.106621288,0.2109987218,0.1174660982,0.1544941355,3.211893486,1.236433701,2.977568537,0.7660955423
314,0.8628571429,0.8217804233,0.8433748892,0.8662987142,0.728593271,0.7756512514,0.1371428571,0.1782195767,0.1566251108,0.1337012858,0.271406729,0.2243487486,0.8675675676,0.7867544558,0.8288785493,0.8493144877,0.7037376841,0.7456687264,0.05405405405,0.1102287896,0.1087956935,0.1075872522,0.1084113758,0.1089822051,0.1052482131,0.1066243849,0.2109987218,0.120299564,0.1581311495,3.30683338,1.236433701,2.977568537,0.7033475351
315,0.8582857143,0.8170915883,0.8407565687,0.8669466525,0.7268257814,0.7723592192,0.1417142857,0.1829084117,0.1592434313,0.1330533475,0.2731742186,0.2276407808,0.8632432432,0.7824909843,0.8265408764,0.8498804937,0.7022022612,0.7427265452,0.05405405405,0.110588181,0.1086484619,0.1075247485,0.1081883332,0.1090135846,0.107966299,0.1066272534,0.2109987218,0.1233501283,0.1622149252,3.415013944,1.236433701,2.977568537,0.7427173708
316,0.8534285714,0.8129604346,0.8360384439,0.8644717766,0.7206906358,0.7674563997,0.1465714286,0.1870395654,0.1639615561,0.1355282234,0.2793093642,0.2325436003,0.8586486486,0.7787722197,0.822372292,0.8476437285,0.6967456145,0.7383299218,0.05405405405,0.1109246324,0.1090637766,0.1080661749,0.108287616,0.1091625414,0.1096783284,0.1066299104,0.2110128549,0.1259672564,0.1657654642,3.510302722,1.236433701,2.977568537,0.7301889959
317,0.8474285714,0.8083941571,0.8320539148,0.865242275,0.717930239,0.7636750398,0.1525714286,0.1916058429,0.1679460852,0.134757725,0.282069761,0.2363249602,0.852972973,0.7746856605,0.8188257982,0.8483131254,0.6943326883,0.7349848176,0.05405405405,0.1112371657,0.1088998039,0.107972504,0.1079654297,0.109132594,0.1132522739,0.1066323716,0.2110128549,0.1288685385,0.1696957567,3.603709369,1.236433701,2.977568537,0.713551361
318,0.842,0.8064176699,0.8276989483,0.8665663021,0.7152816379,0.7616065466,0.158,0.1935823301,0.1723010517,0.1334336979,0.2847183621,0.2383934534,0.8478378378,0.7729863125,0.8149709794,0.8494799864,0.6919769069,0.733143,0.05405405405,0.1115289848,0.1093462907,0.1078845074,0.1079918131,0.109272119,0.1144260846,0.1066346514,0.2110128549,0.1299039334,0.1712491951,3.674432574,1.236433701,2.977568537,0.6937915214
319,0.8354285714,0.7994847269,0.8198716974,0.8657736111,0.7080731555,0.7547674982,0.1645714286,0.2005152731,0.1801283026,0.1342263889,0.2919268445,0.2452325018,0.8416216216,0.7666107404,0.8081009413,0.8487614232,0.6855407367,0.7269474087,0.05405405405,0.1124009165,0.110926457,0.1078019149,0.1082942608,0.109723634,0.1178699351,0.1066367633,0.2110128549,0.1342679902,0.1771888013,3.788192384,1.236433701,2.977568537,0.7074675242
320,0.8308571429,0.7883473877,0.815399121,0.8644318052,0.7031398227,0.7470721112,0.1691428571,0.2116526123,0.184600879,0.1355681948,0.2968601773,0.2529278888,0.8372972973,0.7564469765,0.8040680414,0.847558832,0.6811707679,0.7199809645,0.05405405405,0.1144165211,0.1112419963,0.1077244601,0.1080866056,0.1103371989,0.1222704055,0.1066387194,0.2110128549,0.1407091968,0.1863447629,3.890191295,1.236433701,2.977568537,0.7568552899
321,0.8265714286,0.7830718119,0.8123378704,0.8645089259,0.7006140054,0.743135262,0.1734285714,0.2169281881,0.1876621296,0.1354910741,0.2993859946,0.256864738,0.8332432432,0.7517406934,0.8013072701,0.8476397865,0.6789748272,0.7165013658,0.05405405405,0.1147995475,0.1109359515,0.1076518811,0.1077225639,0.1102977501,0.1244205939,0.1066405315,0.2110128549,0.1440221101,0.1908595329,3.970434573,1.236433701,2.977568537,0.7627679069
322,0.8211428571,0.773283849,0.8074617873,0.8637440625,0.6957107711,0.7363786969,0.1788571429,0.226716151,0.1925382127,0.1362559375,0.3042892289,0.2636213031,0.8281081081,0.7428787541,0.7969281271,0.84695689,0.6746494968,0.7103932477,0.05405405405,0.1166516372,0.1112429242,0.1075839219,0.1075261923,0.110881912,0.1276039343,0.1072034838,0.2114395659,0.149515723,0.1987954273,4.085296777,1.236433701,2.977568537,0.7521532337
323,0.8157142857,0.7714850721,0.805057129,0.865239241,0.6947392386,0.7348082318,0.1842857143,0.2285149279,0.194942871,0.134760759,0.3052607614,0.2651917682,0.822972973,0.7411747632,0.7947534138,0.8482886244,0.6738146116,0.7089794202,0.05405405405,0.1165878452,0.1109347819,0.1075203335,0.1072824073,0.1108074714,0.1301524428,0.1071680408,0.2114157181,0.1509302302,0.2005313142,4.166574981,1.236433701,2.977568537,0.7409423869
324,0.8105714286,0.763397561,0.8009463929,0.8635025762,0.68990416,0.7284186877,0.1894285714,0.236602439,0.1990536071,0.1364974238,0.31009584,0.2715813123,0.8181081081,0.7338010548,0.791126121,0.8467465328,0.6695526302,0.7032352873,0.05405405405,0.1182441947,0.1112456265,0.1074608742,0.107086275,0.1113859823,0.1324369256,0.1071341276,0.2113924804,0.1554518557,0.2070768479,4.242250132,1.236433701,2.977568537,0.7272592934
325,0.8048571429,0.7599270422,0.7914442836,0.8637361553,0.6821609351,0.7224682159,0.1951428571,0.2400729578,0.2085557164,0.1362638447,0.3178390649,0.2775317841,0.8127027027,0.7307186985,0.7827869027,0.8469628826,0.6626715053,0.697973959,0.05405405405,0.1180722978,0.1127357562,0.1074053108,0.1073029646,0.1115120392,0.1360507856,0.1076629192,0.2117726941,0.1579186611,0.2102451526,4.328983185,1.236433701,2.977568537,0.7202582641
326,0.7994285714,0.7543835665,0.7839931137,0.8642931709,0.6762475283,0.7168206938,0.2005714286,0.2456164335,0.2160068863,0.1357068291,0.3237524717,0.2831793062,0.8075675676,0.7256711823,0.7762469871,0.8474597272,0.6574144914,0.692897458,0.05405405405,0.1185078794,0.1135288843,0.1073534183,0.1073334428,0.1116806494,0.1396071949,0.108717328,0.2125115638,0.1615233819,0.215074878,4.423348509,1.236433701,2.977568537,0.7384345366
327,0.7942857143,0.7486197734,0.7733857509,0.8650620443,0.6679093561,0.7099176733,0.2057142857,0.2513802266,0.2266142491,0.1349379557,0.3320906439,0.2900823267,0.8027027027,0.7206200677,0.7669124157,0.8481551955,0.6499692447,0.6867563592,0.05405405405,0.1186331573,0.1148687931,0.1073049811,0.107491092,0.1117993659,0.1417874128,0.1085780953,0.2124424389,0.1652248574,0.2200633536,4.489970113,1.236433701,2.977568537,0.7964134218
328,0.7905714286,0.7425830855,0.7650975576,0.8656184027,0.6612273192,0.7032934249,0.2094285714,0.2574169145,0.2349024424,0.1343815973,0.3387726808,0.2967065751,0.7991891892,0.7151372729,0.7595501618,0.8486524227,0.6440291517,0.6808458821,0.05405405405,0.1190285572,0.1155200172,0.1072597922,0.1073858502,0.1119060933,0.1469212588,0.1101286915,0.2135421344,0.1691890855,0.2253484485,4.586627972,1.236433701,2.977568537,0.7755622742
329,0.786,0.7323261108,0.7551464965,0.8660552366,0.6534372022,0.6937818973,0.214,0.2676738892,0.2448535035,0.1339447634,0.3465627978,0.3062181027,0.7948648649,0.7057565369,0.7508654006,0.8490465183,0.637081564,0.6723108296,0.05405405405,0.1213903256,0.117327562,0.1072176542,0.1077347434,0.1130983953,0.1511284234,0.1104513724,0.2137895695,0.1747799359,0.2335483003,4.664574648,1.236433701,2.977568537,0.7377042652
330,0.7814285714,0.7274695185,0.7456824259,0.8657950927,0.6456356896,0.6873643978,0.2185714286,0.2725304815,0.2543175741,0.1342049073,0.3543643104,0.3126356022,0.7905405405,0.7013355735,0.7425942231,0.8488161981,0.6301223909,0.6665542545,0.05405405405,0.1221909043,0.1190160123,0.107178379,0.1080114387,0.113590598,0.1534481549,0.1107472635,0.2140371636,0.1776242914,0.2375689744,4.741110128,1.236433701,2.977568537,0.7595452552
331,0.7762857143,0.7221717177,0.7381558869,0.8647548534,0.6384845098,0.6808167535,0.2237142857,0.2778282823,0.2618441131,0.1352451466,0.3615154902,0.3191832465,0.7856756757,0.6965257861,0.7359260707,0.8478878528,0.6237389061,0.6606976844,0.05405405405,0.1229418826,0.1199927131,0.1071417874,0.1080242764,0.113981357,0.1557414659,0.1104560922,0.2138429644,0.1807984308,0.2420032726,4.831715679,1.236433701,2.977568537,0.7368008208
332,0.7731428571,0.7180561699,0.7211496235,0.8649470384,0.6248610874,0.6718513462,0.2268571429,0.2819438301,0.2788503765,0.1350529616,0.3751389126,0.3281486538,0.7827027027,0.692958028,0.7212902771,0.8480605025,0.611562546,0.6527324023,0.05405405405,0.1227884138,0.1232752457,0.1071077096,0.1087780447,0.1143748909,0.158927418,0.1107383503,0.2140563812,0.1835608984,0.245647765,4.902480925,1.236433701,2.977568537,0.73840406
333,0.7694285714,0.7147126348,0.7146254515,0.8652978289,0.6196976679,0.6669321395,0.2305714286,0.2852873652,0.2853745485,0.1347021711,0.3803023321,0.3330678605,0.7791891892,0.689890294,0.7154843441,0.8483738469,0.6069377267,0.6483576541,0.05405405405,0.1229005305,0.1239696758,0.1070759846,0.1087793576,0.1144861203,0.1624587708,0.1115572733,0.2146540051,0.1858770074,0.2486594407,4.942630974,1.236433701,2.977568537,0.7740127685
334,0.7642857143,0.7095508722,0.7060221684,0.864691824,0.6120910661,0.6602226475,0.2357142857,0.2904491278,0.2939778316,0.135308176,0.3879089339,0.3397773525,0.7743243243,0.6851955483,0.7080040825,0.8478339074,0.6001826885,0.6423776946,0.05405405405,0.1236037148,0.1246140678,0.1070464602,0.1086034267,0.1146687429,0.1653892809,0.1117522381,0.2148311432,0.1890052006,0.2530025943,5.043901785,1.236433701,2.977568537,0.7825078527
335,0.7617142857,0.7037272976,0.7005785042,0.8652842036,0.6076603463,0.6549002277,0.2382857143,0.2962727024,0.2994214958,0.1347157964,0.3923396537,0.3450997723,0.7718918919,0.6801051653,0.7030336256,0.8483659133,0.5962839459,0.6377177051,0.05405405405,0.1235343374,0.1234122142,0.1070189924,0.1077018706,0.1141399614,0.1703026166,0.1119251231,0.2149665875,0.1928687147,0.2581276661,5.077005519,1.236433701,2.977568537,0.762013013
336,0.7611428571,0.6952604191,0.6940918591,0.8660794697,0.6025047093,0.6480593412,0.2388571429,0.3047395809,0.3059081409,0.1339205303,0.3974952907,0.3519406588,0.7713513514,0.6725143216,0.697226881,0.8490825157,0.5916996786,0.6316086388,0.05405405405,0.1241913723,0.1234828943,0.1069934458,0.1074267625,0.114286536,0.1734614886,0.1115154019,0.2146652877,0.1982069997,0.2653899923,5.102556614,1.236433701,2.977568537,0.7246165111
337,0.7608571429,0.689676095,0.6904678699,0.8673943032,0.6002308212,0.6439152374,0.2391428571,0.310323905,0.3095321301,0.1326056968,0.3997691788,0.3560847626,0.7710810811,0.667562992,0.6938779701,0.8502577848,0.5896961252,0.6279567573,0.05405405405,0.124204242,0.1223462427,0.1069696925,0.1067027223,0.1139119973,0.1768267205,0.1116833304,0.2147689341,0.2019556763,0.270334887,5.110242507,1.236433701,2.977568537,0.7316234696
338,0.7645714286,0.6898538123,0.6886367931,0.8678186217,0.5987160884,0.6428805096,0.2354285714,0.3101461877,0.3113632069,0.1321813783,0.4012839116,0.3571194904,0.7745945946,0.6677606209,0.6921194882,0.8506419239,0.5883838854,0.627099746,0.05405405405,0.123013541,0.1212800865,0.1069476124,0.1060664266,0.1131313952,0.1797133156,0.1118296695,0.2149000126,0.2026530394,0.2707326086,5.058838645,1.236433701,2.977568537,0.7652992583
339,0.7648571429,0.6894497421,0.6875913836,0.8665041687,0.5968356826,0.6414821636,0.2351428571,0.3105502579,0.3124086164,0.1334958313,0.4031643174,0.3585178364,0.7748648649,0.6675036231,0.6910653671,0.8494714278,0.5867303515,0.6259272397,0.05405405405,0.1218974231,0.1202808793,0.1069270926,0.1053840413,0.1123421021,0.181716157,0.1113938971,0.2145897699,0.2035981878,0.2715476653,5.044282564,1.236433701,2.977568537,0.7674145091
340,0.7674285714,0.6867661178,0.6829313274,0.8672021203,0.5935091367,0.6384053527,0.2325714286,0.3132338822,0.3170686726,0.1327978797,0.4064908633,0.3615946473,0.7772972973,0.6652230611,0.6868454017,0.8500943924,0.5837620034,0.6232324919,0.05405405405,0.1208520307,0.119945174,0.1069080273,0.1049669423,0.1117020354,0.1845747132,0.1109749974,0.2142818737,0.2060325858,0.2743509235,5.014056324,1.236433701,2.977568537,0.7622308701
341,0.7697142857,0.6858146593,0.6737310739,0.8663251638,0.5853836496,0.6337366116,0.2302857143,0.3141853407,0.3262689261,0.1336748362,0.4146163504,0.3662633884,0.7794594595,0.6644079199,0.6788999895,0.849312576,0.57650586,0.6190848735,0.05405405405,0.1204734897,0.1214307987,0.1068903169,0.1051600506,0.111644375,0.1856729262,0.1105720022,0.2139859619,0.206913149,0.2753553352,5.003481693,1.236433701,2.977568537,0.7729866735
342,0.7697142857,0.6839916583,0.6734611296,0.8662107195,0.5848184424,0.6323922809,0.2302857143,0.3160083417,0.3265388704,0.1337892805,0.4151815576,0.3676077191,0.7794594595,0.6628846434,0.6785240442,0.8492121082,0.576015039,0.6179452544,0.05405405405,0.1195196101,0.1204203068,0.1068738684,0.1046064752,0.1109776438,0.1875794847,0.1101840162,0.2137162964,0.2087106283,0.2773555515,5.017200103,1.236433701,2.977568537,0.7623965108
343,0.7702857143,0.6807114331,0.6713433977,0.865787292,0.5826494032,0.6295341481,0.2297142857,0.3192885669,0.3286566023,0.134212708,0.4173505968,0.3704658519,0.78,0.6599734277,0.6765365303,0.8488335007,0.5741008525,0.6154254706,0.05405405405,0.119227599,0.1194741979,0.1068585946,0.1039486849,0.1104947769,0.1897512328,0.1098102108,0.2134140196,0.2111438357,0.2804127728,5.036582232,1.236433701,2.977568537,0.7596395768
344,0.7737142857,0.6755522311,0.6698004103,0.865988851,0.5815019907,0.6262180755,0.2262857143,0.3244477689,0.3301995897,0.134011149,0.4184980093,0.3737819245,0.7832432432,0.6552379459,0.6750330866,0.8490143124,0.5730740305,0.6124304453,0.05405405405,0.1201546069,0.1185889923,0.1068444141,0.1033969373,0.1105061096,0.1915649842,0.1094498176,0.2131561813,0.2141768296,0.2846847507,4.985001408,1.236433701,2.977568537,0.7158434581
345,0.7742857143,0.6740941279,0.667269192,0.8672277835,0.5801719257,0.6247138195,0.2257142857,0.3259058721,0.332730808,0.1327722165,0.4198280743,0.3752861805,0.7837837838,0.654042379,0.6726926512,0.8501223242,0.5718956709,0.6111419136,0.05405405405,0.1192233621,0.1177613163,0.1068312507,0.1028958783,0.1098839039,0.1944585378,0.1091021231,0.212885307,0.2157052423,0.28634594,4.966879922,1.236433701,2.977568537,0.7091112915
346,0.7734285714,0.6711985453,0.6651531387,0.8659062076,0.5774296404,0.6217353381,0.2265714286,0.3288014547,0.3348468613,0.1340937924,0.4225703596,0.3782646619,0.782972973,0.6515855451,0.6707330203,0.8489442442,0.5694499521,0.6085468165,0.05405405405,0.1183525586,0.1169879115,0.1068190332,0.102291848,0.1092205958,0.1969836465,0.1087664638,0.2125886028,0.2181389196,0.2892381756,5.004879412,1.236433701,2.977568537,0.6842078012
347,0.7705714286,0.6693816407,0.6629446908,0.8655020023,0.575276833,0.6195324296,0.2294285714,0.3306183593,0.3370553092,0.1344979977,0.424723167,0.3804675704,0.7802702703,0.6500492049,0.6686990016,0.8485843917,0.5675194047,0.6066274065,0.05405405405,0.1175387743,0.1162656402,0.1068076951,0.1017701177,0.1086204138,0.2013578252,0.1095647693,0.2131492032,0.2198576672,0.291181408,5.012296012,1.236433701,2.977568537,0.7080961787
348,0.7702857143,0.6688907297,0.6620882138,0.8654148981,0.5744631472,0.6187423527,0.2297142857,0.3311092703,0.3379117862,0.1345851019,0.4255368528,0.3812576473,0.78,0.6496834,0.6678403516,0.8485075988,0.5667961472,0.6059635441,0.05405405405,0.1167787157,0.1155914902,0.1067971746,0.1013526683,0.1080987277,0.2026592197,0.109177373,0.2128491894,0.2206515994,0.2919272422,5.020300164,1.236433701,2.977568537,0.6659780218
349,0.774,0.6670903612,0.660719789,0.8639048211,0.5721087721,0.6165232252,0.226,0.3329096388,0.339280211,0.1360951789,0.4278912279,0.3834767748,0.7835135135,0.6481078368,0.6665526182,0.8471649327,0.5646918973,0.6040043191,0.05405405405,0.1166692554,0.1149625777,0.107387447,0.1011283228,0.1079023747,0.2035199456,0.1088035693,0.2125556191,0.2219203023,0.2935575355,4.99515137,1.236433701,2.977568537,0.6912957334
350,0.7734285714,0.6666688346,0.6584364611,0.8624562518,0.56920311,0.6146275557,0.2265714286,0.3333311654,0.3415635389,0.1375437482,0.43079689,0.3853724443,0.782972973,0.647806338,0.6644503049,0.8458800893,0.5621057853,0.6023645071,0.05405405405,0.1159685415,0.1143761482,0.1073396322,0.1005796349,0.107326026,0.2048021365,0.1084426412,0.2122682776,0.2226195358,0.2942093912,4.985239307,1.236433701,2.977568537,0.7333763143
351,0.7734285714,0.6685592408,0.6592597923,0.8618509868,0.5693764951,0.6157097036,0.2265714286,0.3314407592,0.3407402077,0.1381490132,0.4306235049,0.3842902964,0.782972973,0.6495376015,0.6651056746,0.8453215629,0.5622623813,0.6033431395,0.05405405405,0.1153146522,0.1138295775,0.1078476276,0.1005238528,0.1070388198,0.2050388731,0.1080939222,0.2119743473,0.2217520367,0.2928050724,4.966956694,1.236433701,2.977568537,0.767537511
352,0.7737142857,0.6694778145,0.6589923617,0.8621973016,0.5694101395,0.6160675875,0.2262857143,0.3305221855,0.3410076383,0.1378026984,0.4305898605,0.3839324125,0.7832432432,0.6504234046,0.6648051195,0.8456103217,0.562288781,0.6036949079,0.05405405405,0.1147047549,0.11332037,0.1077700167,0.1002258732,0.1066348044,0.2054964441,0.1077567921,0.2117147219,0.2214830526,0.292224218,4.948508078,1.236433701,2.977568537,0.763723784
353,0.7748571429,0.6687837351,0.6584391196,0.8640492492,0.5701310808,0.6161733291,0.2251428571,0.3312162649,0.3415608804,0.1359507508,0.4298689192,0.3838266709,0.7843243243,0.6498882197,0.6642489078,0.8472479561,0.5629407964,0.6038193584,0.05405405405,0.1141361491,0.1128461578,0.1076969099,0.1000173037,0.1063025999,0.2060978234,0.1074306727,0.2114416064,0.2222566687,0.2930437058,4.961575058,1.236433701,2.977568537,0.7698153924
354,0.7762857143,0.6693493139,0.6581819981,0.8638939077,0.5697282043,0.6161663262,0.2237142857,0.3306506861,0.3418180019,0.1361060923,0.4302717957,0.3838336738,0.7856756757,0.6504398364,0.6639697919,0.8471139643,0.5625873208,0.6038410338,0.05405405405,0.1136062662,0.1124046975,0.1076281201,0.09973184916,0.10594121,0.2068152241,0.1071150243,0.211205547,0.2221982553,0.2927570305,4.922054991,1.236433701,2.977568537,0.7896126627
355,0.7771428571,0.6684107107,0.6550251361,0.8639759109,0.5671189433,0.6144385649,0.2228571429,0.3315892893,0.3449748639,0.1360240891,0.4328810567,0.3855614351,0.7864864865,0.6496687296,0.6611908029,0.8471981651,0.5602434046,0.6023134153,0.05405405405,0.1131126675,0.1125938481,0.1075634583,0.09964942321,0.1056746766,0.2075865617,0.1068093426,0.2109458712,0.2231098951,0.2937749367,4.902715648,1.236433701,2.977568537,0.7672469425
356,0.7774285714,0.6678197044,0.6557762726,0.8658579928,0.5687895742,0.6151086922,0.2225714286,0.3321802956,0.3442237274,0.1341420072,0.4312104258,0.3848913078,0.7867567568,0.6491916381,0.6618245236,0.8488664064,0.5617503053,0.6029280002,0.05405405405,0.1126530411,0.1121728893,0.107502735,0.0995583974,0.1054541809,0.2087964107,0.1065131557,0.2106525272,0.2237835597,0.2944818413,4.900681576,1.236433701,2.977568537,0.7692028131
357,0.7774285714,0.6679249531,0.6547489006,0.8647158637,0.5670625432,0.6141249797,0.2225714286,0.3320750469,0.3452510994,0.1352841363,0.4329374568,0.3858750203,0.7867567568,0.6493244917,0.6608662222,0.8478469954,0.5602101727,0.6020812397,0.05405405405,0.1122251999,0.1117808429,0.1074457619,0.09921187547,0.105089426,0.2095807621,0.1062496381,0.2104406706,0.223975425,0.2945629084,4.86795539,1.236433701,2.977568537,0.7749883725
358,0.7794285714,0.6681320465,0.6564441066,0.8644561668,0.5683272738,0.6148938901,0.2205714286,0.3318679535,0.3435558934,0.1355438332,0.4316727262,0.3851061099,0.7886486486,0.6495550389,0.6623297272,0.8476057631,0.5613423506,0.6027844497,0.05405405405,0.1118270768,0.11141585,0.1073923527,0.09908095754,0.1048596132,0.2107157057,0.1059935295,0.2102053516,0.224065443,0.2945314227,4.864757254,1.236433701,2.977568537,0.7450841757
359,0.7802857143,0.6696616141,0.656622112,0.8629715185,0.5675349386,0.6152969529,0.2197142857,0.3303383859,0.343377888,0.1370284815,0.4324650614,0.3847030471,0.7894594595,0.6509501554,0.6624541449,0.8463135962,0.5606371347,0.6031540169,0.05405405405,0.111456722,0.111076155,0.1079423548,0.09905256935,0.1046879701,0.2102277893,0.1057445283,0.2100145896,0.2232556555,0.2933214835,4.840986063,1.236433701,2.977568537,0.7340603117
360,0.7817142857,0.6698232488,0.6560612065,0.8628144346,0.5669178368,0.6149142174,0.2182857143,0.3301767512,0.3439387935,0.1371855654,0.4330821632,0.3850857826,0.7908108108,0.6510304609,0.6619133045,0.8461740807,0.5600826663,0.6028052878,0.05405405405,0.1117123222,0.1107601017,0.1078567692,0.09881076103,0.1046150792,0.2104430347,0.1055259655,0.2098130631,0.2230551385,0.293113378,4.804160094,1.236433701,2.977568537,0.7492755001
361,0.7805714286,0.6687630679,0.655668146,0.8623394296,0.5662850478,0.6140027111,0.2194285714,0.3312369321,0.344331854,0.1376605704,0.4337149522,0.3859972889,0.7897297297,0.6501272766,0.6615235817,0.8457425905,0.5595073469,0.6020093132,0.05405405405,0.1113533405,0.1104661295,0.107776386,0.09857585725,0.1043402703,0.2119932531,0.1053599583,0.2096725302,0.2239840677,0.2941960532,4.817849573,1.236433701,2.977568537,0.7077911134
362,0.7797142857,0.6671789099,0.6562968895,0.862331754,0.5666852927,0.6134687293,0.2202857143,0.3328210901,0.3437031105,0.137668246,0.4333147073,0.3865312707,0.7889189189,0.6487711216,0.6620414669,0.8457317272,0.559876231,0.6015575883,0.05405405405,0.1110191089,0.1101927699,0.1077009564,0.09842952449,0.1041280258,0.2123900014,0.1051966463,0.2095264293,0.2252306304,0.2957193239,4.808620535,1.236433701,2.977568537,0.702996867
363,0.7794285714,0.6653596511,0.6542677672,0.8618051132,0.5645466344,0.6114161444,0.2205714286,0.3346403489,0.3457322328,0.1381948868,0.4354533656,0.3885838556,0.7886486486,0.6471896269,0.6602150117,0.8452568572,0.5579734701,0.5997529414,0.05405405405,0.1107080207,0.1099386421,0.1076302348,0.09812170391,0.103834969,0.2144412602,0.1051068919,0.2094642442,0.2266434093,0.2974563628,4.804445158,1.236433701,2.977568537,0.6770984507
364,0.7797142857,0.6644114413,0.6535041908,0.8632491062,0.5647929398,0.6110919307,0.2202857143,0.3355885587,0.3464958092,0.1367508938,0.4352070602,0.3889080693,0.7889189189,0.6463753809,0.6595134454,0.846537544,0.5581977564,0.5994762772,0.05405405405,0.1104185612,0.1097024495,0.10756398,0.09801012284,0.1036593342,0.2154113237,0.1050397778,0.2094039187,0.2274610221,0.2984153385,4.814750673,1.236433701,2.977568537,0.7050655447
365,0.7808571429,0.663533024,0.6521344133,0.863960383,0.5640310949,0.6102658069,0.2191428571,0.336466976,0.3478655867,0.136039617,0.4359689051,0.3897341931,0.79,0.6456303282,0.6582719403,0.8471661094,0.5575190592,0.5987553559,0.05405405405,0.1101493034,0.1094829751,0.1075019561,0.09783590466,0.1034539269,0.2163035729,0.1049943336,0.2093961002,0.2282055027,0.2992950201,4.837551745,1.236433701,2.977568537,0.6553768714
