k,b_norm_griebel_innovation_mean,b_norm_radial_mean,b_norm_x_mean,b_norm_y_mean,b_norm_comp_mean,b_norm_overall_mean,d_norm_griebel_innovation_mean,d_norm_radial_mean,d_norm_x_mean,d_norm_y_mean,d_norm_comp_mean,d_norm_overall_mean,p_ok_griebel_innovation_mean,p_ok_radial_mean,p_ok_x_mean,p_ok_y_mean,p_ok_comp_mean,p_ok_overall_mean,u_griebel_innovation_mean,u_radial_mean,u_x_mean,u_y_mean,u_comp_mean,u_overall_mean,griebel_multinomial_dc_mean,griebel_multinomial_uncertainty_mean,griebel_multinomial_threshold_mean,dc_josang_history_mean,dc_norm_history_mean,nis_score_mean,nis_lower_band_mean,nis_upper_band_mean,rmse_mean
0,0.96,1.776356839e-16,1.565414465e-16,1.476596623e-16,5.880197163e-17,8.248413494e-17,0.04,1,1,1,1,1,0.9533333333,0.4375,0.6187184335,0.6187184335,0.3828125,0.4002130682,0.6666666667,0.875,0.875,0.875,0.765625,0.8004261364,0.01215737149,0.875,0.2251221803,0.01339285714,0.125,1.258478602,0,9.210340372,0.3991364914
1,0.955,0.1316666667,0.1416666667,0.1383333333,0.05772572269,0.07460870801,0.045,0.8683333333,0.8583333333,0.8616666667,0.9422742773,0.925391292,0.9525,0.4181481481,0.5814534224,0.5807126817,0.3376498316,0.3641722927,0.5,0.7777777778,0.7777777778,0.7777777778,0.6332874424,0.6809698014,0.03066431211,0.7777777778,0.2251221803,0.03675485009,0.192962963,1.463626898,0,6.638352068,0.3910897262
2,0.9533333333,0.2583333333,0.27,0.26,0.1186836465,0.1555211863,0.04666666667,0.7416666667,0.73,0.74,0.8813163535,0.8444788137,0.952,0.4275,0.5759747468,0.5729747468,0.3299009847,0.3637309014,0.4,0.7,0.7,0.7,0.5551980305,0.605491199,0.04433140612,0.7,0.3119384433,0.05721428571,0.2225,1.549563775,0,5.60396461,0.388740115
3,0.9575,0.3666666667,0.3733333333,0.3733333333,0.1837300745,0.2385152677,0.0425,0.6333333333,0.6266666667,0.6266666667,0.8162699255,0.7614847323,0.955,0.4515151515,0.5857346183,0.5857346183,0.3428734729,0.3826732265,0.3333333333,0.6363636364,0.6363636364,0.6363636364,0.5061722462,0.5539392536,0.05727700851,0.6363636364,0.327450444,0.07178276269,0.2303030303,1.669713132,0.3361032718,5.488738748,0.4108973772
4,0.96,0.465,0.4766666667,0.4766666667,0.2611757591,0.3293561291,0.04,0.535,0.5233333333,0.5233333333,0.7388242409,0.6706438709,0.9571428571,0.4854166667,0.6110900668,0.6110900668,0.3731918722,0.4166656022,0.2857142857,0.5833333333,0.5833333333,0.5833333333,0.4760120889,0.5177261753,0.06630355203,0.5833333333,0.3355923322,0.07961309524,0.2229166667,1.651928652,0.4311712963,5.037635914,0.4122463304
5,0.9616666667,0.535,0.5516666667,0.5566666667,0.3309305911,0.4043104359,0.03833333333,0.465,0.4483333333,0.4433333333,0.6690694089,0.5956895641,0.95875,0.5161538462,0.6353651899,0.6376728822,0.4047681696,0.4496117297,0.25,0.5384615385,0.5384615385,0.5384615385,0.4512920631,0.4866361785,0.07389055028,0.5384615385,0.3384438202,0.08490278952,0.2146153846,1.683230244,0.5123039397,4.71658647,0.4110036225
6,0.9614285714,0.6083333333,0.6016666667,0.6216666667,0.3904449445,0.4738533838,0.03857142857,0.3916666667,0.3983333333,0.3783333333,0.6095550555,0.5261466162,0.9588888889,0.5541666667,0.6543867239,0.6643867239,0.4344512684,0.4843811621,0.2222222222,0.5,0.5,0.5,0.4291530188,0.458756303,0.07695552281,0.5,0.340261984,0.08392857143,0.1958333333,1.706631386,0.5820964225,4.474192803,0.4307147714
7,0.95875,0.6072916667,0.60375,0.611875,0.3838511287,0.4705198321,0.04125,0.3927083333,0.39625,0.388125,0.6161488713,0.5294801679,0.957,0.5572222222,0.6519831646,0.6563164979,0.4277255048,0.4820304746,0.2,0.4666666667,0.4666666667,0.4666666667,0.3950107189,0.4250763067,0.08392637931,0.4666666667,0.3397394277,0.09574603175,0.2094444444,1.736787018,0.6427756804,4.283398317,0.4569315302
8,0.9588888889,0.6090740741,0.6142592593,0.6177777778,0.3913482202,0.4770454432,0.04111111111,0.3909259259,0.3857407407,0.3822222222,0.6086517798,0.5229545568,0.9572727273,0.5613541667,0.6548800501,0.6568592168,0.4299305766,0.4854383582,0.1818181818,0.4375,0.4375,0.4375,0.3690147148,0.3979854117,0.08989173876,0.4375,0.3377023933,0.1060212054,0.2198958333,1.742901108,0.6960894094,4.128494606,0.491425014
9,0.957,0.6261666667,0.6281666667,0.6396666667,0.4114478188,0.4976094645,0.043,0.3738333333,0.3718333333,0.3603333333,0.5885521812,0.5023905355,0.9558333333,0.5742156863,0.6606714197,0.6674361256,0.4408606055,0.4977752095,0.1666666667,0.4117647059,0.4117647059,0.4117647059,0.3494379586,0.3760730213,0.09252528578,0.4117647059,0.3352517041,0.1108749382,0.2199019608,1.783624443,0.7433844263,3.999684631,0.4883152032
10,0.9554545455,0.6487878788,0.6554545455,0.6563636364,0.4376627365,0.5241528828,0.04454545455,0.3512121212,0.3445454545,0.3436363636,0.5623372635,0.4758471172,0.9546153846,0.5909259259,0.675541526,0.6760970816,0.4568659821,0.5148037191,0.1538461538,0.3888888889,0.3888888889,0.3888888889,0.3338589138,0.3576783044,0.0943819199,0.3888888889,0.3322861891,0.1124250441,0.2146296296,1.792402224,0.785701491,3.890514091,0.5271038899
11,0.9558333333,0.66625,0.6809722222,0.6794444444,0.4673696299,0.5506862344,0.04416666667,0.33375,0.3190277778,0.3205555556,0.5326303701,0.4493137656,0.955,0.605,0.6906007439,0.6896358317,0.476289365,0.5327365035,0.1428571429,0.3684210526,0.3684210526,0.3684210526,0.3211654991,0.3419376929,0.09982787409,0.3684210526,0.3287397517,0.1141115948,0.2107894737,1.779905886,0.8238527919,3.796542661,0.5377732141
12,0.9530769231,0.6880769231,0.7043589744,0.6908974359,0.4895979191,0.5740355638,0.04692307692,0.3119230769,0.2956410256,0.3091025641,0.5104020809,0.4259644362,0.9526666667,0.62225,0.7053207067,0.6965707067,0.4912775071,0.5492850783,0.1333333333,0.35,0.35,0.35,0.3084408192,0.3268969052,0.1026939383,0.35,0.3249334558,0.1129607143,0.20275,1.816486375,0.8584798005,3.714606333,0.552470718
13,0.9528571429,0.7066666667,0.7275,0.7158333333,0.5224549446,0.6023817115,0.04714285714,0.2933333333,0.2725,0.2841666667,0.4775450554,0.3976182885,0.9525,0.6377777778,0.7207022604,0.7129244826,0.5139893108,0.5695586542,0.125,0.3333333333,0.3333333333,0.3333333333,0.298996687,0.3143996922,0.1027559441,0.3333333333,0.3210012906,0.1117460317,0.1955555556,1.816798636,0.8900954249,3.642384019,0.5289920698
14,0.9513333333,0.7066666667,0.721,0.7125555556,0.5151453115,0.598635333,0.04866666667,0.2933333333,0.279,0.2874444444,0.4848546885,0.401364667,0.9511764706,0.6409090909,0.7165794304,0.7108218546,0.5094179586,0.5685787579,0.1176470588,0.3181818182,0.3181818182,0.3181818182,0.2834184447,0.2990242342,0.10595427,0.3181818182,0.3171292314,0.1168831169,0.2,1.838302166,0.9191146573,3.578130795,0.5578237321
15,0.949375,0.709375,0.7257291667,0.7159375,0.5197423277,0.6032549492,0.050625,0.290625,0.2742708333,0.2840625,0.4802576723,0.3967450508,0.9494444444,0.6456521739,0.7200614841,0.7132498899,0.513354353,0.5732993114,0.1111111111,0.3043478261,0.3043478261,0.3043478261,0.2714271899,0.2863244372,0.1073226121,0.3043478261,0.3132134682,0.1205509047,0.202173913,1.852406961,0.9458770066,3.520507185,0.553633221
16,0.9511764706,0.7095098039,0.7316666667,0.7217647059,0.5276056638,0.6083381656,0.04882352941,0.2904901961,0.2683333333,0.2782352941,0.4723943362,0.3916618344,0.9510526316,0.6484027778,0.7245033667,0.7174894778,0.5194965458,0.5782065803,0.1052631579,0.2916666667,0.2916666667,0.2916666667,0.2609663992,0.2749283209,0.1085554352,0.2916666667,0.3094008426,0.1249280754,0.2057638889,1.837635561,0.9706630868,3.468466228,0.5757286617
17,0.9488888889,0.7218518519,0.7389814815,0.7273148148,0.5365979025,0.6194744911,0.05111111111,0.2781481481,0.2610185185,0.2726851852,0.4634020975,0.3805255089,0.949,0.6597333333,0.7300565654,0.7216565654,0.5265889802,0.5875688466,0.1,0.28,0.28,0.28,0.2515615952,0.2645621259,0.1088385083,0.28,0.3056360069,0.1235931429,0.2002666667,1.839513548,0.993707028,3.421176617,0.5641007107
18,0.9489473684,0.7285087719,0.7501754386,0.7356140351,0.5502960239,0.6307926476,0.05105263158,0.2714912281,0.2498245614,0.2643859649,0.4497039761,0.3692073524,0.949047619,0.6669871795,0.7385800308,0.7279390052,0.5372743819,0.5970990457,0.09523809524,0.2692307692,0.2692307692,0.2692307692,0.2437237543,0.2554557054,0.1099571639,0.2692307692,0.302563171,0.1242709214,0.1983974359,1.845077701,1.015205872,3.377969071,0.5452253531
19,0.948,0.73875,0.7585,0.7451666667,0.5635909986,0.6432007619,0.052,0.26125,0.2415,0.2548333333,0.4364090014,0.3567992381,0.9481818182,0.6768518519,0.7451758322,0.7352992889,0.5476960295,0.607521745,0.09090909091,0.2592592593,0.2592592593,0.2592592593,0.2363729158,0.2469259821,0.1094418615,0.2592592593,0.2989576052,0.1228689006,0.1935185185,1.859644292,1.035326766,3.338298092,0.5585077121
20,0.9471428571,0.7516666667,0.7716666667,0.7566666667,0.5816201677,0.6596285702,0.05285714286,0.2483333333,0.2283333333,0.2433333333,0.4183798323,0.3403714298,0.9473913043,0.68875,0.7555266953,0.7442766953,0.5619532037,0.6211001812,0.08695652174,0.25,0.25,0.25,0.230364426,0.239472052,0.1088653135,0.25,0.2953576526,0.1197321429,0.18625,1.874715126,1.054212538,3.301714165,0.5257478241
21,0.9463636364,0.7546969697,0.7712878788,0.7543939394,0.5793104761,0.6599879923,0.05363636364,0.2453030303,0.2287121212,0.2456060606,0.4206895239,0.3400120077,0.9466666667,0.6932183908,0.7557958897,0.7429797978,0.5609904828,0.6227833338,0.08333333333,0.2413793103,0.2413793103,0.2413793103,0.2219184928,0.230967109,0.1074995132,0.2413793103,0.2926740558,0.1210056056,0.186091954,1.894813525,1.071986055,3.267843203,0.5204565769
22,0.9452173913,0.7613043478,0.7718115942,0.7539855072,0.5792826658,0.6631804215,0.0547826087,0.2386956522,0.2281884058,0.2460144928,0.4207173342,0.3368195785,0.9456,0.7003333333,0.7567138045,0.7430471378,0.5617010173,0.626565745,0.08,0.2333333333,0.2333333333,0.2333333333,0.2143337678,0.2231910997,0.1068683645,0.2333333333,0.2893600613,0.1202571429,0.183,1.897374671,1.088753667,3.236371103,0.4963709634
23,0.94625,0.764375,0.7754166667,0.7628472222,0.5890939822,0.6702682513,0.05375,0.235625,0.2245833333,0.2371527778,0.4109060178,0.3297317487,0.9465384615,0.7046774194,0.7599918538,0.750260671,0.5699130353,0.6331882647,0.07692307692,0.2258064516,0.2258064516,0.2258064516,0.2085159342,0.216596361,0.1062134228,0.2258064516,0.2856986261,0.1210524751,0.1824193548,1.901936734,1.104607959,3.207031989,0.5213528155
24,0.9472,0.7716666667,0.7770666667,0.7672666667,0.5939153825,0.676542508,0.0528,0.2283333333,0.2229333333,0.2327333333,0.4060846175,0.323457492,0.9474074074,0.7122395833,0.7617629417,0.7541066917,0.5742666017,0.6392270775,0.07407407407,0.21875,0.21875,0.21875,0.2024547523,0.2100723025,0.1031414415,0.21875,0.2821727929,0.1194545201,0.1783854167,1.921555454,1.119629955,3.179599139,0.5213508211
25,0.9484615385,0.7758333333,0.781474359,0.7701923077,0.5994692821,0.6816105284,0.05153846154,0.2241666667,0.218525641,0.2298076923,0.4005307179,0.3183894716,0.9485714286,0.7173232323,0.7656994182,0.7568105293,0.5792667899,0.6443514972,0.07142857143,0.2121212121,0.2121212121,0.2121212121,0.1969036204,0.2040311959,0.1052159123,0.2121212121,0.2792163747,0.119273252,0.1766161616,1.935350583,1.133890917,3.153877912,0.5424288983
26,0.9481481481,0.7858024691,0.7898765432,0.7813580247,0.61455775,0.6948393096,0.05185185185,0.2141975309,0.2101234568,0.2186419753,0.38544225,0.3051606904,0.9482758621,0.7269607843,0.7728357099,0.766071004,0.5918313227,0.6558701495,0.06896551724,0.2058823529,0.2058823529,0.2058823529,0.1928694577,0.1989856417,0.1048141058,0.2058823529,0.2763644417,0.1157810183,0.1700980392,1.943711989,1.147453807,3.129700168,0.5120918431
27,0.9496428571,0.7925,0.7966666667,0.79125,0.627931617,0.7054620511,0.05035714286,0.2075,0.2033333333,0.20875,0.372068383,0.2945379489,0.9496666667,0.734,0.7787546896,0.7744213562,0.6030744851,0.6653638999,0.06666666667,0.2,0.2,0.2,0.1888288076,0.1940790515,0.106579335,0.2,0.273583543,0.1138285714,0.166,1.944215613,1.160374489,3.106919827,0.49844346
28,0.9486206897,0.7922988506,0.7984482759,0.7916091954,0.629641029,0.7064342391,0.05137931034,0.2077011494,0.2015517241,0.2083908046,0.370358971,0.2935657609,0.9487096774,0.735462963,0.7806874297,0.7751781704,0.6051753213,0.6672556214,0.06451612903,0.1944444444,0.1944444444,0.1944444444,0.1837045699,0.1887594604,0.1059180936,0.1944444444,0.2704979958,0.1155268959,0.1673148148,1.954630511,1.172702732,3.085409301,0.5007667418
29,0.9483333333,0.7917777778,0.7999444444,0.7926111111,0.6314359692,0.7074124254,0.05166666667,0.2082222222,0.2000555556,0.2073888889,0.3685640308,0.2925875746,0.9484375,0.7365765766,0.7823805622,0.7764346163,0.6073796294,0.6691149436,0.0625,0.1891891892,0.1891891892,0.1891891892,0.1788958828,0.1837591219,0.1070153268,0.1891891892,0.2671923452,0.1173327768,0.1688288288,1.952430403,1.184483036,3.065056605,0.5389958846
30,0.9480645161,0.7958602151,0.8030107527,0.7955376344,0.6362415253,0.7121115714,0.05193548387,0.2041397849,0.1969892473,0.2044623656,0.3637584747,0.2878884286,0.9481818182,0.7413596491,0.7853442316,0.7792477404,0.611939837,0.6739341328,0.06060606061,0.1842105263,0.1842105263,0.1842105263,0.1746541056,0.1791777983,0.1056462148,0.1842105263,0.2643699026,0.1164493471,0.1665350877,1.950663626,1.195755334,3.045762998,0.5424174073
31,0.94875,0.7990104167,0.8052604167,0.7966145833,0.6388724541,0.7151708472,0.05125,0.2009895833,0.1947395833,0.2033854167,0.3611275459,0.2848291528,0.9488235294,0.7453418803,0.7876430975,0.7805490804,0.6147515521,0.6774222787,0.05882352941,0.1794871795,0.1794871795,0.1794871795,0.1704088689,0.1747155357,0.1037512919,0.1794871795,0.2618903726,0.1159838452,0.1649145299,1.958422355,1.206555578,3.027441047,0.5384949632
32,0.9481818182,0.8022222222,0.8107575758,0.8001010101,0.6459782068,0.7206837532,0.05181818182,0.1977777778,0.1892424242,0.1998989899,0.3540217932,0.2793162468,0.9482857143,0.7493333333,0.7926186867,0.78382702,0.6211805856,0.6828578095,0.05714285714,0.175,0.175,0.175,0.1668600094,0.1707273295,0.1043256362,0.175,0.2589038598,0.1153821429,0.1631666667,1.959825234,1.216916232,3.010013019,0.496470103
33,0.9479411765,0.8081372549,0.817745098,0.8042156863,0.6550119601,0.7283825815,0.05205882353,0.1918627451,0.182254902,0.1957843137,0.3449880399,0.2716174185,0.9480555556,0.7555284553,0.7988556293,0.7876361171,0.6291621167,0.6900836696,0.05555555556,0.1707317073,0.1707317073,0.1707317073,0.16366995,0.1670191732,0.1044439116,0.1707317073,0.256433661,0.113092547,0.1591056911,1.958700154,1.226866704,2.993409553,0.5138839096
34,0.9488571429,0.814,0.824,0.8133333333,0.6676646107,0.737986642,0.05114285714,0.186,0.176,0.1866666667,0.3323353893,0.262013358,0.9489189189,0.7616666667,0.8045177969,0.795628908,0.6401531717,0.6988771136,0.05405405405,0.1666666667,0.1666666667,0.1666666667,0.1609899529,0.163671113,0.1038468958,0.1666666667,0.2539042836,0.1107142857,0.155,1.959680696,1.236433701,2.977568537,0.511476093
35,0.948,0.8139351852,0.82375,0.8129166667,0.6670951777,0.7377914746,0.052,0.1860648148,0.17625,0.1870833333,0.3329048223,0.2622085254,0.9481081081,0.7628294574,0.804761569,0.7956918016,0.6403766052,0.6996425471,0.05405405405,0.1627906977,0.1627906977,0.1627906977,0.1571669867,0.159833392,0.1037605664,0.1627906977,0.2516807428,0.1117855211,0.1557751938,1.991816349,1.236433701,2.977568537,0.5191556879
36,0.9488571429,0.8144589713,0.8260108373,0.8104624166,0.6668067484,0.737936903,0.05114285714,0.1855410287,0.1739891627,0.1895375834,0.3331932516,0.262063097,0.9489189189,0.7644184287,0.8070893753,0.7940152087,0.6407888036,0.7006486591,0.05405405405,0.1591321832,0.1591321832,0.1591321832,0.1535956748,0.1562304215,0.1043534218,0.1590909091,0.2491380751,0.1124471964,0.1560154797,1.992013342,1.236433701,2.977568537,0.5238724701
37,0.9485714286,0.8143719857,0.8270699139,0.8106098311,0.6679659141,0.7385009979,0.05142857143,0.1856280143,0.1729300861,0.1893901689,0.3320340859,0.2614990021,0.9486486486,0.7654295711,0.808393678,0.7944961524,0.6423086915,0.7019199978,0.05405405405,0.1556831295,0.1556831295,0.1556831295,0.1503373018,0.1528778828,0.1040493141,0.1555555556,0.2469143029,0.1134247064,0.1567288641,1.993655131,1.236433701,2.977568537,0.5174964648
38,0.9474285714,0.817650725,0.8303900806,0.811741965,0.671711523,0.7421028631,0.05257142857,0.182349275,0.1696099194,0.188258035,0.328288477,0.2578971369,0.9475675676,0.7692295483,0.8115973566,0.7957918716,0.6459592233,0.7056978863,0.05405405405,0.1524352784,0.1524352784,0.1524352784,0.1475178031,0.1498490096,0.1021751494,0.152173913,0.2448113433,0.1122801527,0.1545528125,1.998895252,1.236433701,2.977568537,0.5178971501
39,0.9465714286,0.8206829887,0.8335164181,0.8162370551,0.6781298324,0.7470912218,0.05342857143,0.1793170113,0.1664835819,0.1837629449,0.3218701676,0.2529087782,0.9467567568,0.7727792996,0.8146333212,0.7999351529,0.6518720493,0.7106127276,0.05405405405,0.1493802003,0.1493802003,0.1493802003,0.1451111988,0.1471323535,0.1010800529,0.1489361702,0.2425639061,0.1112104702,0.1525306002,2.014786147,1.236433701,2.977568537,0.4893686922
40,0.9457142857,0.823630834,0.8368073232,0.8187068977,0.6829494838,0.751179561,0.05428571429,0.176369166,0.1631926768,0.1812931023,0.3170505162,0.248820439,0.9459459459,0.7762158821,0.8178049776,0.8023564342,0.6564448811,0.7147607288,0.05405405405,0.1465093769,0.1465093769,0.1465093769,0.1427302579,0.1445175374,0.1007385414,0.1458333333,0.2408358263,0.1101218198,0.1505294294,2.022620593,1.236433701,2.977568537,0.4704004217
41,0.9448571429,0.8273139384,0.8375763945,0.824084401,0.6879882246,0.7557315614,0.05514285714,0.1726860616,0.1624236055,0.175915599,0.3120117754,0.2442684386,0.9451351351,0.7802415217,0.8188130017,0.8072613494,0.6611798698,0.7192770186,0.05405405405,0.1438142748,0.1438142748,0.1438142748,0.140536306,0.1420815936,0.09943203777,0.1428571429,0.2382383071,0.1085041779,0.1478513409,2.020197358,1.236433701,2.977568537,0.4995027776
42,0.9454285714,0.8266623922,0.8383551888,0.8250606231,0.689514215,0.7562304444,0.05457142857,0.1733376078,0.1616448112,0.1749393769,0.310485785,0.2437695556,0.9456756757,0.7805094358,0.8198115726,0.8083953483,0.6629370949,0.7203284989,0.05405405405,0.1412864091,0.1412864091,0.1412864091,0.1381812796,0.1396417922,0.09954974849,0.14,0.2362360037,0.1095576434,0.1488473596,2.012402352,1.236433701,2.977568537,0.4990412763
43,0.9445714286,0.8261159876,0.8381134309,0.8261719735,0.6902049908,0.7564285873,0.05542857143,0.1738840124,0.1618865691,0.1738280265,0.3097950092,0.2435714127,0.9448648649,0.7808128029,0.8199143279,0.8096317467,0.6639830011,0.7210921047,0.05405405405,0.1389173988,0.1389173988,0.1389173988,0.1359168451,0.1373301205,0.09881424786,0.137254902,0.234593569,0.1105102323,0.1497284977,2.024383977,1.236433701,2.977568537,0.5221531518
44,0.9457142857,0.8275031689,0.8391546156,0.8248511151,0.6899422155,0.7569985254,0.05428571429,0.1724968311,0.1608453844,0.1751488849,0.3100577845,0.2430014746,0.9459459459,0.782733809,0.821103807,0.8087555809,0.6641956911,0.7221588952,0.05405405405,0.1366990128,0.1366990128,0.1366990128,0.1337194347,0.1351265344,0.09832377876,0.1346153846,0.2324667598,0.1101942178,0.1489166846,2.024039238,1.236433701,2.977568537,0.5517313105
45,0.946,0.8278663679,0.8410265513,0.8271785254,0.6933425968,0.7590698385,0.054,0.1721336321,0.1589734487,0.1728214746,0.3066574032,0.2409301615,0.9462162162,0.7837279452,0.822997842,0.8110140818,0.6675077126,0.7244513306,0.05405405405,0.1346232095,0.1346232095,0.1346232095,0.1319684014,0.1332223004,0.09750584336,0.1320754717,0.2306361952,0.1104916425,0.1489604501,2.027527051,1.236433701,2.977568537,0.5560064978
46,0.9448571429,0.8291583275,0.8422199665,0.8291121434,0.6957695325,0.7611381684,0.05514285714,0.1708416725,0.1577800335,0.1708878566,0.3042304675,0.2388618316,0.9451351351,0.7854848871,0.8242726151,0.8129242075,0.6699486367,0.7267065002,0.05405405405,0.1326821676,0.1330220126,0.1326821676,0.1304496249,0.1314974079,0.09872528241,0.1296296296,0.2289557295,0.110154838,0.148174029,2.053503166,1.236433701,2.977568537,0.5349986717
47,0.9465714286,0.8309811497,0.8431883779,0.8326415578,0.6996079059,0.764086841,0.05342857143,0.1690188503,0.1568116221,0.1673584422,0.3003920941,0.235913159,0.9467567568,0.7876662053,0.8253644386,0.8162130335,0.6735818299,0.7297012194,0.05405405405,0.1308683121,0.1311875359,0.1308683121,0.1289552292,0.1298465532,0.09951186632,0.1272727273,0.226935586,0.1094358265,0.1468996387,2.051368727,1.236433701,2.977568537,0.5367071276
48,0.946,0.8337834196,0.8469232163,0.8358482062,0.705555091,0.7685948709,0.054,0.1662165804,0.1530767837,0.1641517938,0.294444909,0.2314051291,0.9462162162,0.7906671689,0.8288422088,0.8192181185,0.6790156453,0.7340187156,0.05405405405,0.1291743332,0.1294739117,0.1291743332,0.1277295112,0.128391562,0.09931463185,0.125,0.2252092874,0.1080413484,0.1447456645,2.055389572,1.236433701,2.977568537,0.5570228535
49,0.9454285714,0.8348225605,0.848180332,0.8356057617,0.7064885794,0.769698186,0.05457142857,0.1651774395,0.151819668,0.1643942383,0.2935114206,0.230301814,0.9456756757,0.7921014781,0.8301281474,0.8192101654,0.6801174985,0.7353739465,0.05405405405,0.1275932014,0.1282648353,0.1275932014,0.1264097147,0.1269402172,0.09926612783,0.1228070175,0.2234862956,0.1077561392,0.1441019212,2.059727129,1.236433701,2.977568537,0.523996243
50,0.9465714286,0.8360919807,0.8505746038,0.8384131774,0.7108162191,0.7726348802,0.05342857143,0.1639080193,0.1494253962,0.1615868226,0.2891837809,0.2273651198,0.9467567568,0.793704673,0.8324212418,0.8218530542,0.6841645956,0.7383046192,0.05405405405,0.1261181764,0.1267480726,0.1261181764,0.1252626126,0.1256365898,0.09889734211,0.1206896552,0.2218675952,0.1072898962,0.1432362388,2.060088208,1.236433701,2.977568537,0.5413501369
51,0.9457142857,0.8386965723,0.8480874988,0.8388272835,0.7091107396,0.7732847095,0.05428571429,0.1613034277,0.1519125012,0.1611727165,0.2908892604,0.2267152905,0.9459459459,0.7964466088,0.8304218252,0.8223571529,0.6829484654,0.739222085,0.05405405405,0.124742814,0.1257523201,0.1251620525,0.1241549281,0.1243920563,0.09750693487,0.1186440678,0.2201355207,0.105917611,0.1411819842,2.070275011,1.236433701,2.977568537,0.5551449959
52,0.9474285714,0.8407367418,0.8477243835,0.8398189226,0.7095684017,0.7745942866,0.05257142857,0.1592632582,0.1522756165,0.1601810774,0.2904315983,0.2254057134,0.9475675676,0.7986690539,0.830295743,0.823400896,0.6836480933,0.7407284162,0.05405405405,0.1234609679,0.1244069709,0.1238542652,0.1228787448,0.1231224935,0.09721420681,0.1166666667,0.218569814,0.1048845035,0.1396004622,2.07301939,1.236433701,2.977568537,0.5565713857
53,0.9474285714,0.8410260824,0.8467839892,0.8411377365,0.7099644912,0.7749905016,0.05257142857,0.1589739176,0.1532160108,0.1588622635,0.2900355088,0.2250094984,0.9475675676,0.7993299181,0.8296418709,0.82468383,0.6842038269,0.7413783928,0.05405405405,0.1222667898,0.1231526035,0.1230794425,0.1219022998,0.1220310523,0.09794673109,0.1147540984,0.2172549981,0.1049794151,0.139536687,2.077742658,1.236433701,2.977568537,0.535359226
54,0.948,0.8424541358,0.8481248961,0.841614316,0.7115119273,0.776483772,0.052,0.1575458642,0.1518751039,0.158385684,0.2884880727,0.223516228,0.9481081081,0.8009641985,0.8309654258,0.8252656329,0.6857750368,0.7429842299,0.05405405405,0.1211547267,0.1219835823,0.1219163704,0.1208633911,0.1209565286,0.09829245202,0.1129032258,0.2154718637,0.1043001805,0.1384584381,2.071020236,1.236433701,2.977568537,0.5273069961
55,0.948,0.8444445285,0.8476434322,0.8414909961,0.7111017092,0.777394694,0.052,0.1555554715,0.1523565678,0.1585090039,0.2888982908,0.222605306,0.9481081081,0.8030700185,0.8306717126,0.8252711066,0.6855861403,0.7440373483,0.05405405405,0.1201195158,0.1213600224,0.1212982716,0.1202133678,0.1201063537,0.0964395724,0.1111111111,0.2140601696,0.1032252331,0.1368702236,2.06747929,1.236433701,2.977568537,0.5158881285
56,0.9488571429,0.8452417969,0.8485044467,0.8397282515,0.710604655,0.7776807263,0.05114285714,0.1547582031,0.1514955533,0.1602717485,0.289395345,0.2223192737,0.9489189189,0.8041041037,0.8315652187,0.8238640605,0.6852958183,0.7445157957,0.05405405405,0.1191561785,0.1203167732,0.1212102431,0.1195937473,0.119310927,0.09551137753,0.109375,0.2126161754,0.1029211698,0.1363178071,2.054064068,1.236433701,2.977568537,0.5007282351
57,0.9485714286,0.84492863,0.8484241914,0.8417850455,0.7122794591,0.778356678,0.05142857143,0.15507137,0.1515758086,0.1582149545,0.2877205409,0.221643322,0.9486486486,0.8041373659,0.8316307448,0.8257888012,0.6869518228,0.7453562057,0.05405405405,0.1182600124,0.1193451237,0.1201835941,0.1187203142,0.1184320142,0.09505467919,0.1076923077,0.2110416858,0.1033393934,0.1367326279,2.062723764,1.236433701,2.977568537,0.4924814262
58,0.9474285714,0.8454301748,0.8472618059,0.840420225,0.7101242275,0.7775390534,0.05257142857,0.1545698252,0.1527381941,0.159579775,0.2898757725,0.2224609466,0.9475675676,0.8048674898,0.8306835038,0.8246800827,0.6852335223,0.7448692884,0.05405405405,0.1174265828,0.1189328901,0.1192266734,0.1178848576,0.1175918729,0.09531768057,0.1060606061,0.2097691455,0.1031999795,0.1364192188,2.072004874,1.236433701,2.977568537,0.4988472588
59,0.9462857143,0.8451110909,0.846638366,0.8408402767,0.7100144938,0.7773577441,0.05371428571,0.1548889091,0.153361634,0.1591597233,0.2899855062,0.2226422559,0.9464864865,0.8047365893,0.8301834807,0.8251776684,0.6852695334,0.7448564569,0.05405405405,0.1171518627,0.1185600742,0.1183351008,0.1172379531,0.117094064,0.09503611552,0.1044776119,0.2083660554,0.103398434,0.1366874793,2.062809941,1.236433701,2.977568537,0.4883680803
60,0.9457142857,0.8445885464,0.8475437693,0.8417423543,0.7114514391,0.7779357123,0.05428571429,0.1554114536,0.1524562307,0.1582576457,0.2885485609,0.2220642877,0.9459459459,0.804533587,0.8310450624,0.8260553168,0.6866335332,0.7455325265,0.05405405405,0.1164000671,0.1182231185,0.1175047254,0.1167815184,0.1164843266,0.09538398102,0.1029411765,0.2069765178,0.1039249088,0.1372663795,2.058345331,1.236433701,2.977568537,0.4880065498
