k,b_norm_griebel_innovation_mean,b_norm_griebel_innovation_q05,b_norm_griebel_innovation_q50,b_norm_griebel_innovation_q95,b_norm_radial_mean,b_norm_radial_q05,b_norm_radial_q50,b_norm_radial_q95,b_norm_x_mean,b_norm_x_q05,b_norm_x_q50,b_norm_x_q95,b_norm_y_mean,b_norm_y_q05,b_norm_y_q50,b_norm_y_q95,b_norm_comp_mean,b_norm_comp_q05,b_norm_comp_q50,b_norm_comp_q95,b_norm_overall_mean,b_norm_overall_q05,b_norm_overall_q50,b_norm_overall_q95,d_norm_griebel_innovation_mean,d_norm_griebel_innovation_q05,d_norm_griebel_innovation_q50,d_norm_griebel_innovation_q95,d_norm_radial_mean,d_norm_radial_q05,d_norm_radial_q50,d_norm_radial_q95,d_norm_x_mean,d_norm_x_q05,d_norm_x_q50,d_norm_x_q95,d_norm_y_mean,d_norm_y_q05,d_norm_y_q50,d_norm_y_q95,d_norm_comp_mean,d_norm_comp_q05,d_norm_comp_q50,d_norm_comp_q95,d_norm_overall_mean,d_norm_overall_q05,d_norm_overall_q50,d_norm_overall_q95,p_ok_griebel_innovation_mean,p_ok_griebel_innovation_q05,p_ok_griebel_innovation_q50,p_ok_griebel_innovation_q95,p_ok_radial_mean,p_ok_radial_q05,p_ok_radial_q50,p_ok_radial_q95,p_ok_x_mean,p_ok_x_q05,p_ok_x_q50,p_ok_x_q95,p_ok_y_mean,p_ok_y_q05,p_ok_y_q50,p_ok_y_q95,p_ok_comp_mean,p_ok_comp_q05,p_ok_comp_q50,p_ok_comp_q95,p_ok_overall_mean,p_ok_overall_q05,p_ok_overall_q50,p_ok_overall_q95,u_griebel_innovation_mean,u_griebel_innovation_q05,u_griebel_innovation_q50,u_griebel_innovation_q95,u_radial_mean,u_radial_q05,u_radial_q50,u_radial_q95,u_x_mean,u_x_q05,u_x_q50,u_x_q95,u_y_mean,u_y_q05,u_y_q50,u_y_q95,u_comp_mean,u_comp_q05,u_comp_q50,u_comp_q95,u_overall_mean,u_overall_q05,u_overall_q50,u_overall_q95,griebel_multinomial_dc_mean,griebel_multinomial_dc_q05,griebel_multinomial_dc_q50,griebel_multinomial_dc_q95,griebel_multinomial_uncertainty_mean,griebel_multinomial_uncertainty_q05,griebel_multinomial_uncertainty_q50,griebel_multinomial_uncertainty_q95,griebel_multinomial_threshold_mean,griebel_multinomial_threshold_q05,griebel_multinomial_threshold_q50,griebel_multinomial_threshold_q95,dc_josang_history_mean,dc_josang_history_q05,dc_josang_history_q50,dc_josang_history_q95,dc_norm_history_mean,dc_norm_history_q05,dc_norm_history_q50,dc_norm_history_q95,nis_score_mean,nis_score_q05,nis_score_q50,nis_score_q95,nis_lower_band_mean,nis_lower_band_q05,nis_lower_band_q50,nis_lower_band_q95,nis_upper_band_mean,nis_upper_band_q05,nis_upper_band_q50,nis_upper_band_q95,rmse_mean,rmse_q05,rmse_q50,rmse_q95
375,0.9494285714285708,0.8857142857142857,0.9428571428571428,1.0,0.8679130347595516,0.8024859306296633,0.8751102553846659,0.9257301270752575,0.8723491490783405,0.8120977373591416,0.8761870361810052,0.9317194960302325,0.8651276397106052,0.7871862069659648,0.8657601024984338,0.931738720546854,0.7526601101233665,0.6736191789296258,0.7589973396311942,0.8290961996906017,0.8105681887264266,0.7381208482474549,0.8128592999321818,0.8669474822773003,0.050571428571428545,0.0,0.05714285714285716,0.11428571428571431,0.13208696524044908,0.07426987292474253,0.124889744615334,0.1975140693703367,0.12765085092165945,0.06828050396976741,0.12381296381899476,0.18790226264085844,0.13487236028939498,0.06826127945314603,0.1342398975015662,0.21281379303403525,0.24733988987663355,0.1709038003093983,0.2410026603688057,0.3263808210703742,0.1894318112735733,0.13305251772269977,0.1871407000678182,0.261879151752545,0.9494594594594603,0.8891891891891893,0.9432432432432433,0.9972972972972972,0.8286038796998825,0.7700934610780842,0.8350997461759242,0.8803203347421112,0.8546981553138946,0.8008990525270788,0.8581523734212666,0.9077615562751795,0.8482340131434526,0.7784173209166629,0.8488376088805688,0.9077787302408722,0.7250614599269423,0.6556959071941368,0.7308069614999083,0.7918520605355088,0.7770706249831963,0.7135534383026063,0.779305941901732,0.8265532687882622,0.05405405405405606,0.05405405405405583,0.054054054054055944,0.054054054054055944,0.10688012838275242,0.10666332835042802,0.10666332835042813,0.10684181564561998,0.1068623413839761,0.10666332835042791,0.10666332835042813,0.10718996469935188,0.10721114886188285,0.10666332835042791,0.10666332835042813,0.10724944985852154,0.10872209435898375,0.1037015516412924,0.10891036662869508,0.11366114384791937,0.10775692306410456,0.10567042106730792,0.1078005441346046,0.11045455045429889,0.0815762939916714,0.04325858265507087,0.08171570237520678,0.12800033512849238,0.10666332834904041,0.10666332834904048,0.10666332834904055,0.10666332834904062,0.2110128548811629,0.2110128548811631,0.2110128548811631,0.2110128548811631,0.09028920003167894,0.050803802106428826,0.08542998105890079,0.13498003697824693,0.11795605610874128,0.06634800108238334,0.11156858848452264,0.17636288010933354,1.9806606537802791,1.5123850309626434,1.970397954490684,2.6526434078100776,1.236433701309239,1.2364337013092417,1.2364337013092417,1.2364337013092417,2.9775685365661952,2.977568536566194,2.977568536566194,2.977568536566194,0.5269295987300858,0.1646072603134786,0.5094073062952005,1.0272001992077104
376,0.9494285714285708,0.8857142857142857,0.9428571428571428,1.0,0.869437122196368,0.8097289794709914,0.873837459908859,0.9341413172998551,0.8726996591199584,0.8080415408166123,0.8751529346223034,0.931057583441632,0.8639028366200039,0.7907647948437825,0.8677552586219104,0.9276393362136857,0.751927150523167,0.6559288215142721,0.755246178695044,0.8274094847113819,0.811179649530214,0.7424755720686051,0.8131282299181065,0.8666137308972056,0.050571428571428545,0.0,0.05714285714285716,0.11428571428571431,0.1305628778036319,0.06585868270014487,0.126162540091141,0.19027102052900857,0.12730034088004177,0.06894241655836797,0.1248470653776966,0.19195845918338778,0.1360971633799962,0.07236066378631438,0.1322447413780897,0.20923520515621746,0.2480728494768331,0.1725905152886181,0.24475382130495593,0.3440711784857278,0.18882035046978593,0.1333862691027944,0.18687177008189346,0.25752442793139485,0.9494594594594602,0.8891891891891893,0.9432432432432433,0.9972972972972972,0.829970728941566,0.7766922556340415,0.833953657661315,0.8878343594222238,0.8550124340870816,0.7972755034076259,0.857228572580363,0.9071702454861351,0.8471411032050024,0.7814653043418892,0.8506199573242297,0.9041165998848725,0.7243830622542702,0.6398003296366164,0.7275289906604829,0.790392033069323,0.7775886570722854,0.7174514450676436,0.7791109019755761,0.8259385852458714,0.05405405405405606,0.05405405405405583,0.054054054054055944,0.054054054054055944,0.10686451268978865,0.10666332835040371,0.10666332835040393,0.10682868545808658,0.10684785356383729,0.10666332835040371,0.10666332835040393,0.10715124922088627,0.10777364045980475,0.10666332835040371,0.10666332835040393,0.10846720935566544,0.10895701236206007,0.1040666390551576,0.10877086713079026,0.11376410729495165,0.10785675684016421,0.10573706274593596,0.10773063665968752,0.11021749140158732,0.08091506792918018,0.03768891239238285,0.07786813229595484,0.1291063892639857,0.10666332834911825,0.10666332834911825,0.10666332834911833,0.10666332834911837,0.2110128548811629,0.2110128548811631,0.2110128548811631,0.2110128548811631,0.08925040486566034,0.04505018456518849,0.08629595302143606,0.13015359920370453,0.11659701471353966,0.058833976402574276,0.11270257049226985,0.16997608019075652,1.969745478959266,1.4655296655797967,1.9583190898247234,2.628506274417279,1.236433701309239,1.2364337013092417,1.2364337013092417,1.2364337013092417,2.9775685365661952,2.977568536566194,2.977568536566194,2.977568536566194,0.5082118455536665,0.18948202183117757,0.46699323910708734,0.9933733434585292
377,0.9499999999999992,0.8857142857142857,0.9428571428571428,1.0,0.8683247201990903,0.8067566706526506,0.8762538771020971,0.9312694079238654,0.8728294381631662,0.8100391365120581,0.8780919780868836,0.9242272258939263,0.8651986263646804,0.7884989862470407,0.8685702242157818,0.9382569241901002,0.7531327068510614,0.6613798240582194,0.7537376954904107,0.8303721771679144,0.8112091573770079,0.7565483656652187,0.8132544905957276,0.8691909881403617,0.049999999999999975,0.0,0.05714285714285716,0.11428571428571431,0.13167527980090965,0.06873059207613472,0.12374612289790286,0.19324332934734947,0.12717056183683412,0.07577277410607366,0.12190802191311638,0.18996086348794197,0.13480137363531958,0.06174307580989982,0.13142977578421822,0.2115010137529592,0.24686729314893868,0.16962782283208552,0.24626230450958936,0.3386201759417806,0.1887908426229921,0.1308090118596384,0.18674550940427237,0.24345163433478123,0.9500000000000006,0.8891891891891893,0.9432432432432433,0.9972972972972972,0.828979904788898,0.7740265851706974,0.8361213843850925,0.8852687733612169,0.8551292304909818,0.799060028898095,0.8598539591710403,0.9010684366046735,0.848286626392004,0.7798070003835406,0.8513479959752146,0.9136016805886745,0.7254450061001245,0.6448584930137108,0.726212363910337,0.7929204517690465,0.7776106647223916,0.7294422193668552,0.7798724496319622,0.8286994479574249,0.05405405405405606,0.05405405405405583,0.054054054054055944,0.054054054054055944,0.10684999933164452,0.10666332835038117,0.1066633283503815,0.10681652081586976,0.10683440981985899,0.10666332835038117,0.10666332835038139,0.10711537707453014,0.10769973985489284,0.10666332835038128,0.10666332835038139,0.10833494642623824,0.10898714644576567,0.10420018719912084,0.10874412569486902,0.11381257156246494,0.10786747974300845,0.10546728714650433,0.1077464087612256,0.110236550285862,0.08064389089503451,0.03556111507623039,0.08034959428601007,0.1259504085141968,0.10666332834919054,0.10666332834919032,0.1066633283491904,0.10666332834919044,0.2110128548811629,0.2110128548811631,0.2110128548811631,0.2110128548811631,0.09001789614092638,0.04701469366523384,0.08464769389029173,0.13217676126707154,0.1175950955452797,0.06139955771179917,0.11054694893890461,0.17262480598761232,1.9654028137720123,1.455291609293353,1.9471011264834623,2.5672568473877164,1.236433701309239,1.2364337013092417,1.2364337013092417,1.2364337013092417,2.9775685365661952,2.977568536566194,2.977568536566194,2.977568536566194,0.5128293650491428,0.14590684994080824,0.49468666425900987,1.0080368212909432
378,0.9505714285714277,0.8857142857142857,0.9428571428571428,1.0,0.8687855228618443,0.7992344138563188,0.8756730002356667,0.9307158551375192,0.8705431215579047,0.8090857157142192,0.874122916669799,0.9259384132669486,0.8662383110308667,0.7975868503316192,0.8719582892626212,0.9330062655559878,0.7522256560932302,0.6726144065232663,0.7537230016468709,0.8284760157583632,0.8111172613334299,0.7518823543088267,0.8147557671327907,0.8726023891908548,0.049428571428571405,0.0,0.05714285714285716,0.11428571428571431,0.13121447713815554,0.06928414486248086,0.12432699976433323,0.20076558614368126,0.12945687844209508,0.07406158673305134,0.12587708333020098,0.19091428428578097,0.13376168896913287,0.06699373444401228,0.1280417107373788,0.20241314966838087,0.24777434390676972,0.17152398424163678,0.24627699835312905,0.3273855934767337,0.1888827386665699,0.12739761080914527,0.18524423286720942,0.2481176456911733,0.9505405405405414,0.8891891891891893,0.9432432432432433,0.9972972972972972,0.8293936850859894,0.7673170753174345,0.8356024676553699,0.8847742684514879,0.85313217072551,0.79818104847176,0.8563084186304553,0.9025971001961425,0.8492067343499037,0.7877208754169585,0.8543746787276508,0.9089110746805129,0.7246399646329812,0.654808803457595,0.7262062430751706,0.791320159910021,0.7775195691289221,0.7252323385303169,0.7807192064175121,0.8317723511615922,0.05405405405405606,0.05405405405405583,0.054054054054055944,0.054054054054055944,0.1068365135831412,0.10666332835036041,0.10666332835036063,0.10680525076735745,0.10742196977525661,0.10666332835036041,0.10666332835036063,0.10723174833844215,0.10763028335332732,0.1066633283503603,0.10666332835036052,0.10821234784837207,0.10914802048377366,0.10409427953963803,0.10867449708646604,0.11330893648177441,0.10792519361555294,0.10549072048806044,0.10766257147197955,0.11009812171174149,0.08053624367164273,0.04020279013740536,0.0788921047587982,0.12777596788017997,0.10666332834925704,0.10666332834925706,0.10666332834925715,0.10666332834925722,0.2110128548811629,0.2110128548811631,0.2110128548811631,0.2110128548811631,0.08970969195473816,0.04739334868943379,0.08504503971320423,0.13733233552957277,0.11718805812243983,0.06189406736892959,0.11106586816439809,0.17935126050738515,1.9663867269612643,1.4665303881475182,1.9450493053159232,2.5052799942932014,1.236433701309239,1.2364337013092417,1.2364337013092417,1.2364337013092417,2.9775685365661952,2.977568536566194,2.977568536566194,2.977568536566194,0.5289373098171452,0.10341855313792853,0.5067073420663448,0.9747539428850781
379,0.9499999999999992,0.8857142857142857,0.9428571428571428,1.0,0.8658060657968519,0.7895727045014944,0.8749631991647147,0.9284621016600118,0.8699132376771024,0.8045811506013569,0.870886983989824,0.9302204480739684,0.8660009171137838,0.803222704492325,0.8692146715342226,0.9348962958365379,0.751495369557801,0.6678482204676451,0.7519927886046778,0.8311292101832314,0.8093544152225447,0.741288448118972,0.8133871808545937,0.8634260239162052,0.049999999999999975,0.0,0.05714285714285716,0.11428571428571431,0.13419393420314832,0.07153789833998825,0.1250368008352854,0.21042729549850558,0.13008676232289765,0.06977955192603158,0.129113016010176,0.19541884939864312,0.13399908288621654,0.06510370416346213,0.13078532846577734,0.19677729550767503,0.24850463044219873,0.16887078981676867,0.24800721139532222,0.33215177953235486,0.19064558477745563,0.13657397608379482,0.18661281914540628,0.258711551881028,0.9500000000000008,0.8891891891891893,0.9432432432432433,0.9972972972972972,0.8266171384801069,0.7586859160399552,0.8349683728749833,0.8827605975909365,0.8525573887632576,0.7941829637574962,0.8534176424409327,0.9064224013692348,0.8489042073603595,0.7928278618863324,0.8519237043978876,0.9105995080406611,0.7239308289798889,0.6504008504511652,0.7246838547542147,0.7936087282593772,0.7758685358232371,0.7158013839307722,0.7795049277908971,0.8238023105220854,0.05405405405405606,0.05405405405405583,0.054054054054055944,0.054054054054055944,0.1074240187431648,0.10666332835034109,0.10666332835034131,0.10699322966666008,0.1073716382179896,0.10666332835034109,0.10666332835034131,0.10718996469935177,0.10814306849507649,0.10666332835034109,0.10666332835034131,0.10809871216756455,0.10933578491287622,0.10400730618945708,0.10852890237448293,0.11395763425845054,0.10822336605369204,0.10531655654090234,0.10766408749921702,0.11031780378879226,0.0816891342430009,0.039894740013493885,0.08121921565583777,0.12970788024291277,0.10666332834931885,0.10666332834931892,0.10666332834931902,0.10666332834931908,0.2110128548811629,0.2110128548811631,0.2110128548811631,0.2110128548811631,0.09148308192037234,0.04893494277115401,0.08552648777873537,0.14394136218794437,0.11967085214831075,0.06390738184850281,0.11169743103736265,0.18798241978487415,1.955576669428458,1.4679196500585463,1.9395791114014838,2.4526949389940333,1.236433701309239,1.2364337013092417,1.2364337013092417,1.2364337013092417,2.9775685365661952,2.977568536566194,2.977568536566194,2.977568536566194,0.5697812338569651,0.12257640627914787,0.5494684596965637,1.089334544243731
380,0.9505714285714277,0.8842857142857142,0.9428571428571428,1.0,0.8665259328094046,0.7962902606696737,0.8766754949602412,0.9309706476379949,0.8694319363762019,0.8010603983277976,0.8704212597725411,0.9290777593999155,0.8646333214770404,0.8058956591209243,0.8638083813078463,0.9285642003451784,0.7498027233361435,0.6615500537116398,0.7531596509396622,0.824048681958449,0.8088141012712271,0.7426500582302302,0.81279929250947,0.870566131070278,0.0494285714285714,0.0,0.05714285714285716,0.11571428571428566,0.13347406719059574,0.06902935236200505,0.12332450503975875,0.20370973933032643,0.1305680636237982,0.07092224060008442,0.12957874022745886,0.19893960167220237,0.1353666785229593,0.0714357996548215,0.13619161869215357,0.19410434087907563,0.2501972766638565,0.17595131804155098,0.2468403490603378,0.3384499462883602,0.19118589872877279,0.12943386892972208,0.18720070749052994,0.25734994176976966,0.9505405405405412,0.887837837837838,0.9432432432432433,0.9972972972972972,0.8272580584176193,0.7645395231801182,0.836498032955225,0.885001883936377,0.8521168326044744,0.7910389928125513,0.8530015939187614,0.9054015959364389,0.847697310580172,0.7953487793337818,0.8470940670810873,0.9049428149298462,0.7224637763594427,0.645008160859957,0.725710798950039,0.787469981686356,0.7754108807599437,0.7123280816155174,0.778980647209881,0.8297552102230953,0.05405405405405606,0.054054054054055826,0.054054054054055944,0.054054054054055944,0.10737362268264512,0.10666332835032322,0.10666332835032338,0.10696896732193745,0.10732431870372658,0.10666332835032322,0.10666332835032333,0.10715124922088627,0.10804473564986065,0.10666332835032322,0.10666332835032333,0.10799338817570935,0.10916789488136064,0.10368144849729607,0.1085307794677387,0.11408582820208986,0.10813149733620586,0.10514876286167542,0.10764975966852569,0.11063794303467271,0.08185890526961909,0.042308906842135785,0.07789190191964457,0.13352312906439537,0.10666332834937622,0.10666332834937624,0.1066633283493763,0.10666332834937634,0.2110128548811629,0.2110128548811631,0.2110128548811631,0.2110128548811631,0.09103076419787662,0.04721905961026303,0.08435929000582482,0.1377681041357463,0.11905513024105796,0.061666451884683,0.11017030286357926,0.18095914081441666,1.9604204238135807,1.5034910961845134,1.9088291981208831,2.4494914626244744,1.236433701309239,1.2364337013092417,1.2364337013092417,1.2364337013092417,2.9775685365661952,2.977568536566194,2.977568536566194,2.977568536566194,0.5840300624172585,0.1759620106297339,0.5634844228149465,1.1254474911985464
381,0.950571428571428,0.8842857142857142,0.9428571428571428,1.0,0.8655096466155071,0.789069402100755,0.8747176494179745,0.9373684248573294,0.8671494047831964,0.7900969508832214,0.8715338712388427,0.9244895044681437,0.8651385771909736,0.8036748494281385,0.8687483824135767,0.9277307729737376,0.7482755568449521,0.6633056017710591,0.7508320905390842,0.8305019398978113,0.807874441899429,0.742601845232135,0.8142539942149729,0.8651371165987993,0.049428571428571405,0.0,0.05714285714285716,0.11571428571428566,0.1344903533844928,0.06263157514267051,0.12528235058202547,0.21093059789924498,0.1328505952168034,0.07551049553185628,0.12846612876115723,0.20990304911677854,0.1348614228090267,0.07226922702626239,0.1312516175864233,0.19632515057186145,0.2517244431550478,0.16949806010218865,0.24916790946091588,0.33669439822894076,0.19212555810057097,0.13486288340120076,0.18574600578502717,0.2573981547678649,0.950540540540541,0.887837837837838,0.9432432432432433,0.9972972972972972,0.8263660890053576,0.7582362974244613,0.8347490147737648,0.8907171070200136,0.8500113667915002,0.7812449431630174,0.8539955296532646,0.9013027363916971,0.8481503319824069,0.7933745778571308,0.8515069933224191,0.9041982836957851,0.7210364070615914,0.6464319050937726,0.7236548442390136,0.7930659154744661,0.7745186231960937,0.7169867664801374,0.7797768808521808,0.8254768352592291,0.05405405405405606,0.054054054054055826,0.054054054054055944,0.054054054054055944,0.1073262315315149,0.10666332835030667,0.1066633283503069,0.10694648823038419,0.10847993839809768,0.10666332835030667,0.1066633283503069,0.10904969997029564,0.1079522898179197,0.10666332835030667,0.10666332835030679,0.10789577140630262,0.1096069135974884,0.10366477163463014,0.10865639008703043,0.11635593759088825,0.10831061334264389,0.10514016093976872,0.10774022650874271,0.11453081927314421,0.08287050520275503,0.03887797499937161,0.08099333207439541,0.13515005537351935,0.10666332834942928,0.10666332834942929,0.10666332834942933,0.10666332834942943,0.2110128548811629,0.2110128548811631,0.2110128548811631,0.2110128548811631,0.09173713320699449,0.04284267291543017,0.08569853943599703,0.14428564263777086,0.11997079522888525,0.05595106286756584,0.11191931709488818,0.18843203818575746,1.9688304283696814,1.4985504305759028,1.912460777416325,2.475307676812239,1.236433701309239,1.2364337013092417,1.2364337013092417,1.2364337013092417,2.9775685365661952,2.977568536566194,2.977568536566194,2.977568536566194,0.613659911754486,0.16843608930797768,0.5323974758217647,1.1798261601635078
382,0.9497142857142853,0.8842857142857142,0.9428571428571428,1.0,0.8656019083090729,0.7908857371798369,0.8711268524671059,0.9333428129611431,0.8671217639166824,0.7868055555555554,0.8710877118722187,0.9278152110497006,0.8641882486362664,0.7985442577374966,0.8657396998826361,0.9320984607201657,0.7473922156503743,0.6648247682655658,0.750984048360615,0.8316295059200615,0.8075258524734017,0.7427366904734553,0.8116203172520556,0.8613036995936503,0.050285714285714246,0.0,0.05714285714285716,0.11571428571428566,0.13439809169092734,0.06665718703885695,0.1288731475328941,0.2091142628201632,0.13287823608331778,0.07218478895029938,0.12891228812778127,0.21319444444444455,0.1358117513637336,0.06790153927983426,0.13426030011736395,0.20145574226250332,0.25260778434962605,0.1683704940799385,0.249015951639385,0.3351752317344342,0.19247414752659842,0.13869630040634973,0.1883796827479444,0.25726330952654475,0.9497297297297304,0.887837837837838,0.9432432432432433,0.9972972972972972,0.8264497518837802,0.7598588962826074,0.8315412271402416,0.8871210262140298,0.8499626214284283,0.7742720615546054,0.853437529724133,0.9042737153234135,0.847337528821781,0.7887912321526208,0.8488193834242836,0.9081000993299879,0.7202260646643838,0.6479110358442203,0.7237691643223256,0.7940021128463255,0.7741933517121821,0.7172834748305879,0.7778502060761374,0.8216937121260036,0.05405405405405606,0.054054054054055826,0.054054054054055944,0.054054054054055944,0.10728170782774583,0.10666332835029124,0.10666332835029146,0.10692566148129357,0.10836070626073228,0.10666332835029124,0.10666332835029146,0.1088749252731941,0.10846504632069921,0.10666332835029135,0.10666332835029135,0.10841650470815002,0.1097661661492209,0.10418555123012992,0.10877977441295111,0.12371041535618463,0.10837042245815134,0.10543850230274657,0.10785848276169469,0.11599433907883457,0.08316636756055433,0.039170541149469565,0.08039315800274435,0.13345857823712237,0.10666332834947846,0.10666332834947846,0.10666332834947855,0.10666332834947861,0.2110128548811629,0.2110128548811631,0.2110128548811631,0.2110128548811631,0.09170490639999347,0.04559639603436744,0.08815480121579715,0.14304319110293,0.11990939420234646,0.059547309610824516,0.11512710868116931,0.18680943954224696,1.9746745150443428,1.4893279083191824,1.9370169305792706,2.48092922063009,1.236433701309239,1.2364337013092417,1.2364337013092417,1.2364337013092417,2.9775685365661952,2.977568536566194,2.977568536566194,2.977568536566194,0.5843920328279332,0.19437523962781256,0.5342000167316537,1.239113912808424
383,0.9494285714285711,0.8857142857142857,0.9428571428571428,1.0,0.8659787807913364,0.795063047643259,0.8744001201719831,0.9338225284206891,0.8670706602139202,0.7940578760515762,0.8676679478043441,0.9278195711052744,0.8645212174830782,0.7969481404235027,0.8684332591821151,0.9276525244821024,0.7477010979889771,0.6734540930569733,0.7494888271875743,0.8205371019756671,0.8078518065127044,0.7496210358906612,0.8116021256749977,0.8594896963124973,0.050571428571428524,0.0,0.05714285714285716,0.11428571428571431,0.13402121920866353,0.06617747157931077,0.1255998798280169,0.20493695235674106,0.1329293397860796,0.07218042889472574,0.1323320521956559,0.20594212394842384,0.13547878251692197,0.07234747551789762,0.1315667408178849,0.2030518595764973,0.25229890201102334,0.1794628980243329,0.2505111728124258,0.3265459069430266,0.1921481934872956,0.14051030368750267,0.18839787432500238,0.25037896410933885,0.9494594594594602,0.8891891891891893,0.9432432432432433,0.9972972972972972,0.8268008191119419,0.7635906409084525,0.8340529785050548,0.887549306850221,0.8499145799397236,0.7840500993876142,0.850541959362103,0.9042688960020411,0.8476536896325455,0.7873653089440489,0.8512256400880801,0.9041283814487127,0.7205143816353096,0.6555612176768338,0.7225002854475148,0.7844206895928206,0.7744954856630577,0.7215134881064325,0.7778170601931361,0.8203819788225165,0.05405405405405606,0.05405405405405583,0.054054054054055944,0.054054054054055944,0.10723991521004148,0.10666332835027703,0.10666332835027725,0.10690636575212406,0.10824842153611573,0.10666332835027703,0.10666332835027725,0.10871289338205442,0.10834484119366979,0.10666332835027703,0.10666332835027725,0.10828793924381375,0.10967022040495447,0.10382328761014224,0.10897697549904084,0.12380027063784861,0.10832155919569803,0.10522951803633307,0.10792821948494802,0.11504460091422852,0.0828100428094983,0.04519261634889477,0.07968929485631066,0.12807843999153712,0.10666332834952412,0.10666332834952401,0.1066633283495241,0.10666332834952415,0.2110128548811629,0.2110128548811631,0.2110128548811631,0.2110128548811631,0.09145651962408566,0.04526819007548388,0.08576574752867547,0.1401857302542241,0.11957922328303741,0.059118723112887406,0.11206463422226498,0.1830776949164089,1.9742198827581492,1.5015217718389464,1.9603780303864915,2.462025044554453,1.236433701309239,1.2364337013092417,1.2364337013092417,1.2364337013092417,2.9775685365661952,2.977568536566194,2.977568536566194,2.977568536566194,0.5820415029238255,0.16132243372693847,0.5712772398155967,1.1444657795957942
384,0.9485714285714281,0.8857142857142857,0.9428571428571428,1.0,0.8664610395636216,0.7975077856889634,0.87112681551753,0.9421032131832864,0.8664397422402211,0.7942699899711435,0.8705930566526459,0.9334019883292782,0.8663532995289183,0.8108319835734161,0.8715262828387071,0.9285103995154856,0.7488066129472273,0.6742983212626783,0.7532361090763857,0.8344842019621387,0.8087353806072367,0.7574779044127251,0.8115163965164043,0.8701621177051537,0.05142857142857137,0.0,0.05714285714285716,0.11428571428571431,0.1335389604363784,0.05789678681671361,0.12887318448246993,0.20249221431103653,0.13356025775977914,0.06659801167072173,0.12940694334735425,0.2057300100288565,0.13364670047108201,0.07148960048451435,0.12847371716129288,0.1891680164265839,0.2511933870527727,0.16551579803786123,0.24676389092361423,0.32570167873732164,0.19126461939276293,0.12983788229484627,0.18848360348359577,0.24252209558727494,0.9486486486486495,0.8891891891891893,0.9432432432432433,0.9972972972972972,0.8272365320791825,0.7657746150572616,0.8315411941274162,0.8949447967769154,0.8492942653766044,0.7812202637724917,0.8531550663718437,0.9092591006311896,0.8493017812318159,0.7996591557428321,0.8539887515467961,0.9048947526757295,0.7214324008464851,0.6524327365927648,0.7257686904709814,0.7964711450596939,0.7752466253899373,0.7269155447826199,0.7772688812943842,0.8300855323911165,0.05405405405405606,0.05405405405405583,0.054054054054055944,0.054054054054055944,0.10720071913663361,0.10666332835026393,0.10666332835026404,0.10688848860938319,0.10869920095227094,0.10666332835026382,0.1066633283502641,0.10856268333562927,0.10823189324359088,0.10666332835026382,0.10666332835026404,0.10816877081957843,0.10991398573505204,0.10380525561829919,0.10913173751956173,0.12380624751691705,0.10841754383821281,0.10521977584238754,0.10789914135221024,0.11492265861107244,0.08247579068938496,0.04294725245921611,0.08028720096712189,0.12409321960270968,0.10666332834956617,0.1066633283495662,0.1066633283495663,0.10666332834956638,0.2110128548811629,0.2110128548811631,0.2110128548811631,0.2110128548811631,0.09114830497986376,0.03960345889375999,0.08815482648857637,0.13851342379960305,0.11916310835250066,0.051721032339222345,0.11512714168806082,0.18089372076760635,1.9924102689657281,1.549703045348177,1.987168839831784,2.473842393130544,1.236433701309239,1.2364337013092417,1.2364337013092417,1.2364337013092417,2.9775685365661952,2.977568536566194,2.977568536566194,2.977568536566194,0.575941077822542,0.13461095574170634,0.5556244644379917,1.0098966669918752
