k,b_norm_griebel_innovation_mean,b_norm_radial_mean,b_norm_x_mean,b_norm_y_mean,b_norm_comp_mean,b_norm_overall_mean,d_norm_griebel_innovation_mean,d_norm_radial_mean,d_norm_x_mean,d_norm_y_mean,d_norm_comp_mean,d_norm_overall_mean,p_ok_griebel_innovation_mean,p_ok_radial_mean,p_ok_x_mean,p_ok_y_mean,p_ok_comp_mean,p_ok_overall_mean,u_griebel_innovation_mean,u_radial_mean,u_x_mean,u_y_mean,u_comp_mean,u_overall_mean,griebel_multinomial_dc_mean,griebel_multinomial_uncertainty_mean,griebel_multinomial_threshold_mean,dc_josang_history_mean,dc_norm_history_mean,nis_score_mean,nis_lower_band_mean,nis_upper_band_mean,rmse_mean
865,0.9545714286,0.8609721681,0.8693156907,0.8635176205,0.7488608351,0.8055569868,0.04542857143,0.1390278319,0.1306843093,0.1364823795,0.2511391649,0.1944430132,0.9543243243,0.8221404809,0.8519288157,0.8467854046,0.7215592666,0.7723962812,0.05405405405,0.1079869187,0.1076776007,0.1079452592,0.109267595,0.1084715623,0.08136497756,0.1066633276,0.2110128549,0.09460346631,0.1238660597,1.936107687,1.236433701,2.977568537,0.5079175729
866,0.9545714286,0.8618931113,0.8680884542,0.8650553506,0.7492199157,0.8061466644,0.04542857143,0.1381068887,0.1319115458,0.1349446494,0.2507800843,0.1938533356,0.9543243243,0.8229810112,0.8508380436,0.8481685485,0.7218897054,0.7729378789,0.05405405405,0.1078969186,0.1076079727,0.1078582754,0.1092032175,0.1084127223,0.08106866568,0.1066633277,0.2110128549,0.09401356769,0.1230705295,1.930717404,1.236433701,2.977568537,0.5442936467
867,0.9545714286,0.8611529373,0.8682194385,0.8664701666,0.7505046292,0.8064021431,0.04542857143,0.1388470627,0.1317805615,0.1335298334,0.2494953708,0.1935978569,0.9543243243,0.8223407417,0.850956109,0.8494326606,0.7230324297,0.7731732354,0.05405405405,0.1078125832,0.1075428133,0.1077767418,0.1092155879,0.1083917645,0.08045787855,0.1066633277,0.2110128549,0.09455105123,0.1237529667,1.93802253,1.236433701,2.977568537,0.5735376834
868,0.954,0.86087241,0.8676626758,0.8669943375,0.7504348131,0.8061771712,0.046,0.13912759,0.1323373242,0.1330056625,0.2495651869,0.1938228288,0.9537837838,0.8220981078,0.8504636079,0.8498992102,0.722990366,0.7729889804,0.05405405405,0.1077336144,0.1074818762,0.1077003752,0.109137558,0.1083291883,0.08054815451,0.1066633278,0.2110128549,0.09478963307,0.124035085,1.949785606,1.236433701,2.977568537,0.5884900927
869,0.954,0.8617791508,0.8673432838,0.8677090653,0.7506817653,0.8066998325,0.046,0.1382208492,0.1326567162,0.1322909347,0.2493182347,0.1933001675,0.9537837838,0.822925102,0.8501774604,0.8505278283,0.7232223768,0.7734748636,0.05405405405,0.1076597224,0.1074249232,0.1076288993,0.1090952782,0.1082766481,0.08112565595,0.1066633278,0.2110128549,0.0941989081,0.1232450368,1.955704449,1.236433701,2.977568537,0.5999159039
870,0.9545714286,0.8622473802,0.8674386528,0.8688356793,0.7516775827,0.8075077362,0.04542857143,0.1377526198,0.1325613472,0.1311643207,0.2483224173,0.1924922638,0.9543243243,0.8233594243,0.8502375935,0.85154081,0.7240342429,0.7741619002,0.05405405405,0.1075906263,0.1079717585,0.1075620461,0.1094315353,0.1083948769,0.08050567928,0.1066633278,0.2110128549,0.09390606317,0.1228452626,1.96463166,1.236433701,2.977568537,0.5807653411
871,0.9557142857,0.8594550097,0.868828338,0.8672812464,0.7514981572,0.80616457,0.04428571429,0.1405449903,0.131171662,0.1327187536,0.2485018428,0.19383543,0.9554054054,0.8208218488,0.8514647556,0.8501448974,0.7238838404,0.7729362532,0.05405405405,0.108126088,0.1078833356,0.1074995564,0.1093430024,0.1085532918,0.08033805428,0.1066633279,0.2110128549,0.09548371209,0.1251151072,1.947728732,1.236433701,2.977568537,0.5925874606
872,0.956,0.8608972051,0.8698527881,0.8650821326,0.7504940866,0.8064035146,0.044,0.1391027949,0.1301472119,0.1349178674,0.2495059134,0.1935964854,0.9556756757,0.8221067394,0.8523842654,0.8481976596,0.7229643247,0.7731376922,0.05405405405,0.1080270203,0.1078004112,0.1080412138,0.1095317575,0.1085960128,0.08023978198,0.1066633279,0.2110128549,0.09457529025,0.1238797504,1.951853866,1.236433701,2.977568537,0.5667515965
873,0.9568571429,0.8622092681,0.8692566658,0.8628516449,0.7480665117,0.8061811245,0.04314285714,0.1377907319,0.1307433342,0.1371483551,0.2519334883,0.1938188755,0.9564864865,0.8233037096,0.8518884795,0.8461677781,0.7207703764,0.7729077786,0.05405405405,0.10793414,0.108322725,0.108547985,0.1099020439,0.1087245943,0.07989132289,0.1066633279,0.2110128549,0.09370924526,0.1227292204,1.95238584,1.236433701,2.977568537,0.5997311015
874,0.9568571429,0.8630812792,0.8686308728,0.8632113797,0.7478167828,0.8064058545,0.04314285714,0.1369187208,0.1313691272,0.1367886203,0.2521832172,0.1935941455,0.9564864865,0.8240805507,0.8513274585,0.8464935823,0.7205831416,0.7731313977,0.05405405405,0.1078471272,0.1082112015,0.108421781,0.1097564956,0.108634879,0.07997510291,0.106663328,0.2110128549,0.09318042791,0.1219958858,1.967767266,1.236433701,2.977568537,0.5903738159
875,0.958,0.8636875737,0.8676964067,0.863759789,0.7475512464,0.8066854681,0.042,0.1363124263,0.1323035933,0.136240211,0.2524487536,0.1933145319,0.9575675676,0.8246497872,0.8504488856,0.8469933028,0.7203247949,0.7733728552,0.05405405405,0.1077656699,0.1087065615,0.1083032694,0.1099093643,0.1086749812,0.07965166551,0.106663328,0.2110128549,0.09278471209,0.1214673778,1.96177636,1.236433701,2.977568537,0.578137876
876,0.9574285714,0.8654462955,0.868591022,0.861402603,0.7462510703,0.8070454531,0.04257142857,0.1345537045,0.131408978,0.138597397,0.2537489297,0.1929545469,0.957027027,0.8262267234,0.8512553622,0.844903951,0.7191515592,0.7736784395,0.05405405405,0.1076894656,0.1085696398,0.1087920916,0.1100300878,0.108702021,0.07978744098,0.106663328,0.2110128549,0.09162960645,0.1199285438,1.968353181,1.236433701,2.977568537,0.5597118023
877,0.9574285714,0.8652760873,0.8693230155,0.8621232489,0.7475721051,0.8075198864,0.04257142857,0.1347239127,0.1306769845,0.1378767511,0.2524278949,0.1924801136,0.957027027,0.826079607,0.8519212673,0.8455269852,0.7203182365,0.7741066283,0.05405405405,0.1076182212,0.108441072,0.108649095,0.1099689582,0.1086526359,0.08143033529,0.1066633281,0.2110128549,0.09179170461,0.1201112824,1.96399818,1.236433701,2.977568537,0.5492353367
878,0.9568571429,0.8639231113,0.8700045954,0.863483748,0.7493007726,0.8075740958,0.04314285714,0.1360768887,0.1299954046,0.136516252,0.2506992274,0.1924259042,0.9564864865,0.8248738429,0.8525243967,0.846720947,0.7218409754,0.7741581781,0.05405405405,0.1075516543,0.1083204533,0.1085148669,0.1099541843,0.1086199732,0.08217775366,0.1066633281,0.2110128549,0.09276259692,0.12135033,1.983359152,1.236433701,2.977568537,0.5203792396
879,0.9565714286,0.8657126298,0.8700805442,0.8625981636,0.7485828316,0.8080065806,0.04342857143,0.1342873702,0.1299194558,0.1374018364,0.2514171684,0.1919934194,0.9562162162,0.8264843535,0.852584546,0.8459174436,0.7212173772,0.7745681621,0.05405405405,0.1074894931,0.1082073852,0.1083889769,0.1097856998,0.1085135794,0.08141007345,0.1066633281,0.2110128549,0.09156710053,0.1197709,1.982205736,1.236433701,2.977568537,0.5406049565
880,0.9582857143,0.8653099068,0.8675427752,0.8626959247,0.7464380765,0.8068141629,0.04171428571,0.1346900932,0.1324572248,0.1373040753,0.2535619235,0.1931858371,0.9578378378,0.8261369535,0.8503153349,0.846010542,0.7193224543,0.7735110566,0.05405405405,0.1074314771,0.1087015106,0.108271002,0.1098429135,0.1085132591,0.08102899241,0.1066633281,0.2110128549,0.09186746043,0.1201473079,1.981974129,1.236433701,2.977568537,0.4992360488
881,0.9585714286,0.8639867754,0.8673553883,0.8641042504,0.7475463142,0.8066118934,0.04142857143,0.1360132246,0.1326446117,0.1358957496,0.2524536858,0.1933881066,0.9581081081,0.8249621993,0.8501667015,0.8472595282,0.7203076703,0.7733390971,0.05405405405,0.1073773571,0.1085636221,0.1081605282,0.1097817667,0.1084669607,0.08160633603,0.1066633281,0.2110128549,0.09280223085,0.1213491222,1.976368058,1.236433701,2.977568537,0.5037438914
882,0.9591428571,0.8640439233,0.8686494184,0.8651553224,0.7495753508,0.8076530554,0.04085714286,0.1359560767,0.1313505816,0.1348446776,0.2504246492,0.1923469446,0.9586486486,0.8250213701,0.8513133872,0.8482139745,0.722097432,0.7742611644,0.05405405405,0.1073268953,0.1084343169,0.1080571524,0.1097951146,0.1084591251,0.08096693032,0.1066633281,0.2110128549,0.09278881279,0.1213151822,1.967595585,1.236433701,2.977568537,0.5197293926
883,0.9608571429,0.8629026904,0.868399244,0.8651596903,0.7494175717,0.8070781798,0.03914285714,0.1370973096,0.131600756,0.1348403097,0.2505824283,0.1929218202,0.9602702703,0.82385198,0.8510757204,0.8482166726,0.7219239962,0.7736642331,0.05405405405,0.1078798984,0.1089131902,0.1079604834,0.1099721652,0.1087610572,0.08052979307,0.1066633282,0.2110128549,0.09338234737,0.1222080708,1.970001582,1.236433701,2.977568537,0.5490849515
884,0.9597142857,0.8617386649,0.8684416456,0.8650065064,0.7493507676,0.8064573728,0.04028571429,0.1382613351,0.1315583544,0.1349934936,0.2506492324,0.1935426272,0.9591891892,0.8227311694,0.8511165179,0.8480716749,0.7218867071,0.7730903634,0.05405405405,0.1083973583,0.1087609872,0.1078701432,0.1098374395,0.1088928081,0.0810480368,0.1066633282,0.2110128549,0.09391508885,0.1230701514,1.957463667,1.236433701,2.977568537,0.5866290071
885,0.9591428571,0.8602756081,0.8699331681,0.8644058403,0.7500264712,0.8059988659,0.04085714286,0.1397243919,0.1300668319,0.1355941597,0.2499735288,0.1940011341,0.9586486486,0.8214445505,0.8524279461,0.8475338431,0.7224985889,0.7726977727,0.05405405405,0.1082812119,0.1086182587,0.1077857672,0.1097735232,0.1088240752,0.08248575646,0.1066633282,0.2110128549,0.09497096634,0.1244148435,1.96397708,1.236433701,2.977568537,0.5786837749
886,0.9588571429,0.8589361087,0.8693687452,0.8640679012,0.749234042,0.8047884053,0.04114285714,0.1410638913,0.1306312548,0.1359320988,0.250765958,0.1952115947,0.9583783784,0.8202679044,0.8519196126,0.847235866,0.7218160121,0.7716504485,0.05405405405,0.1081721536,0.1084845208,0.1077070055,0.1096158864,0.1087060753,0.08327099039,0.1066633282,0.2110128549,0.09593795808,0.1256460188,1.958370952,1.236433701,2.977568537,0.5965244991
887,0.9588571429,0.8600595897,0.8710653812,0.8650229103,0.7515671131,0.8064772437,0.04114285714,0.1399404103,0.1289346188,0.1349770897,0.2484328869,0.1935227563,0.9583783784,0.8212818822,0.8534367527,0.8480903722,0.7238867207,0.7731591073,0.05405405405,0.1080698379,0.1083593004,0.1076335227,0.1096538561,0.1086945345,0.0830654012,0.1066633282,0.2110128549,0.09522962363,0.1246831988,1.959071774,1.236433701,2.977568537,0.6016474779
888,0.9588571429,0.8626395591,0.8719204815,0.8638228335,0.7512196926,0.8075683096,0.04114285714,0.1373604409,0.1280795185,0.1361771665,0.2487803074,0.1924316904,0.9583783784,0.823597937,0.8541981392,0.8470229675,0.7236076662,0.7741534833,0.05405405405,0.1079739256,0.1082421374,0.1075649983,0.1095356695,0.1086094193,0.08208083298,0.1066633282,0.2110128549,0.09351910654,0.1224151002,1.969161743,1.236433701,2.977568537,0.6026485534
889,0.9602857143,0.8624371358,0.870292158,0.8613061515,0.7477475134,0.8059493697,0.03971428571,0.1375628642,0.129707842,0.1386938485,0.2522524866,0.1940506303,0.9597297297,0.8234379077,0.8527547546,0.8448244174,0.7204995284,0.7726903155,0.05405405405,0.1078840844,0.1087326193,0.1081011602,0.1098360816,0.1087172996,0.08261969215,0.1066633282,0.2110128549,0.09369324343,0.1226200501,1.963532745,1.236433701,2.977568537,0.5883598994
890,0.9597142857,0.8627929281,0.8701646642,0.8615192893,0.7478114708,0.8061306489,0.04028571429,0.1372070719,0.1298353358,0.1384807107,0.2521885292,0.1938693511,0.9591891892,0.8237858071,0.8526465114,0.8450176574,0.7205713981,0.7728733344,0.05405405405,0.1077999906,0.1085914887,0.1080028915,0.1097165546,0.1086313534,0.082522622,0.1066633282,0.2110128549,0.09346747684,0.1223141976,1.957156696,1.236433701,2.977568537,0.5737028615
891,0.9608571429,0.8628849037,0.8708721382,0.8605762031,0.7475108318,0.8059480069,0.03914285714,0.1371150963,0.1291278618,0.1394237969,0.2524891682,0.1940519931,0.9602702703,0.8238840297,0.8532721525,0.8441821194,0.7203334411,0.7727379415,0.05405405405,0.10772133,0.1084592983,0.1079108837,0.109585127,0.1085408717,0.08302428986,0.1066633282,0.2110128549,0.09343919591,0.1222553054,1.960425564,1.236433701,2.977568537,0.5880648229
892,0.9614285714,0.8627429598,0.87179692,0.8612356653,0.7488224402,0.8065334406,0.03857142857,0.1372570402,0.12820308,0.1387643347,0.2511775598,0.1934665594,0.9608108108,0.823777347,0.8541001686,0.8447533641,0.7215019188,0.7732661886,0.05405405405,0.1076477986,0.1083355701,0.1078247956,0.1095633845,0.1085077626,0.08320867116,0.1066633283,0.2110128549,0.09356096682,0.1223987537,1.958496688,1.236433701,2.977568537,0.5948239637
893,0.9608571429,0.8631596295,0.8728680398,0.8606884897,0.7492884732,0.8069237998,0.03914285714,0.1368403705,0.1271319602,0.1393115103,0.2507115268,0.1930762002,0.9602702703,0.8241664584,0.8550535339,0.8442661791,0.7219232279,0.7736292981,0.05405405405,0.1075791034,0.1082198399,0.1077442971,0.1094844106,0.108442398,0.08265875883,0.1066633283,0.2110128549,0.09330196797,0.1220439898,1.966520967,1.236433701,2.977568537,0.5944523565
894,0.9605714286,0.8650113949,0.8723337969,0.8594400334,0.7476748496,0.8071318813,0.03942857143,0.1349886051,0.1276662031,0.1405599666,0.2523251504,0.1928681187,0.96,0.8258378553,0.8545709231,0.843140699,0.7204725473,0.7738120094,0.05405405405,0.1075149626,0.1081116594,0.1082691038,0.1096146125,0.1084641103,0.0817128426,0.1066633283,0.2110128549,0.09205758688,0.1204046634,1.960763929,1.236433701,2.977568537,0.5784960212
895,0.9602857143,0.8661206686,0.8709737848,0.8599905523,0.7469022971,0.8072523968,0.03971428571,0.1338793314,0.1290262152,0.1400094477,0.2530977029,0.1927476032,0.9597297297,0.8268492172,0.8533620274,0.8436474456,0.7198127954,0.7739471984,0.05405405405,0.1074551059,0.1080105963,0.1081600837,0.109466286,0.1083687203,0.08098278173,0.1066633283,0.2110128549,0.09131297265,0.1194232298,1.955105941,1.236433701,2.977568537,0.5836627769
896,0.9611428571,0.8666190365,0.8706261251,0.8604486327,0.7470145015,0.8074924732,0.03885714286,0.1333809635,0.1293738749,0.1395513673,0.2529854985,0.1925075268,0.9605405405,0.8273084776,0.8530535589,0.8440501373,0.7199260971,0.7741793669,0.05405405405,0.1073992751,0.1079162352,0.1080579115,0.109365125,0.1082999681,0.08085788902,0.1066633283,0.2110128549,0.09099279867,0.1189918849,1.959424302,1.236433701,2.977568537,0.54258317
897,0.962,0.8671982191,0.8707920027,0.8613596526,0.747890431,0.8082020776,0.038,0.1328017809,0.1292079973,0.1386403474,0.252109569,0.1917979224,0.9613513514,0.8278389423,0.8532023348,0.844862936,0.720711928,0.7748228236,0.05405405405,0.1073472237,0.1078281779,0.1079622272,0.1093344196,0.1082619659,0.08150327811,0.1066633283,0.2110128549,0.09061604958,0.1184874459,1.9515894,1.236433701,2.977568537,0.5467632951
898,0.962,0.8678604229,0.8702807588,0.8621331597,0.7481229759,0.8086010076,0.038,0.1321395771,0.1297192412,0.1378668403,0.2518770241,0.1913989924,0.9613513514,0.8284370131,0.8527617725,0.8455593305,0.7209293478,0.7751904333,0.05405405405,0.107298717,0.1077460441,0.1078726808,0.109258593,0.108208231,0.08171468811,0.1066633283,0.2110128549,0.09018981054,0.1179136284,1.961324986,1.236433701,2.977568537,0.5700077853
899,0.9611428571,0.8677288553,0.8685515737,0.8626077018,0.7470506675,0.8079314276,0.03885714286,0.1322711447,0.1314484263,0.1373922982,0.2529493325,0.1920685724,0.9605405405,0.8283309152,0.8512276552,0.8459691372,0.7200115437,0.7746225838,0.05405405405,0.1072535322,0.1076694707,0.1077889336,0.1091012883,0.1081138583,0.08203701118,0.1066633283,0.2110128549,0.09029660399,0.1180423187,1.969957081,1.236433701,2.977568537,0.5491663653
900,0.9585714286,0.8687323017,0.8691622495,0.8627003527,0.7476636854,0.8087058146,0.04142857143,0.1312676983,0.1308377505,0.1372996473,0.2523363146,0.1912941854,0.9581081081,0.8292379354,0.8517886555,0.8460584697,0.7205560837,0.7753206554,0.05405405405,0.1072114578,0.1075981122,0.1077106585,0.109067354,0.1080797368,0.08229285324,0.1066633283,0.2110128549,0.08962593157,0.1171563357,1.978872131,1.236433701,2.977568537,0.5030729642
901,0.9582857143,0.8681260886,0.8674742582,0.8618276639,0.7453945214,0.8073296716,0.04171428571,0.1318739114,0.1325257418,0.1381723361,0.2546054786,0.1926703284,0.9578378378,0.8287030209,0.8502500001,0.8452775099,0.7185260069,0.7740884008,0.05405405405,0.1071722937,0.108131674,0.1076375404,0.1091619154,0.1080950532,0.08297798176,0.1066633283,0.2110128549,0.09006015659,0.1177108322,1.978958608,1.236433701,2.977568537,0.5280961778
902,0.958,0.8676790059,0.867024201,0.8616649266,0.7448780219,0.8067911846,0.042,0.1323209941,0.132975799,0.1383350734,0.2551219781,0.1932088154,0.9575675676,0.8283150957,0.8498700913,0.8451342483,0.718091951,0.7736296172,0.05405405405,0.1071358508,0.1080310183,0.1075692773,0.1090404351,0.1080251692,0.08347525907,0.1066633283,0.2110128549,0.0903761463,0.1181169789,1.961878559,1.236433701,2.977568537,0.5420615924
903,0.9574285714,0.8673824877,0.8659552288,0.8619044022,0.744137207,0.8062308104,0.04257142857,0.1326175123,0.1340447712,0.1380955978,0.255862793,0.1937691896,0.957027027,0.828057324,0.8489281419,0.8453419088,0.7174686068,0.7731544051,0.05405405405,0.1071019505,0.1079368185,0.1075055796,0.1089090131,0.107948909,0.08369350463,0.1066633283,0.2110128549,0.0905938482,0.1183917007,1.973682317,1.236433701,2.977568537,0.5245561204
904,0.9568571429,0.8682671408,0.8657492866,0.8617909126,0.7438427128,0.8065103118,0.04314285714,0.1317328592,0.1342507134,0.1382090874,0.2561572872,0.1934896882,0.9564864865,0.8288590266,0.8487541742,0.8452486863,0.717225856,0.77342021,0.05405405405,0.1070704247,0.1078487162,0.1074461708,0.1088139399,0.1078911695,0.08431718131,0.1066633283,0.2110128549,0.08999528233,0.117605761,1.972216116,1.236433701,2.977568537,0.551172622
905,0.9562857143,0.8685051396,0.8655081256,0.8625107911,0.7443091123,0.806834041,0.04371428571,0.1314948604,0.1344918744,0.1374892089,0.2556908877,0.193165959,0.9559459459,0.8290798381,0.8485299661,0.8458863254,0.7176432223,0.7737161494,0.05405405405,0.1070411148,0.1077663662,0.1073907875,0.1087618135,0.1078531342,0.08380900841,0.1066633283,0.2110128549,0.08984225449,0.1173996045,1.954094553,1.236433701,2.977568537,0.5933342839
906,0.9554285714,0.8689174685,0.8636179641,0.8616720475,0.7420328074,0.8059493845,0.04457142857,0.1310825315,0.1363820359,0.1383279525,0.2579671926,0.1940506155,0.9551351351,0.829454461,0.8468399873,0.8451440403,0.7156018349,0.7729217066,0.05405405405,0.1070138722,0.1082894701,0.107339179,0.1088606522,0.1078754701,0.08432639022,0.1066633283,0.2110128549,0.08957133756,0.1170386029,1.960000872,1.236433701,2.977568537,0.6204638706
907,0.9542857143,0.8679390337,0.862535646,0.8631055238,0.7423523046,0.8055917403,0.04571428571,0.1320609663,0.137464354,0.1368944762,0.2576476954,0.1944082597,0.9540540541,0.8285908864,0.8458630511,0.8464244393,0.7158942771,0.772612967,0.05405405405,0.1069885568,0.1081788832,0.1072911071,0.1087926901,0.1078331803,0.08475591281,0.1066633283,0.2110128549,0.09024388793,0.1179148352,1.964112634,1.236433701,2.977568537,0.6136431227
908,0.9537142857,0.8674785799,0.8616333582,0.8632123497,0.7417248407,0.8049774157,0.04628571429,0.1325214201,0.1383666418,0.1367876503,0.2582751593,0.1950225843,0.9535135135,0.8281867096,0.8450708449,0.8465211936,0.7153524707,0.7720829353,0.05405405405,0.1069650375,0.1080752689,0.1072463465,0.1086707646,0.1077642985,0.08469574069,0.1066633283,0.2110128549,0.09056582872,0.1183307716,1.976254111,1.236433701,2.977568537,0.6700035514
909,0.954,0.8685722899,0.8626705417,0.8636641637,0.7429311954,0.8061185501,0.046,0.1314277101,0.1373294583,0.1363358363,0.2570688046,0.1938814499,0.9537837838,0.8291686431,0.8459833994,0.8469298912,0.7164234574,0.7731021395,0.05405405405,0.1069431914,0.1079782567,0.1072046835,0.1086844682,0.1077637214,0.08479620147,0.1066633283,0.2110128549,0.08982686645,0.1173597612,1.983424293,1.236433701,2.977568537,0.6949536909
910,0.954,0.8699214269,0.8632967127,0.8613065879,0.7413958292,0.8059903289,0.046,0.1300785731,0.1367032873,0.1386934121,0.2586041708,0.1940096711,0.9537837838,0.8303774654,0.8465564089,0.8448296803,0.7150994975,0.7730148463,0.05405405405,0.1069229032,0.1078874872,0.1071659166,0.1085194224,0.1076777585,0.0845328808,0.1066633283,0.2110128549,0.08891397152,0.116161083,2.000667695,1.236433701,2.977568537,0.6878045326
911,0.954,0.870110121,0.8637507023,0.860690529,0.7411638932,0.8059397985,0.046,0.129889879,0.1362492977,0.139309471,0.2588361068,0.1940602015,0.9537837838,0.8305496628,0.8469521952,0.8442803323,0.7149082001,0.7729818881,0.05405405405,0.1069040652,0.1078026128,0.1071298555,0.1084508762,0.1076360408,0.08309331052,0.1066633283,0.2110128549,0.08879370786,0.1159983046,2.002998361,1.236433701,2.977568537,0.7089239716
912,0.9531428571,0.8710990213,0.862506008,0.8616666131,0.7409036239,0.806273154,0.04685714286,0.1289009787,0.137493992,0.1383333869,0.2590963761,0.193726846,0.952972973,0.8314386327,0.8458525467,0.845150986,0.7146915909,0.7732927023,0.05405405405,0.1068865765,0.1077232986,0.107096321,0.1083777538,0.1075935527,0.08322733973,0.1066633283,0.2110128549,0.08812211717,0.1151180791,2.01104799,1.236433701,2.977568537,0.70933864
913,0.9528571429,0.8719182976,0.8615447397,0.8618103729,0.7402186757,0.8063193064,0.04714285714,0.1280817024,0.1384552603,0.1381896271,0.2597813243,0.1936806936,0.9527027027,0.8321740831,0.8450050297,0.845280218,0.7141000936,0.7733474682,0.05405405405,0.1068703431,0.1076492225,0.1070651444,0.1082800891,0.1075385975,0.0820158572,0.1066633283,0.2110128549,0.0875686378,0.1143907454,2.008171928,1.236433701,2.977568537,0.6955633446
914,0.9522857143,0.8724647233,0.8625227508,0.8602149516,0.7397314468,0.8063025228,0.04771428571,0.1275352767,0.1374772492,0.1397850484,0.2602685532,0.1936974772,0.9521621622,0.8326660719,0.8458771139,0.8438538371,0.7136795514,0.7733456928,0.05405405405,0.1068552768,0.1075800757,0.107036167,0.1081936127,0.1074894635,0.08267649356,0.1066633283,0.2110128549,0.08720047372,0.1139062897,2.009107283,1.236433701,2.977568537,0.7125996664
915,0.9517142857,0.8717878401,0.8622699556,0.8591851386,0.7386734024,0.8053957831,0.04828571429,0.1282121599,0.1377300444,0.1408148614,0.2613265976,0.1946042169,0.9516216216,0.8320676383,0.8456541724,0.8429332124,0.7127616282,0.7725554103,0.05405405405,0.1068412958,0.1075155627,0.1070092401,0.1080715993,0.1074235781,0.08412800315,0.1066633283,0.2110128549,0.08766461174,0.1145117138,2.015760467,1.236433701,2.977568537,0.730755856
916,0.9502857143,0.8702540312,0.8626221914,0.8584032094,0.7383265248,0.8044002526,0.04971428571,0.1297459688,0.1373778086,0.1415967906,0.2616734752,0.1955997474,0.9502702703,0.8307005741,0.8459690809,0.8422380871,0.7124588325,0.7716759959,0.05405405405,0.1068283233,0.1074554015,0.106984224,0.1080013522,0.1073822667,0.08486860572,0.1066633283,0.2110128549,0.08871890016,0.1158852642,2.028692767,1.236433701,2.977568537,0.7504831988
917,0.9477142857,0.8698021641,0.8610586495,0.8577525693,0.7364767666,0.8031981842,0.05228571429,0.1301978359,0.1389413505,0.1422474307,0.2635232334,0.1968018158,0.9478378378,0.830301756,0.8445774074,0.8416562557,0.7108439135,0.7706272656,0.05405405405,0.106816288,0.1073993237,0.1069609877,0.1078390241,0.1072957815,0.08538349348,0.1066633283,0.2110128549,0.08902977471,0.1162901,2.059915156,1.236433701,2.977568537,0.7351581158
918,0.9451428571,0.8695152022,0.8607586014,0.856396313,0.7350364938,0.8023109479,0.05485714286,0.1304847978,0.1392413986,0.143603687,0.2649635062,0.1976890521,0.9454054054,0.8300483535,0.8443141999,0.8404476128,0.7095947021,0.7698561451,0.05405405405,0.1068051234,0.1073470738,0.1069394087,0.1077079196,0.1072275693,0.0856398353,0.1066633283,0.2110128549,0.08923008304,0.1165490848,2.074009491,1.236433701,2.977568537,0.7219280142
919,0.9454285714,0.8683990532,0.861877292,0.8544039269,0.734140802,0.8013966404,0.05457142857,0.1316009468,0.138122708,0.1455960731,0.265859198,0.1986033596,0.9456756757,0.8289345018,0.8453145869,0.8386674978,0.7088192226,0.7689934159,0.05405405405,0.1073948009,0.1072984096,0.1069193723,0.1076261989,0.1074245065,0.08421936615,0.1066633283,0.2110128549,0.08973010199,0.1173680978,2.098184332,1.236433701,2.977568537,0.7315897947
920,0.9454285714,0.869975574,0.8601560371,0.8522966211,0.730866532,0.8008376869,0.05457142857,0.130024426,0.1398439629,0.1477033789,0.269133468,0.1991623131,0.9456756757,0.8303570511,0.8437627586,0.8368105064,0.7058608315,0.7684588864,0.05405405405,0.1073464363,0.1078531352,0.107500389,0.1080046101,0.1075685256,0.0832218783,0.1066633283,0.2110128549,0.0886659885,0.1159697308,2.109674231,1.236433701,2.977568537,0.6991789494
921,0.9445714286,0.8709165725,0.8603216746,0.8525405005,0.7312182809,0.8014577373,0.05542857143,0.1290834275,0.1396783254,0.1474594995,0.2687817191,0.1985422627,0.9448648649,0.8312099757,0.8439224556,0.8370299094,0.7061778928,0.7690204388,0.05405405405,0.1073009435,0.1077722071,0.1074443939,0.1079617055,0.1075363384,0.0828012999,0.1066633283,0.2110128549,0.08803738222,0.1151395526,2.114807612,1.236433701,2.977568537,0.7240530757
922,0.9431428571,0.8685914466,0.8604416606,0.8506769142,0.7296291134,0.7993611265,0.05685714286,0.1314085534,0.1395583394,0.1493230858,0.2703708866,0.2006388735,0.9435135135,0.8289852833,0.8440162382,0.8353682018,0.7047881551,0.7671204822,0.05405405405,0.1078581645,0.1076963879,0.1073918127,0.107802559,0.1076679161,0.08354498418,0.1066633283,0.2110128549,0.08943355704,0.1170856345,2.138375901,1.236433701,2.977568537,0.7099653574
923,0.9425714286,0.869082985,0.8598923363,0.8486822646,0.727456528,0.7986505761,0.05742857143,0.130917015,0.1401076637,0.1513177354,0.272543472,0.2013494239,0.942972973,0.8294317412,0.8435293391,0.833637541,0.7028644238,0.7664850847,0.05405405405,0.1077792713,0.1076254045,0.1079425117,0.1079077834,0.1076894984,0.08327317256,0.1066633283,0.2110128549,0.08914415531,0.1166786231,2.141735224,1.236433701,2.977568537,0.6856973549
924,0.9414285714,0.8692016943,0.8599455813,0.8480303046,0.7269836702,0.7984672819,0.05857142857,0.1307983057,0.1400544187,0.1519696954,0.2730163298,0.2015327181,0.9418918919,0.8295337597,0.8435815195,0.833004025,0.7023864477,0.7662949249,0.05405405405,0.1077050376,0.1075589924,0.1084575338,0.1081131908,0.1077513805,0.0820639495,0.1066633283,0.2110128549,0.08912356438,0.1166137215,2.148944202,1.236433701,2.977568537,0.6632178881
