k,b_norm_griebel_innovation_mean,b_norm_radial_mean,b_norm_x_mean,b_norm_y_mean,b_norm_comp_mean,b_norm_overall_mean,d_norm_griebel_innovation_mean,d_norm_radial_mean,d_norm_x_mean,d_norm_y_mean,d_norm_comp_mean,d_norm_overall_mean,p_ok_griebel_innovation_mean,p_ok_radial_mean,p_ok_x_mean,p_ok_y_mean,p_ok_comp_mean,p_ok_overall_mean,u_griebel_innovation_mean,u_radial_mean,u_x_mean,u_y_mean,u_comp_mean,u_overall_mean,griebel_multinomial_dc_mean,griebel_multinomial_uncertainty_mean,griebel_multinomial_threshold_mean,dc_josang_history_mean,dc_norm_history_mean,nis_score_mean,nis_lower_band_mean,nis_upper_band_mean,rmse_mean
237,0.9468571429,0.8637716592,0.8712289744,0.8682891419,0.7541375199,0.8094651968,0.05314285714,0.1362283408,0.1287710256,0.1317108581,0.2458624801,0.1905348032,0.947027027,0.8248109618,0.8536559775,0.851036189,0.7262691403,0.7759739943,0.05405405405,0.1073822642,0.1074776119,0.1073006237,0.109223968,0.1081835301,0.08207569886,0.106663288,0.2110128549,0.09288785552,0.1214979061,1.979796795,1.236433701,2.977568537,0.5438496706
238,0.9465714286,0.8631353663,0.8715514953,0.8668761527,0.7532500652,0.8087054749,0.05342857143,0.1368646337,0.1284485047,0.1331238473,0.2467499348,0.1912945251,0.9467567568,0.8242592515,0.853951612,0.8497830356,0.7255011356,0.7753127585,0.05405405405,0.1073336179,0.1074227288,0.1072564515,0.1091106666,0.1081148624,0.08190817339,0.106663291,0.2110128549,0.0933340271,0.1220739396,1.967272804,1.236433701,2.977568537,0.5439254306
239,0.948,0.8629084895,0.8724278805,0.8666774419,0.7538831797,0.8088910628,0.052,0.1370915105,0.1275721195,0.1333225581,0.2461168203,0.1911089372,0.9481081081,0.8240646814,0.8547432524,0.8496024133,0.7260660678,0.7754818304,0.05405405405,0.1072880059,0.1073712423,0.1072151698,0.1090965983,0.1080971569,0.08107884608,0.1066632938,0.2110128549,0.09351074186,0.1222913156,1.960704788,1.236433701,2.977568537,0.5319114432
240,0.948,0.862324532,0.8713454535,0.8669988013,0.7531524994,0.8083470318,0.052,0.137675468,0.1286545465,0.1330011987,0.2468475006,0.1916529682,0.9481081081,0.8235420347,0.853776437,0.8498925465,0.7253970984,0.7749784256,0.05405405405,0.1072452714,0.1079230133,0.1071766119,0.1093288756,0.1081855649,0.08158760169,0.1066632963,0.2110128549,0.09394328187,0.1228353296,1.975342866,1.236433701,2.977568537,0.5311848613
241,0.9471428571,0.8593174992,0.8702070055,0.8671121068,0.7523436708,0.8064656321,0.05285714286,0.1406825008,0.1297929945,0.1328878932,0.2476563292,0.1935343679,0.9472972973,0.8207374936,0.8527550937,0.8499919855,0.7246992198,0.7732588249,0.05405405405,0.1078052949,0.1078390474,0.1071406176,0.1092028549,0.1083476924,0.08226145031,0.1066632987,0.2110128549,0.0957608253,0.1253598589,1.978364975,1.236433701,2.977568537,0.5897204509
242,0.9465714286,0.8581547079,0.869588982,0.8675560747,0.7523054804,0.8058053023,0.05342857143,0.1418452921,0.130411018,0.1324439253,0.2476945196,0.1941946977,0.9467567568,0.8197173544,0.8521875959,0.8503875651,0.7246661383,0.7726813866,0.05405405405,0.1077291019,0.1077601485,0.107107034,0.1091298004,0.1082877009,0.08248476915,0.1066633008,0.2110128549,0.09658452373,0.1264180947,1.979629399,1.236433701,2.977568537,0.5679763708
243,0.9465714286,0.857464638,0.8681768052,0.8663539889,0.7501192233,0.8044790372,0.05342857143,0.142535362,0.1318231948,0.1336460111,0.2498807767,0.1955209628,0.9467567568,0.8191199736,0.8509697523,0.8493177983,0.7227284905,0.7715005337,0.05405405405,0.1076575165,0.1082063412,0.1070757146,0.1092016371,0.1082930261,0.08267637029,0.1066633029,0.2110128549,0.09708082863,0.1270512681,1.975963631,1.236433701,2.977568537,0.5750507119
244,0.9471428571,0.8593266329,0.8693524632,0.8646634336,0.7498743812,0.8054229909,0.05285714286,0.1406733671,0.1306475368,0.1353365664,0.2501256188,0.1945770091,0.9472972973,0.8207911019,0.8520153714,0.8478358247,0.7224812271,0.7723203407,0.05405405405,0.1075903205,0.1081038795,0.1076465533,0.1093982582,0.1083653956,0.08194974108,0.1066633047,0.2110128549,0.09584508431,0.1254137378,1.975034538,1.236433701,2.977568537,0.5899491697
245,0.9471428571,0.8577054651,0.8698307112,0.8646389104,0.7501949935,0.8047997328,0.05285714286,0.1422945349,0.1301692888,0.1353610896,0.2498050065,0.1952002672,0.9472972973,0.8191907241,0.8524412208,0.8478226592,0.7227831233,0.7717039806,0.05405405405,0.1081273317,0.108007541,0.1075805912,0.1093359315,0.1085644266,0.08230044369,0.1066633065,0.2110128549,0.09678165858,0.1267456101,1.975658886,1.236433701,2.977568537,0.5922260095
246,0.9471428571,0.8585815684,0.8688344083,0.864582308,0.7492053975,0.804783925,0.05285714286,0.1414184316,0.1311655917,0.135417692,0.2507946025,0.195216075,0.9472972973,0.8199934372,0.8515017005,0.8477787522,0.72186406,0.7716788816,0.05405405405,0.1080295118,0.1085170805,0.10751867,0.1095192317,0.1086044029,0.08223764736,0.1066633081,0.2110128549,0.0962246898,0.1259918069,1.980833901,1.236433701,2.977568537,0.5488845712
247,0.9474285714,0.8593632673,0.8659034028,0.865581451,0.747480979,0.8041530505,0.05257142857,0.1406367327,0.1340965972,0.134418549,0.252519021,0.1958469495,0.9475675676,0.820700184,0.8488285166,0.8486616255,0.7203176564,0.7711257259,0.05405405405,0.1079376211,0.1089932024,0.1074605904,0.1096248279,0.1086519347,0.08202262064,0.1066633096,0.2110128549,0.09574518627,0.1253310054,1.9749205,1.236433701,2.977568537,0.5412368508
248,0.9471428571,0.8600396784,0.8666254147,0.8652756347,0.7477652957,0.8046132673,0.05285714286,0.1399603216,0.1333745853,0.1347243653,0.2522347043,0.1953867327,0.9472972973,0.8213240043,0.8494708145,0.8483908761,0.7205877606,0.7715553757,0.05405405405,0.1078513781,0.1088382411,0.1074061571,0.1095449477,0.1085791441,0.08282958566,0.106663311,0.2110128549,0.09531710347,0.1247503066,1.977396769,1.236433701,2.977568537,0.5432690998
249,0.9462857143,0.8584333756,0.8668827907,0.8651769387,0.7479320613,0.8038276934,0.05371428571,0.1415666244,0.1331172093,0.1348230613,0.2520679387,0.1961723066,0.9464864865,0.8198995967,0.8497039419,0.8482950964,0.7207556331,0.770872038,0.05405405405,0.1077705042,0.1086925711,0.1073551791,0.1094448974,0.108503371,0.08416767171,0.1066633122,0.2110128549,0.09646001827,0.1262151512,1.963107213,1.236433701,2.977568537,0.5487467136
250,0.9454285714,0.8592957384,0.8671027187,0.8653639855,0.7483425951,0.8043715155,0.05457142857,0.1407042616,0.1328972813,0.1346360145,0.2516574049,0.1956284845,0.9456756757,0.8206846385,0.8499167713,0.8484676381,0.7211258297,0.7713752982,0.05405405405,0.1076947259,0.1085557663,0.1073074707,0.1093735893,0.1084363863,0.08444636919,0.1066633134,0.2110128549,0.09590450294,0.1254679986,1.968432494,1.236433701,2.977568537,0.5492676822
251,0.944,0.858798268,0.8651972013,0.8661754426,0.7473991921,0.8035702849,0.056,0.141201732,0.1348027987,0.1338245574,0.2526008079,0.1964297151,0.9443243243,0.8202549338,0.8482141945,0.8491844567,0.720304184,0.7706835518,0.05405405405,0.1076237757,0.1084274026,0.1072628519,0.1092270228,0.1083334934,0.08415264533,0.1066633145,0.2110128549,0.09627559393,0.1259331784,1.968577734,1.236433701,2.977568537,0.5235366048
252,0.9428571429,0.8588293683,0.8644934758,0.8670581837,0.7475397725,0.803602934,0.05714285714,0.1411706317,0.1355065242,0.1329418163,0.2524602275,0.196397066,0.9432432432,0.8203067162,0.847569542,0.8499778571,0.720437193,0.7707315228,0.05405405405,0.107557393,0.1083070612,0.1072211487,0.1091532432,0.1082705352,0.08406419174,0.1066633155,0.2110128549,0.09626787228,0.1259145873,1.978219612,1.236433701,2.977568537,0.5205146658
253,0.9431428571,0.8587508295,0.8665358418,0.8681606016,0.7502877609,0.8048692358,0.05685714286,0.1412491705,0.1334641582,0.1318393984,0.2497122391,0.1951307642,0.9435135135,0.8202492953,0.8493966847,0.8509670429,0.7228406605,0.7718500812,0.05405405405,0.1074953252,0.1081943306,0.1071821937,0.1092595878,0.1082953314,0.08433010031,0.1066633165,0.2110128549,0.09634881729,0.1260030421,1.979682331,1.236433701,2.977568537,0.5302019661
254,0.9434285714,0.8598321497,0.8665917586,0.869724294,0.7516257111,0.8060755181,0.05657142857,0.1401678503,0.1334082414,0.130275706,0.2483742889,0.1939244819,0.9437837838,0.8212214606,0.8494502951,0.8523598377,0.7240127527,0.7729184624,0.05405405405,0.107437328,0.1080888085,0.1071458258,0.1092861939,0.1082849014,0.08360523648,0.1066633174,0.2110128549,0.09564333311,0.1250598753,1.974514587,1.236433701,2.977568537,0.5324641072
255,0.944,0.859694634,0.8644416345,0.8691613673,0.749319116,0.8048969237,0.056,0.140305366,0.1355583655,0.1308386327,0.250680884,0.1951030763,0.9443243243,0.8211113973,0.8475338717,0.8518515976,0.7219668179,0.7718753679,0.05405405405,0.1073831664,0.1085901366,0.1071118909,0.1093626036,0.1082899363,0.08267503238,0.1066633182,0.2110128549,0.09575878255,0.1251970195,1.961484808,1.236433701,2.977568537,0.5301170858
256,0.944,0.8603497564,0.8658343051,0.8673525957,0.749001314,0.8049730829,0.056,0.1396502436,0.1341656949,0.1326474043,0.250998686,0.1950269171,0.9443243243,0.8217120017,0.848769945,0.8502407852,0.7216876179,0.7719602581,0.05405405405,0.1073326143,0.1084591089,0.1070802418,0.1092529835,0.1082154298,0.08305221967,0.1066633189,0.2110128549,0.09532544989,0.1246216912,1.968732383,1.236433701,2.977568537,0.5093087152
257,0.9451428571,0.8618062701,0.86428085,0.8661728203,0.7466036522,0.8044800649,0.05485714286,0.1381937299,0.13571915,0.1338271797,0.2533963478,0.1955199351,0.9454054054,0.8230276237,0.8473967459,0.8491850396,0.7196010056,0.7715552345,0.05405405405,0.1072854556,0.1083363264,0.107050738,0.1090279046,0.1080845245,0.0824072254,0.1066633196,0.2110128549,0.0943428052,0.1233296486,1.973349843,1.236433701,2.977568537,0.5165282462
258,0.9442857143,0.8609167853,0.8626291666,0.8656448392,0.7449287998,0.8033347021,0.05571428571,0.1390832147,0.1373708334,0.1343551608,0.2550712002,0.1966652979,0.9445945946,0.8222473968,0.8459389131,0.8487151017,0.7181083628,0.7705269525,0.05405405405,0.1072414835,0.1088213897,0.1070232458,0.1091156851,0.10810722,0.08193039746,0.1066633203,0.2110128549,0.09496265667,0.1241318614,1.983259878,1.236433701,2.977568537,0.5416470819
259,0.9442857143,0.8601829375,0.862282599,0.8658694843,0.7449008183,0.8028819765,0.05571428571,0.1398170625,0.137717401,0.1341305157,0.2550991817,0.1971180235,0.9445945946,0.8216010854,0.8456408055,0.8489126981,0.7180932019,0.7701372483,0.05405405405,0.1072005013,0.1086750509,0.1069976385,0.1090246104,0.1080469829,0.08223817216,0.1066633209,0.2110128549,0.09548153689,0.124798664,2.007713665,1.236433701,2.977568537,0.5158473118
260,0.9437142857,0.8586376407,0.8620119064,0.8650765325,0.743916463,0.8016007426,0.05628571429,0.1413623593,0.1379880936,0.1349234675,0.256083537,0.1983992574,0.9440540541,0.8200758788,0.8453164595,0.8482030096,0.7171741943,0.7689293223,0.05405405405,0.1077623551,0.1091379027,0.1069737957,0.1091940925,0.1083108921,0.08215214587,0.1066633214,0.2110128549,0.09633707653,0.1260429436,2.011260017,1.236433701,2.977568537,0.510422949
261,0.9442857143,0.8586007328,0.8623186858,0.8646326845,0.7437768755,0.8015528895,0.05571428571,0.1413992672,0.1376813142,0.1353673155,0.2562231245,0.1984471105,0.9445945946,0.8200677023,0.8456009951,0.8478104086,0.7170889595,0.7689078875,0.05405405405,0.1076880407,0.1089706441,0.1069516036,0.1090837141,0.1082421795,0.08140782221,0.1066633219,0.2110128549,0.09638044464,0.1260882773,2.012501497,1.236433701,2.977568537,0.5217250685
262,0.9437142857,0.8591224718,0.8622043775,0.8661981523,0.7449366576,0.8023806284,0.05628571429,0.1408775282,0.1377956225,0.1338018477,0.2550633424,0.1976193716,0.9440540541,0.8205401193,0.8454962979,0.8492066475,0.7181344268,0.7696548898,0.05405405405,0.1076183574,0.1088137802,0.1069309548,0.1090702948,0.1082133013,0.08234774457,0.1066633224,0.2110128549,0.09606572866,0.125650702,2.011421022,1.236433701,2.977568537,0.5277073077
263,0.9445714286,0.858235032,0.8632248359,0.8668236197,0.7463678986,0.8026344203,0.05542857143,0.141764968,0.1367751641,0.1331763803,0.2536321014,0.1973655797,0.9448648649,0.8197706073,0.8464092569,0.8497638034,0.719395957,0.7698829804,0.05405405405,0.1075530661,0.1086667816,0.1069117478,0.1090782439,0.1081949706,0.08150947551,0.1066633228,0.2110128549,0.09668653686,0.1264528596,1.997595079,1.236433701,2.977568537,0.5115675121
264,0.9448571429,0.8576724101,0.8631036773,0.8648558131,0.7445754767,0.8014029398,0.05514285714,0.1423275899,0.1368963227,0.1351441869,0.2554245233,0.1985970602,0.9451351351,0.8192794306,0.8463189582,0.8480066156,0.7178446765,0.7688160499,0.05405405405,0.1074919338,0.1085291314,0.106893887,0.1088770459,0.1080770404,0.08227801327,0.1066633232,0.2110128549,0.09709964943,0.1269746024,2.003223277,1.236433701,2.977568537,0.5207285832
265,0.9451428571,0.8583338333,0.863649318,0.8635642682,0.7439946267,0.8015510262,0.05485714286,0.1416661667,0.136350682,0.1364357318,0.2560053733,0.1984489738,0.9454054054,0.8198909295,0.8468090837,0.8468578571,0.7172931645,0.7689314663,0.05405405405,0.1074347346,0.108400326,0.1074773159,0.1090785135,0.1081416848,0.08205868837,0.1066633236,0.2110128549,0.09665898055,0.1263917032,1.994632104,1.236433701,2.977568537,0.5021413698
266,0.9454285714,0.8577270247,0.8659952593,0.8631439309,0.7456628171,0.8020734766,0.05457142857,0.1422729753,0.1340047407,0.1368560691,0.2543371829,0.1979265234,0.9456756757,0.8193674575,0.8489098985,0.8464907193,0.7187589909,0.7693939927,0.05405405405,0.1073812497,0.1082798772,0.1074231235,0.1091044077,0.1081364066,0.08222530435,0.106663324,0.2110128549,0.09708611018,0.1269419176,1.992301084,1.236433701,2.977568537,0.479251082
267,0.946,0.8567112358,0.8669009914,0.8619601072,0.7453674374,0.8013837442,0.054,0.1432887642,0.1330990086,0.1380398928,0.2546325626,0.1986162558,0.9462162162,0.8184691651,0.8497172564,0.8454264491,0.7185182852,0.7687956846,0.05405405405,0.1073312683,0.1081673134,0.1073721981,0.1090076643,0.1080723968,0.08120687417,0.1066633243,0.2110128549,0.09780452652,0.1278652007,1.975819192,1.236433701,2.977568537,0.4864028544
268,0.9457142857,0.8569385882,0.8663331709,0.8622070609,0.7451143579,0.8013560976,0.05428571429,0.1430614118,0.1336668291,0.1377929391,0.2548856421,0.1986439024,0.9459459459,0.8185561772,0.849220241,0.8456382153,0.7183061197,0.7687346422,0.05405405405,0.1078846171,0.1080621802,0.1073243852,0.1089121311,0.1082333085,0.08240083646,0.1066633246,0.2110128549,0.09741173119,0.1275015143,1.98991247,1.236433701,2.977568537,0.5040053144
269,0.9465714286,0.8557404822,0.8655424185,0.8618934685,0.7441523206,0.8002167531,0.05342857143,0.1442595178,0.1344575815,0.1381065315,0.2558476794,0.1997832469,0.9467567568,0.8174907148,0.8485242489,0.8453588792,0.717481926,0.7677395031,0.05405405405,0.1078022831,0.1079640413,0.1072795325,0.1087770242,0.1081430675,0.08267606746,0.1066633249,0.2110128549,0.09828479635,0.1286081436,1.993140348,1.236433701,2.977568537,0.537972855
270,0.9485714286,0.8542395284,0.8639330899,0.8635352088,0.7441789394,0.799515801,0.05142857143,0.1457604716,0.1360669101,0.1364647912,0.2558210606,0.200484199,0.9486486486,0.8160642929,0.8470935682,0.8468196498,0.7175162396,0.7670821197,0.05405405405,0.1083250772,0.1078724786,0.1072374904,0.1087080749,0.1083068587,0.08277665326,0.1066633251,0.2110128549,0.09905098449,0.1297731685,1.99388867,1.236433701,2.977568537,0.5656630632
271,0.9494285714,0.855405978,0.8639252114,0.8637638203,0.7443902887,0.8001810658,0.05057142857,0.144594022,0.1360747886,0.1362361797,0.2556097113,0.1998189342,0.9494594595,0.8171288408,0.8470902169,0.8470284165,0.717699717,0.7676831237,0.05405405405,0.1082139152,0.1077870931,0.1071981125,0.1086580744,0.1082483836,0.08258082121,0.1066633254,0.2110128549,0.09830113835,0.1287642015,1.971645281,1.236433701,2.977568537,0.5143366426
272,0.9514285714,0.8548411063,0.8633253715,0.8637089144,0.7438288214,0.7996147672,0.04857142857,0.1451588937,0.1366746285,0.1362910856,0.2561711786,0.2003852328,0.9513513514,0.8166500206,0.8465605036,0.8469795639,0.7171585922,0.7671621209,0.05405405405,0.1081095131,0.107707504,0.1077612898,0.1088836209,0.1083438025,0.08205316204,0.1066633256,0.2110128549,0.0987259529,0.1292952228,1.96840017,1.236433701,2.977568537,0.5282444955
273,0.9522857143,0.8556424056,0.8629262749,0.8632264689,0.7429930763,0.7997420471,0.04771428571,0.1443575944,0.1370737251,0.1367735311,0.2570069237,0.2002579529,0.9521621622,0.8173904544,0.846232457,0.8465601982,0.7163929586,0.7672640821,0.05405405405,0.1080115456,0.1082333828,0.1076880575,0.1090923696,0.1083984228,0.08207972979,0.1066633258,0.2110128549,0.09821340136,0.1286037728,1.967993745,1.236433701,2.977568537,0.5587762324
274,0.9525714286,0.8556466734,0.8636279121,0.864880461,0.7448891371,0.8006296151,0.04742857143,0.1443533266,0.1363720879,0.135119539,0.2551108629,0.1993703849,0.9524324324,0.8173983357,0.8468440952,0.8480296185,0.7180604174,0.7680511476,0.05405405405,0.1079196925,0.1081255593,0.1076192496,0.1091368816,0.1083867204,0.08256454945,0.106663326,0.2110128549,0.09827243934,0.1286418181,1.966786603,1.236433701,2.977568537,0.5318774941
275,0.9502857143,0.856787103,0.865901149,0.8653932499,0.747285379,0.802455749,0.04971428571,0.143212897,0.134098851,0.1346067501,0.252714621,0.197544251,0.9502702703,0.818443422,0.8488769311,0.8484811159,0.7201756012,0.7696737881,0.05405405405,0.1078336395,0.1080246756,0.1075546573,0.1092008711,0.1083914183,0.08185691035,0.1066633261,0.2110128549,0.09751687501,0.1276397582,1.967029373,1.236433701,2.977568537,0.5388090764
276,0.9511428571,0.8570109358,0.8657502037,0.8658016419,0.7474480765,0.8026366544,0.04885714286,0.1429890642,0.1342497963,0.1341983581,0.2525519235,0.1973633456,0.9510810811,0.8184832546,0.8487449616,0.8488414334,0.7203384224,0.7697826037,0.05405405405,0.1083531132,0.1079303437,0.1074940742,0.1091362104,0.1085663776,0.08126878629,0.1066633263,0.2110128549,0.09721619258,0.1273401888,1.969894258,1.236433701,2.977568537,0.5579392336
277,0.9517142857,0.8569251104,0.867060534,0.8650611025,0.7478562731,0.8027698536,0.04828571429,0.1430748896,0.132939466,0.1349388975,0.2521437269,0.1972301464,0.9516216216,0.8184333322,0.8499086184,0.8481835547,0.7207125993,0.7699180647,0.05405405405,0.1082389888,0.10784219,0.1074372973,0.1090886241,0.1085046266,0.08158330583,0.1066633265,0.2110128549,0.09731953522,0.1274471734,1.962788043,1.236433701,2.977568537,0.5839838823
278,0.9511428571,0.8550623974,0.8663846209,0.8656688256,0.7477148521,0.8018114361,0.04885714286,0.1449376026,0.1336153791,0.1343311744,0.2522851479,0.1981885639,0.9510810811,0.8166888861,0.8493116126,0.8487268056,0.7206028081,0.769034333,0.05405405405,0.1087319785,0.1077598558,0.107384128,0.1090127846,0.1086547746,0.08206150802,0.1066633266,0.2110128549,0.09834771242,0.1289451246,1.970583713,1.236433701,2.977568537,0.5940343738
279,0.9511428571,0.8550594581,0.8666759975,0.8651415524,0.7476529322,0.8018683201,0.04885714286,0.1449405419,0.1333240025,0.1348584476,0.2523470678,0.1981316799,0.9510810811,0.8166946062,0.8495665914,0.8483211953,0.720517202,0.7690655619,0.05405405405,0.1085928969,0.1076829975,0.1079344062,0.1092485324,0.1087155651,0.08265109286,0.1066633267,0.2110128549,0.09843974847,0.1290089454,1.976494546,1.236433701,2.977568537,0.5643905061
280,0.9511428571,0.8562737949,0.86625002,0.8658867684,0.7478980783,0.8025830159,0.04885714286,0.1437262051,0.13374998,0.1341132316,0.2521019217,0.1974169841,0.9510810811,0.817804112,0.8491969946,0.848978914,0.7207447887,0.7697172767,0.05405405405,0.1084623606,0.1076112864,0.1078491174,0.1091912308,0.1086452973,0.081680201,0.1066633268,0.2110128549,0.09766884883,0.1279647077,1.979647704,1.236433701,2.977568537,0.5329812934
281,0.9508571429,0.8560385572,0.8657778536,0.8659090584,0.7475816707,0.802423004,0.04914285714,0.1439614428,0.1342221464,0.1340909416,0.2524183293,0.197576996,0.9508108108,0.817549136,0.8487827444,0.8489968124,0.720475563,0.7695500904,0.05405405405,0.1088963577,0.1075444093,0.1077690477,0.1090849371,0.1087618383,0.08027848156,0.106663327,0.2110128549,0.09757533235,0.1280026851,1.977575592,1.236433701,2.977568537,0.5647377866
282,0.9508571429,0.8542825671,0.8661751859,0.8645117218,0.7467539362,0.8010710243,0.04914285714,0.1457174329,0.1338248141,0.1354882782,0.2532460638,0.1989289757,0.9508108108,0.8160115542,0.84914352,0.8477500263,0.7197723237,0.7683765667,0.05405405405,0.1087460767,0.1074820677,0.1076939421,0.1089509087,0.1086463354,0.08086647263,0.1066633271,0.2110128549,0.09884088847,0.1296154075,1.96573055,1.236433701,2.977568537,0.5831894307
283,0.952,0.8536662039,0.8665169418,0.8634908639,0.7461089133,0.8002864864,0.048,0.1463337961,0.1334830582,0.1365091361,0.2538910867,0.1997135136,0.9518918919,0.8153094471,0.8494554538,0.8468288413,0.7192257117,0.7676481565,0.05405405405,0.1092050777,0.1074239783,0.1076235499,0.1088431961,0.1087695165,0.08028778808,0.1066633272,0.2110128549,0.09914659005,0.1300880141,1.961516693,1.236433701,2.977568537,0.574757642
284,0.9522857143,0.8528818963,0.8665694508,0.8638636422,0.7464953578,0.8000502567,0.04771428571,0.1471181037,0.1334305492,0.1361363578,0.2535046422,0.1999497433,0.9521621622,0.8146683419,0.8495065548,0.8471569891,0.7195614081,0.7674581635,0.05405405405,0.1090340765,0.1073698721,0.1075576254,0.1088036254,0.1086887139,0.08079399193,0.1066633272,0.2110128549,0.09972040886,0.1308146198,1.969819214,1.236433701,2.977568537,0.5493028644
285,0.9528571429,0.8515574403,0.8674825819,0.8638365865,0.7473553857,0.7997329532,0.04714285714,0.1484425597,0.1325174181,0.1361634135,0.2526446143,0.2002670468,0.9527027027,0.813231097,0.8503273438,0.8471365355,0.7203166798,0.7670811074,0.05405405405,0.110073658,0.1073194943,0.1074959295,0.1087940518,0.1090769871,0.08039639509,0.1066633273,0.2110128549,0.1002323986,0.131732074,1.970941437,1.236433701,2.977568537,0.5562223889
286,0.9542857143,0.8519913633,0.8662567163,0.8611028022,0.7440807652,0.7984096603,0.04571428571,0.1480086367,0.1337432837,0.1388971978,0.2559192348,0.2015903397,0.9540540541,0.81365641,0.8492199363,0.8447065566,0.7173790928,0.7658831921,0.05405405405,0.1098456501,0.1078726376,0.1080382634,0.1091229855,0.1092118714,0.08106026172,0.1066633274,0.2110128549,0.1000476073,0.1314207649,1.972235455,1.236433701,2.977568537,0.567373156
287,0.9551428571,0.8508545278,0.8668286937,0.8615751771,0.7448748113,0.7981713771,0.04485714286,0.1491454722,0.1331713063,0.1384248229,0.2551251887,0.2018286229,0.9548648649,0.8126834444,0.8497374589,0.8451160652,0.7180864288,0.7656912656,0.05405405405,0.1096314778,0.1077902481,0.107945576,0.1091008502,0.109123147,0.08049348187,0.1066633275,0.2110128549,0.1009197475,0.1325008166,1.964068904,1.236433701,2.977568537,0.6029754875
288,0.9554285714,0.8492618709,0.8662842791,0.8631742666,0.7458297306,0.7977972424,0.04457142857,0.1507381291,0.1337157209,0.1368257334,0.2541702694,0.2022027576,0.9551351351,0.8111560847,0.8492525516,0.8465505853,0.7189281808,0.7653162946,0.05405405405,0.1100305158,0.1077130789,0.1078586184,0.1090775266,0.1092611584,0.08063912966,0.1066633275,0.2110128549,0.1018683533,0.1338286574,1.962772548,1.236433701,2.977568537,0.5948172956
289,0.9545714286,0.8497360915,0.8664251348,0.8633544816,0.7460550854,0.7981427183,0.04542857143,0.1502639085,0.1335748652,0.1366455184,0.2539449146,0.2018572817,0.9543243243,0.8116288079,0.8493692963,0.8467059037,0.7191429683,0.7656482995,0.05405405405,0.1098032868,0.1076408482,0.1077771027,0.1090127112,0.1091529257,0.08137080096,0.1066633276,0.2110128549,0.1016386013,0.1334695487,1.966847058,1.236433701,2.977568537,0.5881185859
290,0.9545714286,0.8484934088,0.8661009523,0.8639372926,0.7462849894,0.7977910997,0.04542857143,0.1515065912,0.1338990477,0.1360627074,0.2537150106,0.2022089003,0.9543243243,0.8104697821,0.8490848681,0.8472084234,0.7193515624,0.7652975659,0.05405405405,0.1101901524,0.1075732832,0.1077007469,0.108954021,0.1092856015,0.08220648896,0.1066633276,0.2110128549,0.1022738981,0.1344351417,1.981409621,1.236433701,2.977568537,0.5915552796
291,0.9542857143,0.8457250237,0.8667749943,0.8628787943,0.7458300353,0.796360357,0.04571428571,0.1542749763,0.1332250057,0.1371212057,0.2541699647,0.203639643,0.9540540541,0.8079522438,0.8496799439,0.8461919648,0.7188948995,0.7639641223,0.05405405405,0.1105516141,0.1075101212,0.1082293094,0.1091833344,0.1095126328,0.08316635005,0.1066633277,0.2110128549,0.1039651561,0.1367719492,1.969468184,1.236433701,2.977568537,0.5842921
292,0.9542857143,0.8460919388,0.8673079301,0.8629558851,0.7464371686,0.7966829242,0.04571428571,0.1539080612,0.1326920699,0.1370441149,0.2535628314,0.2033170758,0.9540540541,0.8082963316,0.8501493913,0.84626408,0.7194401162,0.7642736478,0.05405405405,0.1102891218,0.1074511093,0.1081236969,0.1091239488,0.1093926566,0.08286665377,0.1066633277,0.2110128549,0.1038834236,0.1365591075,1.968516214,1.236433701,2.977568537,0.5914592936
293,0.9548571429,0.8464887943,0.8657861099,0.8644607919,0.7463863667,0.7967428394,0.04514285714,0.1535112057,0.1342138901,0.1355392081,0.2536136333,0.2032571606,0.9545945946,0.8085363812,0.8487842333,0.8475924939,0.7194063371,0.7642993172,0.05405405405,0.1106428555,0.1073960049,0.1080246187,0.1090406655,0.1094863327,0.08416072343,0.1066633278,0.2110128549,0.103519419,0.1361421911,1.969039646,1.236433701,2.977568537,0.5866355945
294,0.9545714286,0.84810067,0.86501442,0.8650920203,0.7462532989,0.7973082414,0.04542857143,0.15189933,0.13498558,0.1349079797,0.2537467011,0.2026917586,0.9543243243,0.8099927662,0.8480930307,0.8481524999,0.719300086,0.7648323428,0.05405405405,0.1103733082,0.1073445758,0.1079317457,0.108957057,0.1093459254,0.08411534724,0.1066633278,0.2110128549,0.1025915226,0.1348205797,1.959358757,1.236433701,2.977568537,0.5564953262
295,0.9554285714,0.8473226461,0.8640879837,0.8620694383,0.7427947774,0.7951415108,0.04457142857,0.1526773539,0.1359120163,0.1379305617,0.2572052226,0.2048584892,0.9551351351,0.8093776845,0.8472774104,0.8454654327,0.7162840338,0.7629664937,0.05405405405,0.1101205744,0.1072966003,0.1078447559,0.1086703753,0.1091133725,0.08471856891,0.1066633279,0.2110128549,0.1031914903,0.1355620282,1.958431455,1.236433701,2.977568537,0.5667909395
296,0.9557142857,0.8435725985,0.8644799202,0.8626344433,0.7436601924,0.7939766211,0.04428571429,0.1564274015,0.1355200798,0.1373655567,0.2563398076,0.2060233789,0.9554054054,0.8059173511,0.8476340981,0.8459719458,0.7170452338,0.7618490114,0.05405405405,0.1110838593,0.107251867,0.1077633353,0.1086627688,0.1094765234,0.08472676352,0.1066633279,0.2110128549,0.1052066466,0.1385407193,1.950638946,1.236433701,2.977568537,0.5645697496
