k,p_ok_griebel_innovation_mean,p_ok_radial_mean,p_ok_x_mean,p_ok_y_mean,p_ok_overall_mean,u_griebel_innovation_mean,u_radial_mean,u_x_mean,u_y_mean,u_overall_mean,griebel_multinomial_dc_mean,griebel_multinomial_uncertainty_mean,griebel_multinomial_threshold_mean,dc_josang_history_mean,dc_norm_history_mean,nis_score_mean,nis_lower_band_mean,nis_upper_band_mean,rmse_mean
16,0.9510526315789484,0.6518055555555559,0.7201978111794098,0.7232533667349651,0.5805583844513905,0.1052631578947378,0.2916666666666671,0.2916666666666671,0.2916666666666671,0.2750324387241489,0.1027259310775019,0.2916666666666671,0.3094008426184258,0.1228621031746032,0.2023611111111111,1.8528647097134268,0.9706630867967296,3.4684662279717235,0.5978960341074164
17,0.9504999999999992,0.6560666666666666,0.7230565653988996,0.7253898987322333,0.5846092375233538,0.0999999999999995,0.2800000000000004,0.2800000000000003,0.2800000000000003,0.2641824916539889,0.1041078087371376,0.2800000000000003,0.305786600314845,0.1258559999999999,0.203933333333333,1.8530315181481576,0.9937070279611224,3.421176617486517,0.5831719857829188
18,0.9504761904761898,0.6687820512820515,0.7308236205758657,0.7359518257040706,0.5981978032588358,0.0952380952380956,0.269230769230769,0.269230769230769,0.269230769230769,0.255412642615188,0.104113200909145,0.2692307692307698,0.3026372152396463,0.1231466610312765,0.1966025641025643,1.866015035379574,1.015205871520578,3.3779690714424286,0.5838964358649597
19,0.9513636363636372,0.6791975308641978,0.7394968198137967,0.7445585482088585,0.6101473713022488,0.0909090909090907,0.2592592592592595,0.2592592592592595,0.2592592592592595,0.2471826845139355,0.1031911492230902,0.2592592592592594,0.2990301952218708,0.1213795806388398,0.1911728395061725,1.8767407855186236,1.0353267658485052,3.3382980916401888,0.5578994267799762
20,0.9504347826086964,0.6920833333333334,0.7492766952966368,0.7471933619633033,0.6214008847147879,0.0869565217391307,0.250000000000001,0.2500000000000009,0.250000000000001,0.2391567266673475,0.1034772995481364,0.25,0.2955706628728277,0.1175892857142854,0.1829166666666662,1.8781322941673304,1.0542125382605017,3.3017141646143027,0.5975763206719836
21,0.9520833333333326,0.695632183908046,0.7494740506312357,0.7470027862634196,0.6231660996593477,0.0833333333333337,0.2413793103448267,0.2413793103448267,0.2413793103448267,0.2307292044977602,0.1027397783171264,0.241379310344828,0.2927780591315597,0.1194360455240362,0.1836781609195403,1.890167896176816,1.0719860551466676,3.2678432026817763,0.5843248499031359
22,0.9519999999999992,0.699444444444444,0.7508249156101945,0.7501026933879723,0.626920857603324,0.0799999999999998,0.2333333333333343,0.2333333333333343,0.2333333333333343,0.2232297779955228,0.1018782419938683,0.2333333333333339,0.289191001446856,0.1208412698412694,0.1838888888888885,1.878322565201988,1.088753667460565,3.2363711031348488,0.6134679411260767
23,0.9507692307692304,0.700913978494624,0.7553681979023384,0.7522499183324465,0.6304675992306421,0.0769230769230757,0.2258064516129038,0.2258064516129038,0.2258064516129038,0.2163507401432697,0.1031605197554289,0.2258064516129036,0.2855338858237978,0.1235498736435259,0.1861827956989246,1.902579212958796,1.1046079585723905,3.207031988835185,0.5972891301001746
24,0.95111111111111,0.7059374999999997,0.7578566917178903,0.7561900250512239,0.6354750252002592,0.0740740740740741,0.2187500000000022,0.2187500000000023,0.2187500000000022,0.2099131710866449,0.1028935935861242,0.21875,0.2819802759743681,0.1236746651785708,0.1846874999999993,1.9065401223214944,1.1196299546549295,3.179599138673155,0.5668943421676718
25,0.951785714285714,0.7145454545454548,0.7650428525749251,0.7590327515648241,0.6438247596607946,0.071428571428572,0.2121212121212098,0.2121212121212099,0.2121212121212099,0.2041117348843751,0.1060375449820095,0.2121212121212121,0.2791851411152499,0.1211491538764273,0.1793939393939398,1.9081326970650825,1.133890917067433,3.153877911645206,0.5459081150735193
26,0.9506896551724132,0.7243627450980399,0.7708749255384066,0.7661690431854659,0.6539932418794514,0.068965517241378,0.2058823529411738,0.2058823529411738,0.2058823529411738,0.1988280735133188,0.1054118831916419,0.2058823529411771,0.2761212765728988,0.1175494315373216,0.172696078431373,1.9043901565467711,1.1474538067429203,3.1297001678806096,0.5453652988794289
27,0.949666666666668,0.7330000000000002,0.7800880229039763,0.7717546895706425,0.6643851829347913,0.0666666666666673,0.1999999999999992,0.1999999999999992,0.1999999999999992,0.1939604400445211,0.1041972700524215,0.1999999999999996,0.2734060865674503,0.1145142857142858,0.1669999999999999,1.9030733227668404,1.160374489040522,3.106919827173992,0.5146305341289696
28,0.9483870967741946,0.7356481481481485,0.7782337259714587,0.7724003926381252,0.6652895856194128,0.064516129032258,0.1944444444444431,0.1944444444444431,0.1944444444444431,0.188427951530501,0.1032355635643022,0.1944444444444443,0.2703541087425067,0.1153990299823634,0.1671296296296298,1.905248560726372,1.172702731611157,3.085409301426927,0.5211795769007899
29,0.9490625000000016,0.736891891891892,0.7787319135578156,0.7767499315758333,0.6679963432410868,0.0624999999999979,0.1891891891891898,0.1891891891891898,0.1891891891891898,0.1835512580975887,0.1030621680884361,0.1891891891891894,0.267108341117151,0.11711363873526,0.1685135135135133,1.912622328711454,1.1844830359579523,3.0650566053209904,0.5359362892648103
30,0.950303030303031,0.739122807017544,0.7804758105694518,0.7776249333764689,0.6701540259982532,0.0606060606060602,0.1842105263157896,0.1842105263157896,0.1842105263157896,0.1787862289744566,0.1027422760578131,0.1842105263157896,0.2642064089533258,0.1180134546893548,0.1687719298245613,1.9028714244451117,1.1957553344419665,3.0457629983185357,0.5480000027476138
31,0.950294117647059,0.7422649572649572,0.7836260034608326,0.7811046359394652,0.674460368040786,0.0588235294117635,0.1794871794871808,0.1794871794871809,0.1794871794871809,0.1745123908871742,0.1010265348696951,0.1794871794871792,0.2618373313236741,0.1181478350709115,0.1679914529914525,1.9065184160462056,1.20655557770429,3.027441046547437,0.5461759916314195
32,0.9499999999999996,0.7503333333333332,0.786785353374312,0.7872436867076453,0.6822874517192062,0.0571428571428569,0.1750000000000019,0.1750000000000019,0.175000000000002,0.1705841443971153,0.0992256978602794,0.1750000000000003,0.2588780431699549,0.1146749999999994,0.1621666666666662,1.906621372323067,1.216916232286436,3.0100130192019123,0.5305458301374598
33,0.949722222222222,0.7568292682926839,0.792554816300143,0.7907661984139644,0.6893659930215599,0.0555555555555544,0.1707317073170689,0.1707317073170689,0.170731707317069,0.1668404377095905,0.099735214156662,0.1707317073170729,0.2564839344640734,0.1121679272541864,0.1578048780487813,1.905905172837942,1.2268667042279595,2.9934095534724703,0.5363420704691838
34,0.9508108108108108,0.7624999999999997,0.7967400190866465,0.7939622413088692,0.6953345057846795,0.0540540540540561,0.1666666666666682,0.1666666666666682,0.1666666666666682,0.1631878368916929,0.1003614589289578,0.1666666666666665,0.2539042835678078,0.110119047619047,0.1541666666666663,1.90537732612111,1.236433701309239,2.9775685365661952,0.5406503553927539
35,0.9502702702702704,0.7641085271317819,0.7963894760071122,0.7935987783326933,0.6958005670213909,0.0540540540540561,0.1627906976744206,0.1627906976744206,0.1627906976744206,0.1593067521009166,0.0999612539619031,0.1627906976744188,0.2515615037586216,0.1108676504674335,0.1544961240310073,1.922111911709136,1.236433701309239,2.9775685365661952,0.5599194261872518
36,0.950810810810811,0.7671819734509442,0.7974721529580924,0.7942895092948414,0.6981174336653869,0.0540540540540561,0.159132183162539,0.159132183162539,0.159132183162539,0.1557685258581068,0.099408035585531,0.1590909090909087,0.2491148374081799,0.1104553885564104,0.1532519349677862,1.9224224949456208,1.236433701309239,2.9775685365661952,0.5583075474293522
37,0.9518918918918922,0.7702709680423636,0.7979248340556708,0.7965172401196324,0.7007727301219944,0.0540540540540561,0.1556831294683701,0.1556831294683701,0.1556831294683701,0.1524733381882409,0.0981770887155824,0.1555555555555553,0.2469596019397929,0.1099209865706398,0.1518874672234511,1.928607737630366,1.236433701309239,2.9775685365661952,0.5157660906197811
38,0.9516216216216222,0.7729418567368325,0.7997676813059975,0.7984922283522202,0.7037616798424808,0.0540540540540561,0.1524352784347941,0.152435278434794,0.1524352784347941,0.1494272173664812,0.0981701867189371,0.1521739130434784,0.2447230124029091,0.1095832198391216,0.1508405040457702,1.928084248071052,1.236433701309239,2.9775685365661952,0.5029353444967317
39,0.951621621621622,0.7775875912530037,0.8044975769022525,0.8025329121879011,0.7098217696263498,0.0540540540540561,0.1493802003426531,0.149380200342653,0.149380200342653,0.1467885355809689,0.0986445173287736,0.1489361702127657,0.2426285154126233,0.1077047318790486,0.1477223085756695,1.9370802812932124,1.236433701309239,2.9775685365661952,0.4980911515689905
40,0.9508108108108112,0.7812994125395349,0.8085384873831646,0.8068652609825543,0.7152723281994363,0.0540540540540561,0.146509376949508,0.146509376949508,0.146509376949508,0.1443069292284081,0.0979471786945776,0.1458333333333335,0.240814816408832,0.1064028950961029,0.145445898985711,1.945656939162996,1.236433701309239,2.9775685365661952,0.5100738871620091
41,0.9508108108108114,0.7836999756845686,0.8120601665764374,0.8103092771940799,0.7194534030991572,0.0540540540540561,0.1438142747950958,0.1438142747950958,0.1438142747950958,0.1419249841548621,0.098447186404572,0.1428571428571427,0.2382793119915538,0.1059661102287576,0.1443928869178828,1.9433466914165785,1.236433701309239,2.9775685365661952,0.5235266562593004
42,0.9518918918918924,0.7847110325813773,0.8130756772880317,0.8112476196816196,0.7208085146068502,0.0540540540540561,0.1412864091045804,0.1412864091045804,0.1412864091045804,0.1394835755743041,0.0975476415168052,0.1400000000000001,0.2362560169439771,0.1064650992332191,0.1446457628663324,1.934012448215734,1.236433701309239,2.9775685365661952,0.5610778956494643
